CDP,Region,Subregion,Technology,2023-24,2024-25,2025-26,2026-27,2027-28,2028-29,2029-30,2030-31,2031-32,2032-33,2033-34,2034-35,2035-36,2036-37,2037-38,2038-39,2039-40,2040-41,2041-42,2042-43,2043-44,2044-45,2045-46,2046-47,2047-48,2048-49,2049-50,2050-51,2051-52
CDP3,SA,CSA,Mid-merit gas,1508.99999999,1508.99999999,1508.99999999,528.99999999,528.99999999,528.99999999,528.99999999,528.99999999,528.99999999,528.99999999,528.99999999,528.99999999,528.99999999,528.99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDP3,SA,CSA,Flexible gas with CCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDP3,SA,CSA,Flexible gas,1421.06000004,1421.06000004,1621.06000004,1621.06000004,1547.56000004,1547.56000004,1547.56000004,1301.56000004,1301.56000004,1061.9,1061.9,1591.9,1591.9,1591.9,1591.9,1591.9,1591.9,1591.9,1591.9,1591.9,1804.18199543,1556.41521593,1433.2152159299999,1279.2152159299999,1279.2152159299999,1279.2152159299999,1279.2152159299999,1242.01521593,1242.01521593
CDP3,SA,CSA,Hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDP3,SA,CSA,Utility storage,456.20000000000005,656.2,951.1800000000001,951.1800000000001,951.1800318600001,957.20004365,951.1801487500002,921.1801534400001,921.1801648999999,921.1801802900001,921.1801802900001,921.18020492,921.18024454,921.18024454,921.1802591100001,921.1802663299999,921.1802663299999,921.18026901,909.18026901,915.20027791,658.48029589,817.27076375,655.2707728099999,655.2707746199999,655.27074276,613.77075083,502.77065338,502.77065338,502.77067253
CDP3,SA,CSA,Coordinated CER storage,62.98392801884129,92.96674906,134.1763573,180.3136931,237.443251,301.7924081,410.3180984,510.5830116,612.4963372699999,723.43014112,843.19061443,977.31245173,1115.61818442,1243.3913832,1385.3033939000002,1543.1355929,1686.7883007,1828.9554303,1969.0756846,2114.4687165,2261.3468986,2418.1947037,2578.8068002,2731.128963,2886.2718316,3044.5781577000002,3195.1661849,3256.5590565,3316.6431748
CDP3,SA,CSA,Passive CER storage,129.814956,168.4339667,210.4896819,250.3459511,291.8060024,330.4969889,382.021448,429.0392119,471.4108729,511.5157429,549.9350187,588.1047133,623.369427,649.562818,675.9052738,701.128785,718.6870916,729.6014319,737.1560833,741.1993948,742.4704852,743.0807327,743.1257182,737.8295051,732.3457959,722.8996689,710.7642028,729.6142698,747.2170823
CDP3,SA,CSA,Offshore wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDP3,SA,CSA,Wind,2265.94,2265.94,2406.13,2477.74175821,2665.6385775599997,2818.82631969,3785.3205784399997,3760.5718923000004,3760.5719003400004,3943.5007897,4090.0747682600004,4090.0747682600004,4004.4241852100004,3819.9441852100003,3819.9441852100003,3819.9441852100003,3493.24418521,3800.1325573500003,3800.1325573500003,4042.2485931,3996.5165479800003,3996.5165479800003,4403.82474726,4733.86590674,4733.86590674,4806.84028579,4611.1502857900005,4611.1502857900005,4611.1502857900005
CDP3,SA,CSA,Utility solar,566.2,566.2,566.2,845.9600101400001,845.9600101400001,845.9600162700002,845.9600304400001,1361.6484451800002,1355.5284501400001,1355.52845283,1355.5284561100002,1355.52845754,1355.5284603600003,1554.3734094200001,1554.3734094200001,1554.3734132200002,1554.3734168400001,2391.59832541,2360.5583254099997,2467.9120628699998,2897.9036362800002,5435.29261994,5416.672619940001,5416.672619940001,5337.47261994,5337.47261994,5242.47261994,5261.51387448,5261.51387448
CDP3,SA,CSA,Distributed PV,2515.2118342434846,2678.171728,2838.957494,3010.825269,3244.362331,3490.202363,3741.956712,3973.404185,4195.353374,4424.11552,4648.406273,4878.524624,5097.392328,5297.93353,5495.334146,5697.852075,5901.834163,6093.199345,6275.065916,6459.73816,6649.593238,6860.518887,7085.376113,7303.202873,7527.315376,7757.876899,7992.615987,8220.373438,8449.508428
CDP3,SA,CSA,Other renewable fuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDP3,SA,CSA,DSP,48.57,52.87,57.63,62.86,68.54,73.82,79.56,85.61,91.52,97.42,103.82,110.66,118.01,125.81,133.08,140.12,146.59,153.4,160.12,167.09,173.31,179.42,184.54,189.55,194.84,199.85,205.35,206.91,208.41
CDP3,SA,SESA,Mid-merit gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDP3,SA,SESA,Flexible gas with CCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDP3,SA,SESA,Flexible gas,143,143,143,143,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2167e-4
CDP3,SA,SESA,Hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDP3,SA,SESA,Utility storage,25,25,25,25,25.00002058,25.00002868,25.00008343,25.00008343,25.00008814,25.0000953,25.0000953,1.0907e-4,1.1499e-4,1.2094e-4,1.2279e-4,1.263e-4,1.2793e-4,1.2989e-4,1.2989e-4,1.3655e-4,1.3894e-4,1.6692e-4,1.7364e-4,1.7364e-4,1.5456e-4,1.5852e-4,1.0737e-4,1.0737e-4,1.1977e-4
CDP3,SA,SESA,Coordinated CER storage,2.2186419811587,3.38610094,4.93703266,6.77724694,9.02886899,11.45042187,15.52428155,19.352761299999997,23.306833010000002,27.78535175,32.51650612,37.74265146,43.24568664,48.404860129999996,54.3511877,60.735990939999994,66.56595107,72.44175375,78.42369768,84.60752855,90.77427455,97.34716187,104.19202290999999,110.73008297,117.41530281000001,124.26812961,130.7225934,133.08308370999998,135.40113585
CDP3,SA,SESA,Passive CER storage,4.572800082,6.13482152,7.744989167,9.40947026,11.09603307,12.53951342,14.45368494,16.20586282,17.80758717,19.41889895,20.86569486,22.24235071,23.56126094,24.54354812,25.64484467,26.58446232,27.204797,27.60417262,27.93827511,28.11661375,28.14056157,28.13231815,28.1385783,27.92940607,27.71243923,27.34729173,26.86911228,27.57550376,28.23671787
CDP3,SA,SESA,Offshore wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDP3,SA,SESA,Wind,324.5,324.5,324.5,324.50002974,341.65294814,341.65295129,341.65295129,341.65295129,341.65296763,408.11443115000003,408.11444693000004,454.74611178000004,467.98794200000003,467.98794200000003,467.98794200000003,308.98794313,308.98794427,500.6907755,500.6907755,500.6907755,500.6907755,500.6907755,835.56488957,902.59255475,902.59255475,963.9909430099999,963.9909430099999,963.9909430099999,963.9909430099999
CDP3,SA,SESA,Utility solar,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,0,0,0,0,0,0,0,0,0,0,0
CDP3,SA,SESA,Distributed PV,89.16154832486919,96.32264696,105.6579687,116.1947307,128.955169,140.2711374,152.18578780000001,162.9418146,173.8191262,186.8929795,198.3682274,208.9498759,219.9016719,229.2524703,241.6063536,251.5389254,260.1443372,268.5661546,286.5050838,298.7403399,306.5637618,315.5281126,327.2323874,338.4196272,348.7986241,359.2616005,370.3050131,382.5435623,392.769572
CDP3,SA,SESA,Other renewable fuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDP3,SA,SESA,DSP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDP3,TAS,TAS,Mid-merit gas,208,208,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDP3,TAS,TAS,Flexible gas with CCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDP3,TAS,TAS,Flexible gas,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,58,58,58,58,58,58,58,58,58,58,0,0
CDP3,TAS,TAS,Hydro,2176.70000001,2176.70000001,2176.70000001,2176.70000001,2176.70000001,2176.70000001,2176.70000001,2566.7000000099997,2566.7000000099997,2566.7000000099997,2566.7000000099997,2566.7000000099997,2566.7000000099997,2566.7000000099997,2566.7000000099997,2566.7000000099997,2566.7000000099997,2566.7000000099997,2566.7000000099997,2566.7000000099997,2566.7000000099997,2566.7000000099997,2566.7000000099997,2566.7000000099997,2566.7000000099997,2566.7000000099997,2566.7000000099997,2566.7000000099997,2566.7000000099997
CDP3,TAS,TAS,Utility storage,0,0,0,0,1.254e-5,1.627e-5,2.915e-5,1.0240999999999999e-4,1.2569e-4,3.0118e-4,3.0118e-4,122.09614694,122.0961521,122.09615405,140.09061939,140.09062640000002,140.09062640000002,140.09063128,140.0906343,140.0906506,140.09065762,371.00039809,371.00040400999995,371.00041871999997,371.00042019,569.0513760399999,569.0513641699999,569.0513655,569.05136257
CDP3,TAS,TAS,Coordinated CER storage,1.578465,2.9822462,6.2673163,11.166024,18.01978,26.96188,41.39205,55.55310797,71.96612054,91.88995682000001,115.18635409999999,141.94712139,172.31121369,203.22907598999998,238.16732829,277.8117706,316.86381292,355.02852524,394.98616756999996,437.3428799,481.7265622,529.1774746,578.8930369,627.8378093,678.8074917,731.453664,782.1497357000001,799.2709825,816.046951
CDP3,TAS,TAS,Passive CER storage,18.42063833,25.50500029,35.12206133,44.57212558,54.13882533,63.26215398,76.39582568,89.39420444,101.3402492,112.4712403,122.8646662,132.2722398,140.8377903,146.0977728,150.8017278,154.7421097,155.544286,157.806437,159.0814273,159.2333788,158.3571087,156.9785264,155.069461,151.4279178,147.4013277,142.0731633,135.6124734,140.2449595,144.5517215
CDP3,TAS,TAS,Offshore wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDP3,TAS,TAS,Wind,563.35,563.35,563.35,1322.36114206,1322.36114206,1464.22127137,2121.77069201,2121.77069201,2438.93009906,2456.95530819,2456.95530819,2618.73353645,2618.73353645,2618.73353645,2618.73353645,2618.73353645,2618.73353645,2618.73353645,2618.73353645,2893.15161336,2952.5598061500004,2808.5598061500004,2808.5598061500004,2885.9363906500002,2885.9363906500002,3643.33318237,3643.33318237,3335.58318237,3335.58318237
CDP3,TAS,TAS,Utility solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDP3,TAS,TAS,Distributed PV,308.7799243926994,346.7536703,384.7274053,426.379,477.4145,536.322,592.6555,640.326,688.101,742.573,789.438,840.466,889.4465,943.54,998.303,1056.947,1115.3985,1169.6525,1226.484,1277.6995,1326.6715,1380.069,1438.096,1494.9965,1553.316,1611.7035,1670.5585,1726.0095,1781.7485
CDP3,TAS,TAS,Other renewable fuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDP3,TAS,TAS,DSP,5.95,8.19,10.4,12.81,15.07,17.32,19.55,22.07,25.09,28.22,31.15,33.85,36.48,39.28,42.09,44.55,46.83,49.23,51.94,54.9,57.75,60.2,62.61,64.85,66.92,69.38,71.27,70.16,68.82
