date,Battery (Charging) - MW,Exports - MW,Imports - MW,Distillate - MW,Gas (Steam) - MW,Gas (CCGT) - MW,Gas (OCGT) - MW,Gas (Reciprocating) - MW,Battery (Discharging) - MW,Wind - MW,Solar (Utility) - MW,Solar (Rooftop) - MW,Wind (Curtailment) - MW,Solar (Utility) (Curtailment) - MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2025-12-09T18:00:00Z,-1.67,0,466.04,0,42,0,0.28,0,11.6,781.14,304.22,487.04,6.37,0,25.9,0,31.29,0,2.02,0,0.02,0,345.15,5.76
2025-12-09T18:05:00Z,-2.9,0,454.66,0,41,0,0.28,0,50.94,796.83,302.79,452.08,6.37,0,25.82,0,30.66,0,1.97,0,0.02,0,330.26,0
2025-12-09T18:10:00Z,-0.78,0,522.62,0,43,0,0.28,0,19.95,811.1,272.34,417.11,0,0,25.73,0,34.23,0,2.06,0,0.02,0,418.84,87.4
2025-12-09T18:15:00Z,-0.4,0,588.52,0,40,0,0.28,0,29.09,809.48,244.8,382.15,0,0,25.65,0,38.14,0,1.92,0,0.02,0,524.58,129.99
2025-12-09T18:20:00Z,-1.16,0,528.6,0,40,0,0.28,0,54.35,855.49,222.87,347.18,0,0,25.57,0,34.4,0,1.92,0,0.02,0,440.24,115.94
2025-12-09T18:25:00Z,-0.07,0,603.01,0,43,0,0.28,0,70.6,869.72,156.92,312.22,1.87,0,25.48,0,38.2,0,2.06,0,0.02,0,568.9,138
2025-12-09T18:30:00Z,0,0,468.54,0,42,0,0.28,91.75,87.01,897.94,108.27,277.25,0,0,25.4,0,29.63,0,2.02,0,0.02,4.51,418.98,129.99
2025-12-09T18:35:00Z,-0.08,0,467.15,0,43,0,0.28,0,258.2,877.52,71.37,257.48,1.86,0,25.32,0,28.43,0,2.06,0,0.02,0,351.85,129.99
2025-12-09T18:40:00Z,-2.38,0,574.91,0,40,0,0.28,72.43,84.55,862.76,65.51,237.72,2.54,0,25.23,0,34.66,0,1.92,0,0.02,3.56,613.14,129.99
2025-12-09T18:45:00Z,-2.53,0,625.56,0,40,0,0.28,71.26,63.23,857.06,59.65,217.95,1.08,0,25.15,0,38.18,0,1.92,0,0.02,3.5,768.25,110.54
2025-12-09T18:50:00Z,-0.26,0,551.95,0,43,0,0.28,73.95,112.18,875.22,58.83,198.18,3.81,0,25.07,0,34.35,0,2.06,0,0.02,3.63,593.99,88.64
2025-12-09T18:55:00Z,-0.52,0,425.74,0,40,0,0.28,71.55,230.1,904.75,66.77,178.41,7.36,0,24.98,0,26.59,0,1.92,0,0.02,3.52,360.92,87.93
2025-12-09T19:00:00Z,-2.15,0,365.17,0.01,40,0,0.28,71.43,259.69,915.57,70.96,158.65,17.26,0,24.9,0,22.68,0,1.92,0,0.02,3.51,293.75,86.77
2025-12-09T19:05:00Z,-0.35,0,403.74,0,41,0,0.28,72.18,249.53,949.79,89.93,144.48,16.38,0,24.77,0,24.97,0,1.97,0,0.02,3.55,320.2,87.03
2025-12-09T19:10:00Z,-2.59,0,341.92,0,40,0,0.28,71.96,270.03,971.21,48.35,130.32,15.38,0,24.63,0,21.1,0,1.92,0,0.02,3.54,268.56,85.66
2025-12-09T19:15:00Z,-2.41,0,293.85,0.01,40,0,0.28,70.76,275.07,1013.05,54,116.15,2.65,0,24.5,0,18.19,0,1.92,0,0.02,3.48,222.55,127.45
2025-12-09T19:20:00Z,-2.35,0,407.38,0.01,40,0,0.28,71.86,110.8,1048.71,49.26,101.99,8.93,0,24.37,0,24.24,0,1.92,0,0.02,3.53,351.92,119.99
2025-12-09T19:25:00Z,-4.38,0,310.64,0,40,0,0.28,69.8,163.68,1121.88,34.03,87.83,6.4,0,24.23,0,18.38,0,1.92,0,0.02,3.43,236.98,109.82
2025-12-09T19:30:00Z,-2.81,0,179.11,0,40,0,0.28,72.04,283.61,1143.33,22.53,73.66,10.23,0,24.1,0,10.63,0,1.92,0,0.02,3.54,132.97,80.94
2025-12-09T19:35:00Z,-1.06,0,127.52,0.01,40,0,0.28,72.36,314.67,1175.29,16.97,62.48,11.63,0,23.9,0,7.58,0,1.92,0,0.02,3.56,101.03,92.26
2025-12-09T19:40:00Z,-1.27,0,70.05,0.01,40,0,0.28,71.35,398.62,1150.56,10.09,51.3,0,0,23.7,0,3.98,0,1.92,0,0.02,3.51,68.52,91.91
2025-12-09T19:45:00Z,-1.88,0,43.6,0.01,40,0,0.28,71.84,409.11,1177.7,4.43,40.12,6.06,0,23.5,0,2.49,0,1.92,0,0.02,3.53,56.26,109.13
2025-12-09T19:50:00Z,-1.93,0,239.17,0.01,40,0,0.28,71.52,141.21,1212.05,1.35,28.94,11.21,0,23.3,0,13.67,0,1.92,0,0.02,3.51,182.96,87.75
2025-12-09T19:55:00Z,-0.24,0,12.59,0.01,40,0,0.28,72.89,413.85,1184.5,0.21,17.76,14.52,0,23.1,0,0.71,0,1.92,0,0.02,3.58,43.59,81.35
2025-12-09T20:00:00Z,-0.32,0,11.73,0.01,40,0,0.28,71.99,435.28,1149.93,0.01,6.58,0,0,22.9,0,0.66,0,1.92,0,0.02,3.54,43.5,98.93
2025-12-09T20:05:00Z,-0.57,0,176.72,0.01,40,0,0.28,70.6,244.19,1155.95,0.01,5.48,0,0,22.53,0,10.32,0,1.92,0,0.02,3.47,140.93,83.31
2025-12-09T20:10:00Z,-0.27,0,43.06,0,40,0,0.28,71.72,415.34,1158.69,0.01,4.39,0,0,22.17,0,2.53,0,1.92,0,0.02,3.52,58.21,79.05
2025-12-09T20:15:00Z,-0.6,0,76.42,0.01,40,0,0.28,70.88,373.79,1166.12,0,3.29,0,0,21.8,0,4.44,0,1.92,0,0.02,3.48,75.06,79.96
2025-12-09T20:20:00Z,-0.87,-20.41,0,0.36,40,0,0.28,71.32,421.32,1177.57,0,2.19,0,0,21.43,0.07,0,0.03,1.92,0,0.02,3.5,38.38,76.92
2025-12-09T20:25:00Z,-0.12,0,105.08,0.01,43,0,0.28,73.49,314.89,1171.38,0,1.1,0,0,21.07,0,6.19,0,2.06,0,0.02,3.61,95.18,83.67
2025-12-09T20:30:00Z,-0.75,0,157.72,0,40,0,0.28,71.63,231.49,1174.31,0,0,0,0,20.7,0,9.24,0,1.92,0,0.02,3.52,129.76,84.97
2025-12-09T20:35:00Z,-0.68,0,293.02,0,40,0,0.28,71.28,98.12,1172.29,0,0,0,0,20.57,0,16.95,0,1.92,0,0.02,3.5,246.87,82.78
2025-12-09T20:40:00Z,0,0,166.84,0.01,42,0,0.28,72.71,224.59,1187.1,0,0,0,0,20.43,0,9.55,0,2.02,0,0.02,3.57,133.79,109.18
2025-12-09T20:45:00Z,-4.16,0,152.93,0.01,40,0,0.28,70.95,204.59,1209.23,0,0,0,0,20.3,0,8.72,0,1.92,0,0.02,3.49,124.09,83.57
2025-12-09T20:50:00Z,-0.07,0,86.9,0,41,0,0.28,73.38,289.35,1198.13,0,0,31.28,0,20.17,0,5.06,0,1.97,0,0.02,3.61,84.39,77.16
2025-12-09T20:55:00Z,-0.04,-30.32,0,0,40,0,0.28,72.62,370,1238.34,0,0,0,0,20.03,0.1,0,0,1.92,0,0.02,3.57,38.4,95.51
2025-12-09T21:00:00Z,-6.51,0,78.81,0,40,0,0.28,70.45,238.64,1232.77,0,0,9.82,0,19.9,0,4.53,0,1.92,0,0.02,3.46,79.61,82.13
2025-12-09T21:05:00Z,-0.22,0,104.8,0.01,41,0,0.28,72.6,181.73,1236.67,0,0,15.24,0,19.65,0,6.07,0,1.97,0,0.02,3.57,97.78,92.77
2025-12-09T21:10:00Z,-0.33,0,118.99,0.01,40,0,0.28,9.87,238.56,1250.34,0,0,16.62,0,19.4,0,6.78,0,1.92,0,0.02,0.48,77.82,87.41
2025-12-09T21:15:00Z,-0.28,0,66.17,0,40,0,0.28,9.49,260.85,1249.62,0,0,14.99,0,19.15,0,3.77,0,1.92,0,0.02,0.47,49.65,94.16
2025-12-09T21:20:00Z,-0.21,0,122.66,0.01,40,0,0.28,0,213.41,1264.18,0,0,8.97,0,18.9,0,7.03,0,1.92,0,0.02,0,77.16,91.45
2025-12-09T21:25:00Z,0,0,173.32,0,42,0,0.28,0,139.66,1270.2,0,0,11.65,0,18.65,0,9.9,0,2.02,0,0.02,0,111.97,103
2025-12-09T21:30:00Z,-1.78,0,63.23,0.01,40,0,0.28,0,205.53,1296.08,0,0,9.76,0,18.4,0,3.65,0,1.92,0,0.02,0,45.41,79.05
2025-12-09T21:35:00Z,-0.11,-10.53,0,0,40,0,0.28,0,284.13,1292.17,0,0,15.91,0,18.27,0.01,0,0,1.92,0,0.02,0,14.39,81.95
2025-12-09T21:40:00Z,-0.11,0,19.41,0.01,42,0,0.28,0,185.85,1353.23,0,0,0,0,18.13,0,1.15,0,2.02,0,0.02,0,24.47,89.26
2025-12-09T21:45:00Z,-0.12,0,16.49,0,41,0,0.28,0,159.47,1364.2,0,0,0,0,18,0,0.98,0,1.97,0,0.02,0,22.97,92.21
2025-12-09T21:50:00Z,-1.86,0,116.53,0,40,0,0.28,0,53.48,1378.27,0,0,0,0,17.87,0,6.79,0,1.92,0,0.02,0,77.42,88.51
2025-12-09T21:55:00Z,-1.65,0,25.97,0,40,0,0.28,0,133.15,1390.89,0,0,0,0,17.73,0,1.55,0,1.92,0,0.02,0,27.28,81.86
2025-12-09T22:00:00Z,-0.7,0,26.76,0,40,0,0.28,0,124,1380.23,0,0,0,0,17.6,0,1.6,0,1.92,0,0.02,0,27.97,81.81
2025-12-09T22:05:00Z,-0.22,0,124.53,0,42,0,0.28,0,59.04,1342.3,0,0,0,0,17.63,0,7.41,0,2.02,0,0.02,0,85.94,87.78
2025-12-09T22:10:00Z,-0.17,0,26.94,0,41,0,0.28,0,127.68,1357.66,0,0,0,0,17.67,0,1.66,0,1.97,0,0.02,0,29.19,103.01
2025-12-09T22:15:00Z,-0.31,0,65.8,0,40,0,0.28,0,52.73,1368.49,0,0,0,0,17.7,0,4.02,0,1.92,0,0.02,0,51.22,82.79
2025-12-09T22:20:00Z,-0.26,-91.83,0,0,40,0,0.28,0,238.16,1340.63,0,0,0,0,17.73,0.11,0,0,1.92,0,0.02,0,14.37,99.44
2025-12-09T22:25:00Z,-0.17,-22.16,0,0,41,0,0.28,0,147.21,1343.54,0,0,0,0,17.77,0.03,0,0,1.97,0,0.02,0,15.56,80.95
2025-12-09T22:30:00Z,-0.21,0,85.63,0,41,0,0.28,0,59.46,1330.09,0,0,0,0,17.8,0,5.42,0,1.97,0,0.02,0,66.06,91.14
2025-12-09T22:35:00Z,-2.81,-2.31,0,0,40,0,0.28,0,149.68,1307.79,0,0,0,0,17.72,0,0,0,1.92,0,0.02,0,15.56,101.49
2025-12-09T22:40:00Z,-3.72,0,79.71,0,40,0,0.28,0,35.69,1331.6,0,0,0,0,17.63,0,5.06,0,1.92,0,0.02,0,63.47,79
2025-12-09T22:45:00Z,-0.1,-91.47,0,0,40,0,0.28,0,144.92,1382.07,0,0,0,0,17.55,0.11,0,0,1.92,0,0.02,0,14.85,79.08
2025-12-09T22:50:00Z,-1.46,-26.02,0,0,41,0,0.28,0,103.39,1358.47,0,0,0,0,17.47,0.03,0,0,1.97,0,0.02,0,15.88,79.05
2025-12-09T22:55:00Z,-2.76,-15.5,0,0,40,0,0.28,0,101.32,1367.3,0,0,0,0,17.38,0.02,0,0,1.92,0,0.02,0,15.45,78.73
2025-12-09T23:00:00Z,-4.46,-57.62,0,0,40,0,0.28,0,118.54,1375.14,0,0,1.96,0,17.3,0.07,0,0,1.92,0,0.02,0,15.21,80.12
2025-12-09T23:05:00Z,-12.47,0,26.06,0,40,0,0.28,0,0,1400.81,0,0,0,0,17.23,0,1.76,0,1.92,0,0.02,0,31.66,79.38
2025-12-09T23:10:00Z,-1.56,0,1.97,0,41,0,0.28,0,15.38,1412.79,0,0,5.44,0,17.17,0,0.14,0,1.97,0,0.02,0,17.38,79.27
2025-12-09T23:15:00Z,-2.05,-69.49,0,0,40,0,0.28,0,32.57,1436.01,0,0,0,0,17.1,0.09,0,0,1.92,0,0.02,0,15.44,79.92
2025-12-09T23:20:00Z,-4.53,-51.58,0,0,40,0,0.28,0,31.33,1416.43,0,0,0,0,17.03,0.07,0,0,1.92,0,0.02,0,15.68,78.27
2025-12-09T23:25:00Z,-3.39,-46.83,0,0,40,0,0.28,0,29.66,1433.75,0,0,0,0,16.97,0.06,0,0,1.92,0,0.02,0,15.51,78.39
2025-12-09T23:30:00Z,-1.87,-96.21,0,0,40,0,0.28,0,33.44,1467.38,0,0,0,0,16.9,0.12,0,0,1.92,0,0.02,0,15.12,77.96
2025-12-09T23:35:00Z,-2.36,-51.99,0,0,40,0,0.27,0,34.86,1442.12,0,0,0,0,16.92,0.07,0,0,1.92,0,0.02,0,15.36,83.6
2025-12-09T23:40:00Z,-3.88,-45.25,0,0,40,0,0.28,0,39.84,1447.1,0,0,0,0,16.93,0.06,0,0,1.92,0,0.02,0,15.27,81.06
2025-12-09T23:45:00Z,-5.75,-94.4,0,0,40,0,0.28,0,84.24,1445.83,0,0,0,0,16.95,0.12,0,0,1.92,0,0.02,0,14.87,97.63
2025-12-09T23:50:00Z,-7.2,-33.81,0,0,40,0,0.27,0,47.22,1419.75,0,0,0,0,16.97,0.04,0,0,1.92,0,0.02,0,15.51,93.35
2025-12-09T23:55:00Z,-2.67,0,31.54,0,41,0,0.27,0,12.64,1376.76,0,0,0,0,16.98,0,2.17,0,1.97,0,0.02,0,35.7,95.08
2025-12-10T00:00:00Z,-5.78,0,34.61,0,41,0,0.28,0,22.26,1367.79,0,0,0,0,17,0,2.38,0,1.97,0,0.02,0,37.63,82.65
2025-12-10T00:05:00Z,-3.23,0,43.26,0,41,0,0.28,0,29.09,1339.11,0,0,0,0,16.98,0,3,0,1.97,0,0.02,0,43.87,84.41
2025-12-10T00:10:00Z,-2.48,0,75.34,0,41,0,0.28,0,18.34,1343.74,0,0,0,0,16.97,0,5.22,0,1.97,0,0.02,0,65.25,86.47
2025-12-10T00:15:00Z,-5.61,0,69.33,0,40,0,0.28,0,3.11,1356.43,0,0,0,0,16.95,0,4.83,0,1.92,0,0.02,0,61.26,81.69
2025-12-10T00:20:00Z,-5.3,0,104.95,0,40,0,0.27,0,5.73,1318.01,0,0,0,0,16.93,0,7.33,0,1.92,0,0.02,0,88.67,81.18
2025-12-10T00:25:00Z,-4.48,0,127.54,0,40,0,0.28,0,16.86,1306.53,0,0,0,0,16.92,0,8.97,0,1.92,0,0.02,0,106.24,82.4
2025-12-10T00:30:00Z,-8.88,0,124.23,0,40,0,0.28,0,0,1329.38,0,0,0,0,16.9,0,8.88,0,1.92,0,0.02,0,105,81.79
2025-12-10T00:35:00Z,-5.04,0,142.18,-0.1,43,0,0.28,0,24.63,1276.95,0,0,0,0,16.85,0,10.32,0,2.06,0,0.02,0,124.25,83.18
2025-12-10T00:40:00Z,-5.18,0,177.28,-0.1,40,0,0.28,0,12.64,1267.81,0,0,0,0,16.8,0,12.67,0,1.92,0,0.02,0,154.06,88.36
2025-12-10T00:45:00Z,-5.63,0,181.19,-0.1,40,0,0.28,0,2.48,1274.5,0,0,0,0,16.75,0,12.81,0,1.92,0,0.02,0,156.6,85.83
2025-12-10T00:50:00Z,-5.94,0,141.44,0,40,0,0.28,0,6.02,1299.52,0,0,0,0,16.7,0,9.98,0,1.92,0,0.02,0,119.32,82.11
2025-12-10T00:55:00Z,-5.44,0,143.9,0,40,0,0.28,0,12.67,1293.37,0,0,0,0,16.65,0,10.31,0,1.92,0,0.02,0,122.79,82.13
2025-12-10T01:00:00Z,-3.47,0,135.02,0,41,0,0.28,0,20.53,1319.68,0,0,0,0,16.6,0,9.83,0,1.97,0,0.02,0,114.08,82.21
2025-12-10T01:05:00Z,-3.09,0,172.63,0,42,0,0.28,0,22.23,1272.96,0,0,0,0,16.47,0,12.55,0,2.02,0,0.02,0,150.66,83.3
2025-12-10T01:10:00Z,-3.04,0,230.9,0,41,0,0.28,0,14.42,1206.07,0,0,0,0,16.33,0,16.38,0,1.97,0,0.02,0,214.41,84.47
2025-12-10T01:15:00Z,-6.04,0,224.88,0,40,0,0.27,0,6.65,1211.58,0,0,0,0,16.2,0,15.87,0,1.92,0,0.02,0,208,83.68
2025-12-10T01:20:00Z,-5.34,0,211.45,0,40,0,0.28,0,6.01,1211.89,0,0,0,0,16.07,0,15.23,0,1.92,0,0.02,0,197.81,83.28
2025-12-10T01:25:00Z,-2.47,0,215.88,0,41,0,0.27,0,16.35,1191.76,0,0,0,0,15.93,0,15.83,0,1.97,0,0.02,0,207.35,83.93
2025-12-10T01:30:00Z,-5.8,0,244.78,0,40,0,0.28,0,5.36,1181.54,0,0,0,0,15.8,0,17.72,0,1.92,0,0.02,0,241.61,84.43
2025-12-10T01:35:00Z,-3.14,0,216.79,0,42,0,0.28,0,14.19,1174.81,0,0,0,0,16,0,16.03,0,2.02,0,0.02,0,214.29,83.89
2025-12-10T01:40:00Z,-6.76,0,202.19,0,40,0,0.28,0,21.09,1191.62,0,0,0,0,16.2,0,14.75,0,1.92,0,0.02,0,191.8,83.41
2025-12-10T01:45:00Z,-3.1,0,196.67,0,42,0,0.28,0,35.25,1171.35,0,0,0,0,16.4,0,14.36,0,2.02,0,0.02,0,187.55,83.97
2025-12-10T01:50:00Z,-6.28,0,227.48,0,40,0,0.28,0,21.66,1162.62,0,0,0,0,16.6,0,16.21,0,1.92,0,0.02,0,219.76,90.99
2025-12-10T01:55:00Z,-6.2,0,206.64,0,40,0,0.28,0,3.44,1196.69,0,0,0,0,16.8,0,14.67,0,1.92,0,0.02,0,193.98,91.3
2025-12-10T02:00:00Z,-105.87,0,317.95,-0.1,40,0,0.28,0,0.45,1176.55,0,0,0,0,17,0,22.63,0,1.92,0,0.02,0,371.64,85.44
2025-12-10T02:05:00Z,-92.94,0,300.06,-0.1,40,0,0.28,0,0,1188.8,0,0,0,0,17.08,0,21.49,0,1.92,0,0.02,0,336.23,80.36
2025-12-10T02:10:00Z,-3.83,0,158.25,-0.1,40,0,0.28,0,3.61,1222.02,0,0,0,0,17.17,0,11.77,0,1.92,0,0.02,0,149,84.28
2025-12-10T02:15:00Z,-104.51,0,227.43,-0.1,40,0,0.28,0,0,1257.7,0,0,0,0,17.25,0,16.81,0,1.92,0,0.02,0,232.96,81.72
2025-12-10T02:20:00Z,-6.37,0,94.42,-0.1,40,0,0.28,0,0.35,1296.48,0,0,0,0,17.33,0,6.95,0,1.92,0,0.02,0,86.28,70.1
2025-12-10T02:25:00Z,-5.9,0,71.42,-0.1,40,0,0.27,0,4.01,1298.32,0,0,0,0,17.42,0,5.36,0,1.92,0,0.02,0,69.18,80.62
2025-12-10T02:30:00Z,-3.68,0,67.89,-0.1,41,0,0.27,0,8.54,1284.91,0,0,0,0,17.5,0,5.07,0,1.97,0,0.02,0,67.01,86.62
2025-12-10T02:35:00Z,-116.22,0,182.02,0,40,0,0.27,0,0,1288.18,0,0,0,0,17.65,0,12.97,0,1.92,0,0.02,0,173.71,82.72
2025-12-10T02:40:00Z,-112.63,0,153.33,0,41,0,0.28,0,3.46,1310.02,0,0,0,0,17.8,0,11.36,0,1.97,0,0.02,0,147.07,84.22
2025-12-10T02:45:00Z,-9.39,0,55.2,0,40,0,0.27,0,6.5,1294.28,0,0,0,0,17.95,0,3.98,0,1.92,0,0.02,0,55.62,75
2025-12-10T02:50:00Z,-113.07,0,166.91,0,40,0,0.28,0,1.49,1283.51,0,0,0,0,18.1,0,12.54,0,1.92,0,0.02,0,166.16,80.44
2025-12-10T02:55:00Z,-14.4,0,79.75,0,40,0,0.28,0,0,1273.44,0,0,0,0,18.25,0,5.84,0,1.92,0,0.02,0,76.56,82.68
2025-12-10T03:00:00Z,-110.56,0,163.01,0,40,0,0.28,0,9.89,1271.91,0,0,0,0,18.4,0,11.92,0,1.92,0,0.02,0,158.65,80.43
2025-12-10T03:05:00Z,-18.71,0,100.48,0,40,0,0.28,0,0,1268.16,0,0,0,0,18.32,0,7.33,0,1.92,0,0.02,0,93.55,72.4
2025-12-10T03:10:00Z,-113.15,0,151.67,0,41,0,0.28,0,6.76,1299.2,0,0,0,0,18.23,0,11.15,0,1.97,0,0.02,0,145.65,70.17
2025-12-10T03:15:00Z,-10.46,0,49.94,0,41,0,0.28,0,13.47,1277.55,0,0,0,0,18.15,0,3.68,0,1.97,0,0.02,0,53.48,80.4
2025-12-10T03:20:00Z,-10.62,0,49.72,-0.1,40,0,0.28,0,7,1278.72,0,0,0,0,18.07,0,3.58,0,1.92,0,0.02,0,52.33,82.2
2025-12-10T03:25:00Z,-117.37,0,200.21,0,40,0,0.27,0,0.14,1246.01,0,0,0,0,17.98,0,14.22,0,1.92,0,0.02,0,200.09,83.01
2025-12-10T03:30:00Z,-115.43,0,217.7,0,40,0,0.27,0,0.19,1217.47,0,0,0,0,17.9,0,15.85,0,1.92,0,0.02,0,230.79,83.1
2025-12-10T03:35:00Z,-119.57,0,247.44,0,40,0,0.27,0,0.83,1184.82,0,0,0,0,17.85,0,17.93,0,1.92,0,0.02,0,277.54,84.01
2025-12-10T03:40:00Z,-113.72,0,258.78,0,40,0,0.28,0,1.05,1179.94,0,0,0,0,17.8,0,18.71,0,1.92,0,0.02,0,291.93,84.44
2025-12-10T03:45:00Z,-117.86,0,288.77,0,40,0,0.28,0,0.13,1160.1,0,0,0,0,17.75,0,19.89,0,1.92,0,0.02,0,330.03,84.78
2025-12-10T03:50:00Z,-120.2,0,264.73,0,40,0,0.28,0,0.04,1172.28,0,0,0,0,17.7,0,18.66,0,1.92,0,0.02,0,298.71,79.05
2025-12-10T03:55:00Z,-113.07,0,258.74,0,40,0,0.28,0,1.1,1168.17,0,0,0,0,17.65,0,18.36,0,1.92,0,0.02,0,290.79,67.25
2025-12-10T04:00:00Z,-6.41,0,168.28,0,41,0,0.28,0,2.83,1139.75,0,0,0,0,17.6,0,11.92,0,1.97,0,0.02,0,165.41,81.21
2025-12-10T04:05:00Z,-5.6,0,156.28,0,41,0,0.28,0,30.67,1130.48,0,0,0,0,17.58,0,11.01,0,1.97,0,0.02,0,149.9,65.01
2025-12-10T04:10:00Z,-0.48,0,177.25,0,40,0,0.28,0,6.26,1132.49,0,0,0,0,17.57,0,12.06,0,1.92,0,0.02,0,167.8,67.72
2025-12-10T04:15:00Z,-0.55,0,169.12,0,40,0,0.28,0,6.23,1149.06,0,0,0,0,17.55,0,11.48,0,1.92,0,0.02,0,156.93,69.07
2025-12-10T04:20:00Z,-0.13,0,143.17,0,43,0,0.28,0,28.09,1144.31,0,0,0,0,17.53,0,9.82,0,2.06,0,0.02,0,133.16,82.66
2025-12-10T04:25:00Z,-2.29,0,160.88,0,40,0,0.27,0,2.62,1148.8,0,0,0,0,17.52,0,10.77,0,1.92,0,0.02,0,148.31,81.53
2025-12-10T04:30:00Z,-2.34,0,179.72,0,40,0,0.27,0,1.12,1139.87,0,0,0,0,17.5,0,12.11,0,1.92,0,0.02,0,168.71,82.37
2025-12-10T04:35:00Z,-0.18,0,157.26,0,42,0,0.28,0,16.39,1142.67,0,0,0,0,17.52,0,10.53,0,2.02,0,0.02,0,144.47,96.46
2025-12-10T04:40:00Z,-2.23,0,183.71,0,40,0,0.27,0,9.14,1146.14,0,0,0,0,17.53,0,12.06,0,1.92,0,0.02,0,166.35,93.6
2025-12-10T04:45:00Z,-1.27,0,194.68,0,40,0,0.27,0,26.57,1128.38,0,0,0,0,17.55,0,12.8,0,1.92,0,0.02,0,177.01,94.41
2025-12-10T04:50:00Z,-1.41,0,186.54,0,40,0,0.27,0,14.98,1123.59,0,0,0,0,17.57,0,12.23,0,1.92,0,0.02,0,171.61,80.4
2025-12-10T04:55:00Z,-0.09,0,106.46,-0.1,41,0,0.28,0,137.43,1108.03,0,0,0,0,17.58,0,6.87,0,1.97,0,0.02,0,90.1,81.67
2025-12-10T05:00:00Z,-1.04,0,133.6,-0.1,40,0,0.28,0,111.37,1099.84,0,0,0,0,17.6,0,8.42,0,1.92,0,0.02,0,111.31,90.92
2025-12-10T05:05:00Z,-0.08,0,141.59,-0.1,41,0,0.28,0,124.5,1076.51,0,0.02,0,0,17.73,0,8.94,0,1.97,0,0.02,0,119.17,93.55
