date,Battery (Charging) - MW,Pumps - MW,Exports - MW,Imports - MW,Coal (Black) - MW,Bioenergy (Biomass) - MW,Distillate - MW,Gas (CCGT) - MW,Gas (OCGT) - MW,Battery (Discharging) - MW,Hydro - MW,Wind - MW,Solar (Utility) - MW,Solar (Rooftop) - MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2024-12-11T12:50:00Z,-136.92,-381.5,-941.49,0,3448.71,33.82,0,0.18,15.64,0.25,7.17,580.86,3056.52,0,24.5,32.61,0,259.71,0.09,0,0.01,0.78,481.4,-33
2024-12-11T12:55:00Z,-112.85,-381.6,-804,63.49,3417.6,33.95,0,0.23,15.57,0,6.9,572.53,2892.39,0,24.6,28.36,3.64,257.31,0.09,0,0.01,0.78,502.37,-28.01
2024-12-11T13:00:00Z,-138.44,-381.7,-826.8,102.12,3389.92,33.53,0,0.19,15.42,0,7.31,609.23,2878.34,4860.77,24.7,28.95,5.69,255.28,0.09,0,0.01,0.77,270.14,-16.18
2024-12-11T13:05:00Z,-125.8,-380.1,-884.5,105.61,3447,34.36,0,0.21,15.5,0.08,7.02,612.61,2855.43,4863.8,24.77,31.33,6.12,259.52,0.1,0,0.01,0.78,272.96,-33
2024-12-11T13:10:00Z,-136.79,-383.1,-870.2,143.25,3380.98,34.84,0,0.18,15.73,23.86,6.93,611.23,2882.52,4866.83,24.83,30.3,8.21,254.65,0.1,0,0.01,0.79,272.27,-33
2024-12-11T13:15:00Z,-34.05,-382.1,-896.1,253.63,3405.57,34.65,0,0.18,15.62,23.84,7.14,658.87,2591.87,4869.86,24.9,32.39,14.14,256.49,0.1,0,0.01,0.78,285.77,-12.8
2024-12-11T13:20:00Z,-59.92,-380.1,-805.6,139.65,3436.99,33.72,0,0.23,15.65,24.01,6.93,698.92,2570.54,4872.9,24.97,29.19,8.17,258.84,0.09,0,0.01,0.79,278.79,-33
2024-12-11T13:25:00Z,-22.4,-380.8,-982.5,196.22,3439.36,33.75,0,0.2,15.34,1.87,15.87,690.13,2705.75,4875.93,25.03,35.05,11.14,258.97,0.09,0,0.01,0.77,277.67,-33
2024-12-11T13:30:00Z,-26.28,-382.7,-1049.5,366.44,3436.25,28.98,0,0.21,15.21,0.03,15.96,734.83,2606.04,4878.96,25.1,37.74,19.35,258.77,0.08,0,0.01,0.76,292.66,-28.01
2024-12-11T13:35:00Z,-39.12,-380.4,-788,79.63,3425.9,29.19,0,0.4,15.48,1.36,16.13,781.29,2566.42,4861.92,25.3,28.27,4.4,257.99,0.08,0,0.02,0.78,270.87,-33
2024-12-11T13:40:00Z,-26.99,-378.3,-838,239.87,3443.46,29.07,0,0.44,15.48,53.77,15.98,759.76,2513.9,4844.88,25.5,30.23,13.44,259.26,0.08,0,0.03,0.78,286.47,-33
2024-12-11T13:45:00Z,-38.14,-381.8,-805.4,152.99,3374.05,29.07,0,0.4,15.73,65.71,16.12,730,2653.89,4827.85,25.7,28.27,8.47,254.15,0.08,0,0.02,0.79,273.16,-33
2024-12-11T13:50:00Z,-4.33,-378.7,-1081.3,232.63,3491.9,29.05,0,0.44,15.74,78.55,16.15,764.97,2691.66,4810.81,25.9,38.2,12.87,262.89,0.08,0,0.03,0.79,280.48,79.5
2024-12-11T13:55:00Z,-2.67,-380.1,-1010.7,298.81,3494.34,31.31,0,0.48,15.62,81.49,15.93,749.92,2469.86,4793.77,26.1,36.85,16.34,263.06,0.09,0,0.03,0.78,293.29,-65.52
2024-12-11T14:00:00Z,-81.89,-382.8,-770.1,234.14,3400.1,30.64,0,35.97,15.47,0,16.14,787.7,2581.39,4776.73,26.3,27.51,12.44,256.04,0.08,0,2.14,0.78,287.72,47.15
2024-12-11T14:05:00Z,-81.62,-380.6,-723.3,339.87,3413.55,30.76,0,35.46,16.01,0,16.17,797.19,2269.27,4738.9,26.2,27.03,17.47,257.07,0.09,0,2.11,0.8,307,-33
2024-12-11T14:10:00Z,-68.62,-378.6,-808.6,414.64,3457.89,30.74,0,35.31,15.82,1.96,16.05,767.09,2409.63,4701.07,26.1,29.93,21.38,260.3,0.08,0,2.11,0.79,313.04,72.27
2024-12-11T14:15:00Z,-92.99,-381.2,-795.2,412.18,3480.4,31.63,0,35.32,15.83,2.83,15.96,765.41,2347.47,4663.24,26,29.77,20.67,261.94,0.09,0,2.11,0.79,317.26,-33
2024-12-11T14:20:00Z,-66.07,-379.8,-784.8,268.9,3523.68,28.87,0,35.36,15.83,6.48,15.78,780.64,2524.69,4625.41,25.9,28.78,14.3,265.1,0.08,0,2.11,0.79,302.6,104.5
2024-12-11T14:25:00Z,-20.52,-380.9,-727.6,438.55,3522.93,28.31,0,35.21,16.06,4.72,16.4,749.93,2359.83,4587.58,25.8,27.4,21.52,264.97,0.08,0,2.1,0.81,322.43,-33
2024-12-11T14:30:00Z,-4.38,-381.2,-697.2,185.69,3559.18,27.86,0,72.26,15.92,4.96,20.95,787.79,2578.68,4549.75,25.7,25.54,9.82,267.65,0.08,0,4.31,0.8,298.14,-33
2024-12-11T14:35:00Z,-37.13,-380,-738.8,348.9,3633.4,29.2,0,72.79,15.91,2.33,21.41,795.48,2469.32,4486.7,25.67,27.71,17.74,273.1,0.08,0,4.34,0.8,321.31,49.77
2024-12-11T14:40:00Z,-15.41,-381.5,-532.32,0,3687.6,28.27,0,72.93,16.13,0.03,21.08,904.21,2404.19,4423.65,25.63,20,0,277.1,0.08,0,4.35,0.81,296.19,46.89
2024-12-11T14:45:00Z,-0.94,-380.2,-958.78,0,3797.51,29.21,0,72.04,15.82,3.59,21.23,919.85,2796.35,4360.6,25.6,34.65,0,285.25,0.08,0,4.3,0.79,287.48,6.18
2024-12-11T14:50:00Z,-20.81,-379.7,-864.21,0,3862.63,29.08,0,37.39,15.49,6.14,21.14,891.28,2899.04,4297.55,25.57,31.11,0,290.05,0.08,0,2.23,0.78,291.27,-33
2024-12-11T14:55:00Z,-26.07,-382,-696.3,290.63,3859.84,29.25,0,37.6,15.63,0.91,21.31,832.55,2517.16,4234.49,25.53,26.51,14.25,289.87,0.08,0,2.24,0.78,331.77,36.64
2024-12-11T15:00:00Z,-15.7,-378.5,-673.9,359.31,4014.54,30.81,0,74.65,15.62,24.41,21.51,859.73,2254.5,4171.44,25.5,26.93,17.69,301.4,0.09,0,4.45,0.78,355.56,-28.01
2024-12-11T15:05:00Z,-0.66,-379,-754.4,18.71,4021.3,30.8,0,74.57,15.57,43.06,21.28,950.54,2630.14,4098.4,25.37,28.39,0.95,302.01,0.09,0,4.45,0.78,312.92,43.16
2024-12-11T15:10:00Z,-73.16,-379.1,-619.8,129.74,4054.82,31.04,0,74.63,15.55,33.36,21.07,946.03,2417.94,4025.35,25.23,24.09,6.35,304.63,0.09,0,4.45,0.78,336.58,72.75
2024-12-11T15:15:00Z,-65.9,-379.3,-817.35,0,4120.42,30.73,0,74.63,15.57,1.84,21.09,973.43,2780.44,3952.31,25.1,30.65,0,309.62,0.09,0,4.45,0.78,318.59,79.5
2024-12-11T15:20:00Z,-69.06,-382,-963.62,0,4185.1,31.08,0,37.05,15.63,0.07,21.31,964.32,3022.77,3879.26,24.97,35.34,0,314.5,0.09,0,2.21,0.78,315.3,86.21
2024-12-11T15:25:00Z,-69.29,-381.6,-1176.82,0,4343.74,29.48,0,37.01,15.63,1.68,21.19,974.62,3134.33,3806.22,24.83,43.36,0,326.26,0.08,0,2.21,0.78,319.64,96.16
2024-12-11T15:30:00Z,-113.91,-381,-1161.28,0,4456.17,29.56,0,36.98,15.48,1.47,21.67,1026.96,3130.92,3733.17,24.7,43.1,0,334.67,0.08,0,2.21,0.78,327.49,50.18
2024-12-11T15:35:00Z,-64.67,-381.3,-1102.62,0,4485,29.26,0,36.88,15.42,2.14,21.31,1005.92,3078.61,3645.47,24.63,41.39,0,336.86,0.08,0,2.2,0.77,332.57,-33
2024-12-11T15:40:00Z,-126.72,-381.2,-964.02,0,4620.75,28.36,0,36.97,15.49,11.92,21.28,1006.25,2989.78,3557.77,24.57,37.04,0,347.02,0.08,0,2.2,0.78,347.29,-33
2024-12-11T15:45:00Z,-125.75,-379.3,-971.2,0,4738.47,28.98,0,37.06,15.63,4.71,21.28,955.79,3039.26,3470.06,24.5,37.8,0,355.77,0.08,0,2.21,0.78,355.57,45
2024-12-11T15:50:00Z,-87.95,-379.9,-876.6,80.83,4777.98,29.31,0,37.04,15.48,1.02,21.02,1114.64,2706.85,3382.36,24.43,34.92,3.69,358.81,0.08,0,2.21,0.78,372.19,78.61
2024-12-11T15:55:00Z,-69.66,-379,-959.54,0,4818.46,29.19,0,37.08,15.54,46.59,21.32,1042.59,2973.08,3294.66,24.37,37.41,0,362,0.08,0,2.21,0.78,361.71,65.23
2024-12-11T16:00:00Z,-69.63,-188.9,-1282.64,0,4855.17,29.27,0,0.41,15.46,48.06,61.77,1057.65,3095.99,3206.96,24.3,50.14,0,364.71,0.08,0,0.02,0.78,349.54,-33
2024-12-11T16:05:00Z,-64.43,-189.2,-1174.36,0,4910.23,29.14,0,0.43,17.19,61.57,52.2,1081.9,3067.28,3099.61,24.18,46.15,0,368.83,0.08,0,0.03,0.86,356.58,71.07
2024-12-11T16:10:00Z,-2.63,-189.3,-943.46,0,4941.87,29.04,0,0.43,20.21,61.18,65.46,1036.55,2753.85,2992.27,24.07,38.61,0,371.14,0.08,0,0.03,1.18,372.1,-41.68
2024-12-11T16:15:00Z,-11.62,0,-1262.31,0,5091.29,28.47,0,0.5,65.55,63.47,52.68,1043.19,2872.17,2884.93,23.95,52.8,0,382.25,0.08,0,0.03,3.18,368.74,44
2024-12-11T16:20:00Z,-1.95,0,-1083.42,0,5127.91,27.67,0,0.47,117.01,2.7,21.64,1041.37,2694.71,2777.59,23.83,46.87,0,385.06,0.08,0,0.03,5.61,384.77,69.36
2024-12-11T16:25:00Z,-3.03,0,-1335.61,0,5208.35,26.54,0,0.42,170.8,0.01,68.81,1005.64,2895.04,2670.25,23.72,56.87,0,391.01,0.07,0,0.02,8.14,383.71,-15.22
2024-12-11T16:30:00Z,-65.43,0,-1148.26,0,5124.12,26.47,0,0.42,183.11,5.84,49.36,1021.2,2961.78,2562.91,23.6,48.22,0,384.79,0.07,0,0.02,8.72,386.57,67.41
2024-12-11T16:35:00Z,-65.14,0,-1137.09,0,5163.77,26.43,0,0.45,182.62,1.12,75.12,1009.68,2979.4,2457.46,23.52,47.76,0,387.68,0.07,0,0.03,8.69,391.3,81.55
2024-12-11T16:40:00Z,-62.12,0,-1189.71,0,5245.24,26.75,0,0.44,178.63,22.54,202.19,1016.49,2923.84,2352.02,23.43,49.77,0,393.69,0.07,0,0.03,8.69,394.95,102.63
2024-12-11T16:45:00Z,-0.38,0,-1331.01,0,5326.54,27.79,0,0.41,220.84,1.48,211.54,1075.08,2958.19,2246.57,23.35,55.6,0,399.69,0.08,0,0.02,10.49,396.4,89.41
2024-12-11T16:50:00Z,-0.28,0,-1367.06,0,5416.07,28.84,0,0.47,262.39,23.37,219.46,1042.68,2950.28,2141.13,23.27,57.58,0,406.28,0.08,0,0.03,12.44,404.48,103.72
2024-12-11T16:55:00Z,-0.18,0,-1351.08,0,5452.38,28.86,0,0.42,318.46,11.86,214.56,1044.79,2924.26,2035.68,23.18,57.33,0,408.99,0.08,0,0.02,15.08,412.17,110.02
2024-12-11T17:00:00Z,-0.2,0,-1343.53,0,5531.85,29.56,0,0.42,330.22,6.76,290,1003.62,2834.26,1930.24,23.1,57.7,0,414.88,0.08,0,0.02,15.63,421.64,110.02
2024-12-11T17:05:00Z,-0.44,0,-1122.84,0,5547.5,29.53,0,0.44,329.74,4.61,298.38,992.45,2669.11,1822.33,23.02,49.11,0,416.06,0.08,0,0.03,15.61,434.4,91.28
2024-12-11T17:10:00Z,-4.83,0,-1048.49,0,5527.11,29.87,0,0.42,329.26,0,396.93,977.84,2596.45,1714.42,22.93,45.76,0,414.57,0.08,0,0.02,15.59,438.64,80.65
2024-12-11T17:15:00Z,-2.87,0,-912.15,0,5584.39,29.88,0,0.42,329.15,0.25,294.72,1008.01,2491.22,1606.52,22.85,40.7,0,418.8,0.08,0,0.02,15.58,453.09,112.67
2024-12-11T17:20:00Z,-11.31,0,-738.44,0,5604.55,26.52,0,0.44,327.32,0,191.95,1059.07,2404.44,1498.61,22.77,33.48,0,420.3,0.07,0,0.03,15.5,465.97,101.32
2024-12-11T17:25:00Z,-3.92,0,-675.54,0,5690.91,32.5,0,0.41,329.27,89.63,130.87,1017.94,2340.83,1390.7,22.68,31.03,0,426.69,0.09,0,0.02,15.59,477.25,112.21
2024-12-11T17:30:00Z,-0.92,0,-538.08,0,5682.92,30.79,0,0.41,328.48,15.07,175.82,1024.61,2324.84,1282.79,22.6,24.81,0,426.1,0.08,0,0.02,15.55,484.52,131.99
2024-12-11T17:35:00Z,-5.21,0,-398.27,0,5756.46,30.22,0,0.42,328.64,0.06,191.76,993.3,2194.53,1186.81,22.52,18.76,0,431.63,0.08,0,0.02,15.56,500.3,134.05
2024-12-11T17:40:00Z,-2.07,0,-361.09,0,5782.36,28.65,0,0.36,325.82,0,122.04,1001.87,2160.8,1090.82,22.43,17.21,0,433.51,0.08,0,0.02,15.59,510.75,100.91
2024-12-11T17:45:00Z,-0.36,0,-368.64,0,5870.99,26.32,0,0.44,372.29,9.07,263.61,966.5,1979.37,994.83,22.35,17.79,0,440.09,0.07,0,0.03,17.61,522.04,207.7
2024-12-11T17:50:00Z,-0.47,0,-146.98,0,5884.83,30.08,0,0.41,420.15,0.07,413.53,824,1782.57,898.84,22.27,7.24,0,441.12,0.08,0,0.02,19.86,538.85,211.39
2024-12-11T17:55:00Z,-6.17,0,-114.5,4.57,5867.35,33.31,0,0.42,475.08,0.1,550.39,865.34,1525,802.86,22.18,5.68,0.22,439.83,0.09,0,0.02,22.44,548.61,245.52
2024-12-11T18:00:00Z,-0.5,0,-116.45,0,5892.94,32.59,0,0.37,477,22.49,705.96,727.12,1462.7,706.87,22.1,5.8,0,441.73,0.09,0,0.02,22.53,555.23,268.24
2024-12-11T18:05:00Z,-0.63,0,-66.49,0,5878.8,27.38,0,0.41,474.43,37.78,701.08,739.82,1415.49,638.23,22.02,3.32,0,440.69,0.07,0,0.02,22.41,560.47,264.92
2024-12-11T18:10:00Z,-0.19,0,-63.26,67.2,5901.68,29.38,0,0.39,481.94,64.17,705.93,754.78,1311.89,569.6,21.93,3.18,3.95,442.35,0.08,0,0.02,22.78,577.15,269.88
2024-12-11T18:15:00Z,-1.9,0,-39.9,0,5945.33,30.12,0,0.42,481.09,65.72,708.55,885.2,1103.44,500.96,21.85,2.03,0,445.62,0.08,0,0.02,22.74,578.29,272.54
2024-12-11T18:20:00Z,-0.2,0,0,52.63,5958.29,31.77,0,0.35,483.54,65.41,703.48,882.48,1021.02,432.33,21.77,0,2.99,446.55,0.09,0,0.02,22.86,595.23,300.05
2024-12-11T18:25:00Z,-0.2,0,0,74.19,5990.64,31.46,7,0.39,483.4,68.21,706.87,939.94,900.02,363.69,21.68,0,4.29,448.97,0.09,0.32,0.02,22.85,607.25,319.3
2024-12-11T18:30:00Z,-0.21,0,0,149.92,5991.06,32.32,20.1,0.39,483.17,66.04,702.2,997.37,749.08,295.05,21.6,0,8.88,449.01,0.09,0.93,0.02,22.84,629.31,321.38
2024-12-11T18:35:00Z,-0.27,0,-49.33,146.3,6020.09,32.71,20.2,0.42,483.58,88.98,1298.06,584.72,615.26,256.28,21.53,2.56,8.7,451.19,0.09,0.93,0.02,22.86,627.4,336.91
2024-12-11T18:40:00Z,-0.25,0,-152.88,201.6,6031.39,33.1,20,0.43,485.89,72.57,1449.55,573.18,486.46,217.52,21.47,7.95,11.99,452.04,0.09,0.92,0.03,22.97,639.03,323.66
2024-12-11T18:45:00Z,-0.36,0,-107.13,152.3,6049.09,32.98,20.2,0.42,481.32,38.22,1591.3,567.34,373.07,178.75,21.4,5.58,9.02,453.29,0.09,0.93,0.02,22.91,635.76,317.44
2024-12-11T18:50:00Z,-2.31,0,0,62.74,6021.82,32.89,20.3,0.44,544.97,67.07,1590.63,561.72,272.43,139.98,21.33,0,3.77,451.29,0.09,0.94,0.03,26.14,629.91,278.83
2024-12-11T18:55:00Z,-5.35,0,-60.58,0,6083.81,32.08,0,0.4,626.76,31.52,1660.99,604.45,195.98,101.21,21.27,3.19,0,455.81,0.09,0,0.02,30.5,625.47,266.56
2024-12-11T19:00:00Z,-9.09,0,-102.7,42.12,6050.99,31.7,0,0.37,770.46,29.77,1673.5,577.65,123.34,62.44,21.2,5.47,2.63,453.38,0.09,0,0.02,39.76,642.02,221.06
2024-12-11T19:05:00Z,-0.53,0,-208.24,0,6099.14,31.21,0,0.43,845.15,37,1430.19,846.64,48.58,52.24,21.17,11.19,0,456.99,0.09,0,0.03,44.69,641.19,252.32
2024-12-11T19:10:00Z,-0.51,0,-306.8,77.63,6085.88,31.23,0,0.43,924.39,30.01,1429.01,881.74,40.77,42.04,21.13,16.47,4.78,455.97,0.09,0,0.03,49.84,653.13,201.95
2024-12-11T19:15:00Z,-0.2,0,-300.7,106.36,6077.07,31.17,0,0.39,925.42,76.11,1182.52,985.05,15.15,31.84,21.1,16.35,6.59,455.32,0.09,0,0.02,49.9,666.87,198.72
2024-12-11T19:20:00Z,-0.23,0,-282.2,48.75,6066.42,31.12,0,0.36,927.11,123.87,1181.55,985.17,6.12,21.64,21.07,15.27,3.05,454.52,0.09,0,0.02,49.92,655.55,177.27
2024-12-11T19:25:00Z,-0.29,0,-313.4,303.8,6105.37,31.01,0,0.42,928.6,51.21,959.11,984.38,1.54,11.44,21.03,17.56,18.67,457.5,0.09,0,0.02,50.01,721.99,155.58
2024-12-11T19:30:00Z,-0.28,0,-305.8,421.86,6061.52,30.92,0,0.44,927.19,141.43,805.36,983.55,0.16,1.24,21,17.23,25.08,454.28,0.09,0,0.03,49.9,747.3,167.61
2024-12-11T19:35:00Z,-0.32,0,-266.4,471.86,6112.18,31,0,0.36,928.05,87.26,702.58,996.96,0.91,1.03,20.98,15.28,28.18,458.05,0.09,0,0.02,49.95,769.8,178.47
2024-12-11T19:40:00Z,-1.76,0,-233.9,620.73,6093.67,30.97,0,0.42,876.59,29.85,690.87,954.45,0.08,0.83,20.97,13.59,35.27,456.69,0.09,0,0.02,47.32,806.71,179.72
2024-12-11T19:45:00Z,-1.52,0,-251.1,659.95,6086.03,30.81,0,0.39,814.63,26.44,691.01,961.48,0.01,0.62,20.95,14.59,37.35,456.09,0.09,0,0.02,44.11,815.29,156.41
2024-12-11T19:50:00Z,-0.26,0,-252.2,664.72,6096.23,31.8,0,0.41,801.34,53.31,691.87,951.39,0.01,0.41,20.93,14.63,37.75,456.84,0.09,0,0.02,43.44,814.86,160.81
2024-12-11T19:55:00Z,-3.23,0,-259.7,736.73,6075.77,30.77,0,0.37,796.72,0,686.1,920.29,0.01,0.21,20.92,15.22,41.55,455.33,0.09,0,0.02,43.16,838.71,161
2024-12-11T20:00:00Z,-0.25,0,-231.2,841.62,6116.45,29.63,0,0.41,690.95,5.71,700.64,910.31,0.01,0,20.9,13.53,47.5,458.4,0.08,0,0.02,36.2,859.51,190
2024-12-11T20:05:00Z,-1.52,0,-148.7,730.26,6076.12,29.6,0,0.41,653.95,18.81,697.52,870.25,0.01,0,20.88,8.72,40.76,455.35,0.08,0,0.02,33.79,837.84,159.27
2024-12-11T20:10:00Z,-1.06,0,-190.1,717.39,6097.31,26.97,0,0.41,650.65,99.36,689.4,868.1,0.01,0,20.87,11.06,40.74,456.91,0.07,0,0.02,33.61,829.87,161.43
2024-12-11T20:15:00Z,-1.35,0,-278.8,804.06,6132.1,26.64,0,0.39,649.57,1.41,692.98,848.3,0.01,0,20.85,16.46,45.13,459.45,0.07,0,0.02,33.57,861.6,160.62
2024-12-11T20:20:00Z,-0.4,0,-288.7,726.77,6164.11,25.49,0,0.39,650.79,10.95,694.44,860.34,0.01,0,20.83,17.02,41.1,461.78,0.07,0,0.02,33.65,843.67,191.77
2024-12-11T20:25:00Z,-0.99,0,-244.2,641.21,6168.57,26.72,0,0.43,549.34,104.8,692.21,845.6,0.01,0,20.82,14.24,36.37,462.05,0.07,0,0.03,27.03,817.95,159.95
2024-12-11T20:30:00Z,-0.27,0,-371.4,855.29,6221.36,27.29,0,0.24,489.45,6.8,701.5,865.16,0.01,0,20.8,21.86,48.16,465.95,0.07,0,0.01,23.14,873.09,190
2024-12-11T20:35:00Z,-3.18,0,-257.4,679.17,6202.85,27.39,0,0.21,490.68,2.56,687.46,855.62,0.01,0,20.78,15.19,38.45,464.55,0.07,0,0.01,23.2,837.06,178.14
2024-12-11T20:40:00Z,-0.48,0,-396.1,720.28,6232.34,27.09,0,0.21,444.08,103.68,654.86,868.5,0.01,0,20.77,23.19,40.95,466.67,0.07,0,0.01,21.01,840.92,190
2024-12-11T20:45:00Z,-0.83,0,-377.4,790.28,6217.43,27.19,0,0.19,391.79,9.75,653.93,872.85,0.01,0,20.75,22.36,44.8,465.52,0.07,0,0.01,18.55,867.88,157.55
2024-12-11T20:50:00Z,-3.75,0,-374,789.01,6214.38,27.73,0,0.24,341.93,13.53,655.38,882.4,0.01,0,20.73,22.14,45.23,465.35,0.08,0,0.01,16.21,869.13,157.57
2024-12-11T20:55:00Z,-3.79,0,-431.3,809.83,6200.12,27.64,0,0.18,340.6,0,650.48,874.48,0.01,0,20.72,25.61,46.41,464.26,0.08,0,0.01,16.14,878.36,129.13
2024-12-11T21:00:00Z,-3.76,0,-381.9,736.38,6211.96,27.29,0,0.24,341.62,0,649.02,874.19,0.01,0,20.7,22.69,41.99,465.13,0.07,0,0.01,16.19,860.55,127.9
2024-12-11T21:05:00Z,-1.49,0,-325,610.66,6209.13,27.6,0,0.2,341.6,0.92,653.35,861.82,0.01,0,20.67,19.32,34.84,464.93,0.08,0,0.01,16.19,832.8,128.73
2024-12-11T21:10:00Z,-0.25,0,-366.8,727.73,6290.84,27.17,0,0.25,295.7,4.41,554.9,847.17,0.01,0,20.63,22.19,41.36,471.01,0.07,0,0.02,14.03,873.81,181.4
2024-12-11T21:15:00Z,-0.42,0,-433.5,949.17,6304.93,27.15,0,0.19,256.54,0.22,464.66,829.8,0.01,0,20.6,26.63,53.1,472.05,0.07,0,0.01,12.19,942.93,199.36
2024-12-11T21:20:00Z,-0.65,0,-335.9,897.51,6302.51,27.67,0,0.26,206.18,38.62,459.78,808.48,0.01,0,20.57,20.63,50.77,471.9,0.08,0,0.02,9.82,929.47,199.41
2024-12-11T21:25:00Z,-1.43,0,-296.2,889.6,6270.38,27.4,0,0.29,191.61,36.58,444.08,779.17,0.01,0,20.53,18.3,51.69,469.5,0.07,0,0.02,9.14,936.48,180.14
2024-12-11T21:30:00Z,-20.51,0,-272.5,814.86,6291.45,27.02,0,0.21,191.5,13.28,449.94,752,0.01,0,20.5,16.94,47.5,471.04,0.07,0,0.01,9.13,926.29,191.7
2024-12-11T21:35:00Z,-1.95,0,-411.1,981.95,6281.59,27.06,0,0.21,191.24,29.52,446.1,721.48,0.01,0,20.47,25.61,57.29,470.34,0.07,0,0.01,9.12,973.42,150.01
2024-12-11T21:40:00Z,-0.23,0,-402.3,822.37,6332.88,26.68,0,0.19,191.28,55,560.35,682.37,0.01,0,20.43,24.77,48.94,474.11,0.07,0,0.01,9.12,919.38,199.93
2024-12-11T21:45:00Z,-0.59,0,-391.6,988.9,6254.83,26.1,0,0.2,191.74,34.67,568.4,651.26,0.01,0,20.4,24.2,58.19,468.34,0.07,0,0.01,9.14,967.32,180.44
2024-12-11T21:50:00Z,-0.42,0,-271.6,871.62,6200.78,24.62,0,0.19,190.58,1.36,572.87,652.77,0.01,0,20.37,16.83,51.94,464.32,0.07,0,0.01,9.09,939.02,206.48
2024-12-11T21:55:00Z,-2.6,0,-300.9,833.37,6194.23,23.75,0,0.23,190.18,0,565.72,665.07,0.01,0,20.33,18.63,48.82,463.85,0.06,0,0.01,9.07,928.63,203.24
2024-12-11T22:00:00Z,-1.49,0,-370.8,859.95,6188.03,23.28,0,0.23,190.46,0,562.76,681.24,0.01,0,20.3,22.92,51.81,463.39,0.06,0,0.01,9.08,938.19,150.01
2024-12-11T22:05:00Z,-16.05,0,-301.5,741.39,6194.53,21.82,0,0.2,190.93,0,527,661.57,0.01,0,20.28,18.78,45.18,463.87,0.06,0,0.01,9.11,916.83,150.06
2024-12-11T22:10:00Z,-15.05,0,-402.2,786.96,6287.79,23.06,0,0.18,190.69,55.61,582.85,594.99,0.01,0,20.27,24.95,49.98,470.77,0.06,0,0.01,9.09,927.81,179.03
2024-12-11T22:15:00Z,-11.79,0,-324.4,794.47,6238.52,22.58,0,0.23,190.69,28.71,564.55,559.03,0.01,0,20.25,20.32,50.68,467.09,0.06,0,0.01,9.09,939.11,181.12
2024-12-11T22:20:00Z,-4.68,0,-416,761.25,6268.94,22.54,0,0.2,190.49,0.28,564.2,553.07,0.01,0,20.23,26.19,49.33,469.38,0.06,0,0.01,9.08,938.03,175.44
2024-12-11T22:25:00Z,-5.28,0,-427.7,849.36,6247.16,22.67,0,0.23,190.36,0,562.99,537.42,0.01,0,20.22,26.98,54.28,467.78,0.06,0,0.01,9.08,963.73,163.88
2024-12-11T22:30:00Z,-0.66,0,-484,871.71,6281.61,22.4,0,0.21,190.72,0,567.14,511.22,0.01,0,20.2,30.64,56.54,470.34,0.06,0,0.01,9.1,975.53,201.84
2024-12-11T22:35:00Z,-3.62,0,-323,716.4,6240.35,22.33,0,0.22,190.57,0,564.01,474.55,0.01,0,20.17,20.54,46.53,467.25,0.06,0,0.01,9.09,934.83,160.61
2024-12-11T22:40:00Z,-1.22,0,-410.5,850.09,6229.85,22.31,0,0.17,190.78,0,567.03,440.2,0.01,0,20.13,26.21,55.45,466.46,0.06,0,0.01,9.1,978.99,205.02
2024-12-11T22:45:00Z,-0.24,0,-426.8,837.68,6209.74,22.13,0,0.21,190.56,1.6,579.75,424.96,0.01,0,20.1,27.24,55.15,464.99,0.06,0,0.01,9.08,977.35,203.63
2024-12-11T22:50:00Z,-3.69,0,-322.8,745.91,6145.01,17.34,0,0.21,189.7,0.08,559.02,422.44,0.01,0,20.07,20.66,48.81,460.21,0.05,0,0.01,9.04,953.41,160.14
2024-12-11T22:55:00Z,-0.51,0,-464.8,822.62,6171.63,17.04,0,0.23,143.02,0.06,569.68,432.04,0.01,0,20.03,29.73,53.92,462.18,0.05,0,0.01,6.85,979.1,160.23
2024-12-11T23:00:00Z,-4.4,0,-421.8,872.71,6154.46,17.01,0,0.21,93.09,0,563.28,420.68,0.01,0,20,27.08,56.77,460.88,0.05,0,0.01,4.5,998.62,159.73
2024-12-11T23:05:00Z,-0.45,0,-374.8,840.47,6157.17,16.84,0,0.23,45.31,0,567.87,418.18,0.01,0,19.98,24.1,54.42,460.95,0.05,0,0.01,2.26,988.86,205.74
2024-12-11T23:10:00Z,-2.43,0,-401,860.55,6126.9,16.69,0,0.21,40.85,0.07,563.48,394,0.01,0,19.97,25.87,55.63,458.66,0.05,0,0.01,2.05,1001.4,180.21
2024-12-11T23:15:00Z,-0.5,0,-398.9,855.63,6137.64,17.77,0,0.23,40.77,0,570.38,375.65,0.01,0,19.95,25.78,55.44,459.53,0.05,0,0.01,2.05,1001.38,203.57
2024-12-11T23:20:00Z,-1.9,0,-421.5,852.29,6138.91,18.93,0,0.2,41.11,0,563.12,372.02,0.01,0,19.93,27.28,54.97,459.66,0.05,0,0.01,2.06,1002.58,164.21
