date,Battery (Charging) - MW,Pumps - MW,Exports - MW,Imports - MW,Coal (Black) - MW,Bioenergy (Biomass) - MW,Distillate - MW,Gas (CCGT) - MW,Gas (OCGT) - MW,Battery (Discharging) - MW,Hydro - MW,Wind - MW,Solar (Utility) - MW,Solar (Rooftop) - MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2024-12-19T17:45:00Z,-7.85,0,-925.68,0,5611.35,3.83,NA,0.14,44.44,2.58,105.9,851.72,2450.45,1038.11,22.05,43.18,0,420.92,0.01,NA,0.01,2.23,496.98,96.58
2024-12-19T17:50:00Z,-1.19,0,-776.35,0,5642.85,3.83,NA,0.14,44.77,58.87,105.58,896,2310.88,948.52,21.93,36.46,0,423.42,0.01,NA,0.01,2.25,505.83,129.31
2024-12-19T17:55:00Z,-0.79,0,-713.07,0,5709.28,3.19,NA,0.08,44.59,72.08,105.17,922.35,2207.78,858.94,21.82,33.88,0,428.54,0.01,NA,0.01,2.24,517.17,167.88
2024-12-19T18:00:00Z,-0.39,0,-652.7,76.17,5748.81,4.18,NA,0.18,44.57,98.96,105.05,930.61,2045.11,769.35,21.7,31.54,4.5,431.66,0.01,NA,0.01,2.24,541.45,201.52
2024-12-19T18:05:00Z,-1.58,0,-573.4,179.51,5784.74,3.84,NA,0.17,44.88,89.12,104.58,949,1846.84,699.73,21.58,28.37,10.33,434.35,0.01,NA,0.01,2.25,572.85,159.43
2024-12-19T18:10:00Z,-0.3,0,-468.2,138.55,5802.05,3.83,NA,0.14,40.5,91.22,105.35,977.22,1655.14,630.11,21.47,23.62,8.2,435.58,0.01,NA,0.01,2.23,582.73,173.58
2024-12-19T18:15:00Z,-1.48,0,-473,388.66,5746.97,3.83,NA,0.12,82.7,60.11,104.78,966.09,1480.21,560.49,21.35,24.36,22.38,430.94,0.01,NA,0.01,4.03,638.16,174.6
2024-12-19T18:20:00Z,-1.27,0,-474.2,450.27,5747.54,3.83,NA,0.15,130.4,94.89,104.68,1006.6,1288.13,490.86,21.23,24.75,26.21,431.02,0.01,NA,0.01,6.27,663.01,184.28
2024-12-19T18:25:00Z,-0.33,0,-466,613.54,5771.05,3.82,NA,0.12,183.83,92.97,104.64,1068.18,1057.35,421.24,21.12,24.84,35.8,432.72,0.01,NA,0.01,8.78,712.25,171.57
2024-12-19T18:30:00Z,-0.16,0,-451.9,363.84,5808.64,3.84,NA,0.15,189.29,100.58,362.71,1086.76,937.41,351.62,21,23.66,22.46,435.55,0.01,NA,0.01,9.04,663.01,195.99
2024-12-19T18:35:00Z,-0.16,0,-368.6,406.82,5831.96,3.93,NA,0.12,189.39,100.06,351.91,1137.45,766.02,307.25,20.9,19.63,24.65,437.34,0.01,NA,0.01,9.04,684.61,180.43
2024-12-19T18:40:00Z,-0.28,0,-498,351.25,5870.9,3.92,NA,0.15,187.73,99.83,618.13,1203.65,624.81,262.89,20.8,25.99,21.65,440.36,0.01,NA,0.01,8.96,665.64,164.2
2024-12-19T18:45:00Z,-0.15,0,-544.4,344.76,5887.94,3.91,NA,0.04,187.45,213.31,600.73,1245.91,499.77,218.53,20.7,28.4,21.09,441.69,0.01,NA,0,8.95,667.67,184.08
2024-12-19T18:50:00Z,-0.6,0,-526.6,518.99,5913.55,3.91,NA,0.12,188.46,107.95,602.79,1284.49,378.18,174.17,20.6,28.11,31.75,443.7,0.01,NA,0.01,9,719.85,178.48
2024-12-19T18:55:00Z,-0.17,0,-460.5,464.55,5937.8,3.93,NA,0.15,189.65,98.77,604.04,1324.2,286.09,129.8,20.5,24.79,28.91,445.56,0.01,NA,0.01,9.06,719.68,168.09
2024-12-19T19:00:00Z,-0.53,0,-437.3,463.32,5949.15,3.84,NA,0.12,189.59,176.25,604.94,1371.48,203.8,85.44,20.4,23.43,28.99,446.38,0.01,NA,0.01,9.05,719.99,162.22
2024-12-19T19:05:00Z,-0.16,0,-418.4,421.09,5956.38,3.56,NA,0.01,189.36,197.36,607.71,1383.48,134.08,71.69,20.33,22.52,26.46,446.92,0.01,NA,0,9.04,716.38,240.09
2024-12-19T19:10:00Z,-0.65,0,-408,499.27,5939.87,3.49,NA,0.14,189.43,124.95,597.24,1349.22,88.39,57.93,20.27,22.38,31.07,445.84,0.01,NA,0.01,9.04,747.46,160.02
2024-12-19T19:15:00Z,-0.16,0,-245.6,502.68,5959.28,3.48,NA,0.18,189.44,125.04,492.41,1402.26,50.73,44.18,20.2,13.62,31.66,447.12,0.01,NA,0.01,9.05,756.88,187.9
2024-12-19T19:20:00Z,-0.3,0,-382.3,545.51,5949.57,3.84,NA,0.08,189,112.3,602.06,1447.61,20.97,30.42,20.13,20.91,34.54,446.39,0.01,NA,0.01,9.02,757.8,162.31
2024-12-19T19:25:00Z,-0.16,0,-263.8,415.53,5918.95,3.83,NA,0.12,189.98,113.56,610.12,1511.25,8.61,16.67,20.07,14.31,26.93,444.2,0.01,NA,0.01,9.07,726.7,163.34
2024-12-19T19:30:00Z,-0.6,0,-265.1,360.46,5921.95,3.84,NA,0.14,189.78,111.33,599.09,1533.64,3.44,2.91,20,14.37,23.21,444.41,0.01,NA,0.01,9.06,716.8,162.1
2024-12-19T19:35:00Z,-0.29,0,-263.8,404.18,5942.29,3.92,NA,0.2,189.85,97.76,599.77,1536.58,1.4,2.42,20,14.34,26.22,445.89,0.01,NA,0.01,9.06,727.02,160.02
2024-12-19T19:40:00Z,-0.28,0,-188.7,529.89,5949.88,3.91,NA,0.12,190.55,122.51,367.92,1541.03,0,1.94,20,10.51,33.87,446.4,0.01,NA,0.01,9.1,770.41,160.02
2024-12-19T19:45:00Z,-1.23,0,-239.1,470.77,5917.27,3.48,NA,0.08,190.53,121.64,487.25,1555.4,0,1.45,20,13.09,30.28,444.04,0.01,NA,0.01,9.09,745.98,146.05
2024-12-19T19:50:00Z,-0.26,0,-258.9,557.76,5945.59,3.49,NA,0.04,190.66,103.48,358.5,1589.48,0,0.97,20,14.39,35.57,446.11,0.01,NA,0,9.1,775.14,141.12
2024-12-19T19:55:00Z,-0.47,0,-155.1,398.36,5940.46,3.54,NA,0.2,190.73,65.06,355.6,1581.66,0,0.48,20,8.67,25.34,445.74,0.01,NA,0.01,9.1,746.12,130.91
2024-12-19T20:00:00Z,-0.7,0,-103.1,217.59,5924.37,3.54,NA,0.08,191.79,124.19,347.51,1633.74,0,0,20,5.69,14.12,444.55,0.01,NA,0.01,9.15,701.66,126.44
2024-12-19T20:05:00Z,-1.2,0,-56.8,110.07,5940.8,3.54,NA,0.04,190.8,125.03,362.97,1672.51,0,0,19.98,3.11,7.21,445.77,0.01,NA,0,9.11,677.66,126.56
2024-12-19T20:10:00Z,-1.85,0,-125.2,204.29,5973.88,3.6,NA,0.16,190.1,125.41,227.03,1695.84,0,0,19.97,6.97,13.12,448.32,0.01,NA,0.01,9.07,705.52,119.27
2024-12-19T20:15:00Z,-2.09,0,-68.7,116.94,5997.15,3.59,NA,0.14,190.04,119.92,231.29,1722.96,0,0,19.95,3.82,7.54,450.11,0.01,NA,0.01,9.07,687.73,106.03
2024-12-19T20:20:00Z,-2.01,0,-112.3,215.44,5975.37,3.55,NA,0.08,189.92,78.34,232.45,1717.87,0,0,19.93,6.27,13.58,448.65,0.01,NA,0.01,9.06,709.28,128.92
2024-12-19T20:25:00Z,-2.69,0,-110,293.76,6012.24,3.54,NA,0.12,190.47,24.18,104.46,1735.01,0,0,19.92,6.28,18.53,451.46,0.01,NA,0.01,9.09,740.38,103.51
2024-12-19T20:30:00Z,-2.33,0,-44.2,239.03,5972.93,3.55,NA,0.18,191.08,7.92,105.33,1766.37,0,0,19.9,2.51,15.14,448.74,0.01,NA,0.01,9.12,727.42,103.49
2024-12-19T20:35:00Z,-3.33,0,-133,283.87,5963.31,3.55,NA,0.12,191.54,6.9,105.11,1779.84,0,0,19.9,7.56,17.97,448.21,0.01,NA,0.01,9.14,735.68,121.13
2024-12-19T20:40:00Z,-2.78,0,-300.2,408.06,6025.77,3.64,NA,0.08,145,11.44,105.26,1792.32,0,0,19.9,17.08,25.52,452.9,0.01,NA,0.01,6.95,762.26,119.55
2024-12-19T20:45:00Z,-3.22,0,-300.6,390.16,6038.92,3.6,NA,0.12,92.44,4.1,104.97,1778.25,0,0,19.9,17.18,24.49,453.93,0.01,NA,0.01,4.48,762.64,107.48
2024-12-19T20:50:00Z,-2.5,0,-265.2,356.05,6011.39,3.6,NA,0.14,45.64,4.9,104.91,1770.7,0,0,19.9,15.17,22.39,452.03,0.01,NA,0.01,2.28,756.9,104.41
2024-12-19T20:55:00Z,-2.37,0,-191.3,366.33,6003.91,3.55,NA,0.15,44.09,1.17,105.63,1753.18,0,0,19.9,10.97,23.33,451.35,0.01,NA,0.01,2.21,760.55,106.08
2024-12-19T21:00:00Z,-3.1,0,-239.4,385.6,5987.14,3.55,NA,0.12,44.42,0.06,104.84,1749.19,0,0,19.9,13.72,24.68,450.09,0.01,NA,0.01,2.23,765.65,104.71
2024-12-19T21:05:00Z,-4.38,0,-162.2,304.18,5961.26,4.23,NA,0.14,43.73,0,104.6,1760.99,0,0,19.88,9.28,19.73,448.19,0.01,NA,0.01,2.19,746.92,106.34
2024-12-19T21:10:00Z,-67.48,0,-242.3,426.77,5975.89,3.47,NA,0.13,43.65,8.07,105.43,1767.45,0,0,19.87,13.84,27.14,449.31,0.01,NA,0.01,2.19,778.21,131.38
2024-12-19T21:15:00Z,-67.8,0,-348.6,595.17,5955.31,3.57,NA,0.04,43.15,2.88,104.64,1741.77,0,0,19.85,19.98,36.81,447.8,0.01,NA,0,2.17,818.99,132.01
2024-12-19T21:20:00Z,-69.38,0,-314.6,565.71,5953.79,3.53,NA,0.12,43.45,0,105.02,1724.79,0,0,19.83,18.07,34.84,447.7,0.01,NA,0.01,2.18,813.84,120.93
2024-12-19T21:25:00Z,-65.97,0,-274.1,546.5,6003.82,3.48,NA,0.17,43.47,2.69,105.7,1726.34,0,0,19.82,15.76,33.68,451.31,0.01,NA,0.01,2.18,808.27,133.15
2024-12-19T21:30:00Z,-69.78,0,-335.1,546.86,5961.14,3.83,NA,0.08,43.94,0,104.94,1719.33,0,0,19.8,19.26,33.86,448.14,0.01,NA,0.01,2.21,810.79,109.45
2024-12-19T21:35:00Z,-112.56,0,-377.8,516.41,6029.92,3.83,NA,0.12,42.96,0.08,105.79,1724.27,0,0,19.78,21.76,32.4,453.23,0.01,NA,0.01,2.16,810.49,107.81
2024-12-19T21:40:00Z,-4.27,0,-436.9,502.96,6007.82,3.83,NA,0.12,43.23,0,104.96,1715.9,0,0,19.77,25.17,31.43,451.65,0.01,NA,0.01,2.17,796.5,108.89
2024-12-19T21:45:00Z,-5.75,0,-382.9,440.82,6004.18,3.86,NA,0.17,43.64,0,105.27,1710.98,0,0,19.75,22.07,27.44,451.39,0.01,NA,0.01,2.19,782.5,107.99
2024-12-19T21:50:00Z,-3.08,0,-470.7,482.96,5999.93,3.91,NA,0.08,44,4.74,105.76,1715.92,0,0,19.73,27.1,30.43,451.13,0.01,NA,0.01,2.21,792.23,108.89
2024-12-19T21:55:00Z,-4.76,0,-448.1,500.09,5975.67,3.83,NA,0.12,43.82,0,104.65,1710.97,0,0,19.72,25.8,31.29,449.26,0.01,NA,0.01,2.2,796.32,108.89
2024-12-19T22:00:00Z,-6.09,0,-465,444.63,5978.16,3.82,NA,0.13,43.94,0.05,105.07,1698.46,0,0,19.7,26.82,28.3,449.49,0.01,NA,0.01,2.21,786.56,108.13
2024-12-19T22:05:00Z,-5.74,0,-497,438,5970.03,3.82,NA,0.17,43.29,0.78,104.94,1703.13,0,0,19.63,28.64,28.14,448.85,0.01,NA,0.01,2.17,785.21,108.89
2024-12-19T22:10:00Z,-4.01,0,-525.5,454.42,6008.97,3.83,NA,0.08,43.29,0.85,105.6,1700.55,0,0,19.57,30.33,28.84,451.73,0.01,NA,0.01,2.17,789.2,108.89
2024-12-19T22:15:00Z,-4.17,0,-593.8,483.5,5992.73,3.83,NA,0.04,43.9,0.06,104.92,1689.75,0,0,19.5,34.31,30.58,450.57,0.01,NA,0,2.2,797.88,122.12
2024-12-19T22:20:00Z,-4.02,0,-566.1,509.48,6017.61,3.84,NA,0.15,43.71,0.75,105.7,1675.8,0,0,19.43,32.79,32.27,452.38,0.01,NA,0.01,2.19,805.11,113.82
2024-12-19T22:25:00Z,-5.42,0,-538.4,388.48,5997.88,3.91,NA,0.14,44.23,0,104.8,1658.18,0,0,19.37,31.24,24.81,450.87,0.01,NA,0.01,2.22,779.46,107.72
2024-12-19T22:30:00Z,-4.69,0,-517.1,381.91,5974.08,3.83,NA,0.08,43.96,1.26,105.31,1637.48,0,0,19.3,30.05,24.58,449.18,0.01,NA,0.01,2.21,779.79,107.79
2024-12-19T22:35:00Z,-3.92,0,-575.2,441.5,5958.11,3.66,NA,0.12,44.3,0.17,105.1,1629.12,0,0,19.3,33.45,28.34,448.01,0.01,NA,0.01,2.22,794.9,108.7
2024-12-19T22:40:00Z,-3.96,0,-607.5,546.59,5957.65,3.71,NA,0.17,44.19,0.56,74.98,1603.8,0,0,19.3,35.59,34.81,448,0.01,NA,0.01,2.22,826.33,109.63
2024-12-19T22:45:00Z,-4.49,0,-545.5,452.54,5970.52,3.73,NA,0.12,43.94,7.73,74.35,1594.12,0,0,19.3,31.98,28.89,448.96,0.01,NA,0.01,2.21,803.5,107.86
2024-12-19T22:50:00Z,-5.06,0,-514.8,347.08,5941.54,3.72,NA,0.12,44.33,0.88,74.26,1591.72,0,0,19.3,30.19,22.56,446.84,0.01,NA,0.01,2.22,780.22,101.1
2024-12-19T22:55:00Z,-4.33,0,-446.5,296.38,5949.06,3.71,NA,0.12,44.42,6.2,74.12,1569.67,0,0,19.3,26.25,19.64,447.35,0.01,NA,0.01,2.23,770.4,105.56
2024-12-19T23:00:00Z,-5.15,0,-410,309.77,5943.83,3.71,NA,0.15,43.87,0,74.1,1540.78,0,0,19.3,24.21,20.45,446.95,0.01,NA,0.01,2.2,776.71,100.22
2024-12-19T23:05:00Z,-4.8,0,-431.8,277.29,5956.99,3.72,NA,0.12,44.06,0,74.35,1523.36,0,0,19.32,25.56,18.33,447.92,0.01,NA,0.01,2.21,771.56,101.54
2024-12-19T23:10:00Z,-3.97,0,-403.4,288.69,5936.65,3.8,NA,0.18,44.17,4.16,74.08,1499.43,0,0,19.33,23.93,19.13,446.47,0.01,NA,0.01,2.22,775.77,106.63
2024-12-19T23:15:00Z,-8.03,0,-422.8,284.29,5859.11,3.7,NA,0.18,44.46,0.68,74.17,1473.32,0,0,19.35,25.12,18.48,440.82,0.01,NA,0.01,2.23,776.97,100.99
2024-12-19T23:20:00Z,-4.3,0,-432.7,222.62,5920.32,3.72,NA,0.12,44.24,5.77,74.23,1455.95,0,0,19.37,25.81,14.76,445.35,0.01,NA,0.01,2.22,765.34,105.09
2024-12-19T23:25:00Z,-4.15,0,-405.5,219.53,5923.42,3.72,NA,0.12,43.66,1.55,74.37,1425.02,0,0,19.38,24.3,14.53,445.58,0.01,NA,0.01,2.19,768.16,105.14
2024-12-19T23:30:00Z,-4.16,0,-364.7,175.97,5923.93,3.72,NA,0.08,44.22,3.54,74.22,1412.77,0,0,19.4,21.88,11.63,445.58,0.01,NA,0.01,2.22,759.04,105.02
2024-12-19T23:35:00Z,-14.34,0,-337.8,189.82,5910.7,3.7,NA,0.15,43.95,2.39,74.11,1381.02,0,0,19.32,20.35,12.58,444.61,0.01,NA,0.01,2.21,766.46,104.87
2024-12-19T23:40:00Z,-14.33,0,-394.6,178.26,5907.01,3.77,NA,0.12,43.92,1.43,74.08,1358.27,0,0,19.23,23.84,11.85,444.3,0.01,NA,0.01,2.2,766.66,104.64
2024-12-19T23:45:00Z,-14.86,0,-425.5,259.44,5905.79,3.78,NA,0.12,44.44,1.3,73.86,1313.18,0,0,19.15,25.87,17.19,444.25,0.01,NA,0.01,2.23,790.92,106.58
2024-12-19T23:50:00Z,-16.38,0,-426.4,343.61,5900.42,3.78,NA,0.01,43.86,0,74.1,1270.37,0,0,19.07,26.08,22.74,443.82,0.01,NA,0,2.2,816.51,108.13
2024-12-19T23:55:00Z,-15.11,0,-488.4,376.13,5905.52,3.77,NA,0.17,43.69,8.27,73.66,1245.01,0,0,18.98,29.95,24.91,444.24,0.01,NA,0.01,2.19,827.59,108.27
2024-12-20T00:00:00Z,-14.73,0,-541.9,419.73,5914.14,3.77,NA,0.14,43.46,5.4,74.21,1228.29,0,0,18.9,33.32,27.88,444.83,0.01,NA,0.01,2.18,842.05,123.61
2024-12-20T00:05:00Z,-14.8,0,-614.6,492.98,5913.48,3.78,NA,0.13,43.58,0.13,74.21,1191.59,0,0,18.88,38.01,32.64,444.8,0.01,NA,0.01,2.19,868.15,122.77
2024-12-20T00:10:00Z,-5.08,0,-564.7,471.63,5915.44,3.74,NA,0.14,43.66,0.02,74.12,1137.23,0,0,18.87,35.19,31.58,444.99,0.01,NA,0.01,2.19,867.93,110.15
2024-12-20T00:15:00Z,-4.83,0,-555.3,470.44,5939.7,3.78,NA,0.16,43.71,5.93,74.01,1096.58,0,0,18.85,34.8,31.57,446.8,0.01,NA,0.01,2.19,872.19,129.48
2024-12-20T00:20:00Z,-6.69,0,-524.2,501.39,5906.04,3.78,NA,0.04,43.31,0,74.1,1070.36,0,0,18.83,32.97,33.85,444.23,0.01,NA,0,2.17,884.97,123.55
2024-12-20T00:25:00Z,-4.77,0,-500.2,433.61,5923.64,3.77,NA,0.12,44.07,2.37,74.36,1053.39,0,0,18.82,31.53,29.43,445.53,0.01,NA,0.01,2.21,867.71,111.65
2024-12-20T00:30:00Z,-7.87,0,-492.5,355.3,5885.24,3.75,NA,0.14,43.93,0,74.33,1016.78,0,0,18.8,31.19,24.24,442.68,0.01,NA,0.01,2.2,851.98,97.41
2024-12-20T00:35:00Z,-5.1,0,-414.1,339.63,5857.94,3.76,NA,0.14,43.58,6.29,73.92,1003.57,0,0,18.7,26.24,23.92,440.79,0.01,NA,0.01,2.19,848.75,108.89
2024-12-20T00:40:00Z,-5.27,0,-404.8,386.9,5822.05,3.77,NA,0.01,43.9,0.33,74.2,986.5,0,0,18.6,25.72,26.72,438.16,0.01,NA,0,2.2,863.5,108.89
2024-12-20T00:45:00Z,-5.49,0,-494.8,417.65,5818.63,3.77,NA,0.12,43.4,0.04,74.28,968.38,0,0,18.5,31.52,28.97,437.95,0.01,NA,0.01,2.18,876.56,108.89
2024-12-20T00:50:00Z,-5.11,0,-419.9,386.59,5836.16,3.76,NA,0.15,43.33,0.19,74.01,938.17,0,0,18.4,26.87,26.92,439.17,0.01,NA,0.01,2.17,870.6,108.89
2024-12-20T00:55:00Z,-5.2,0,-432.4,361.62,5821.44,3.75,NA,0.12,43.3,0.37,73.87,927.1,0,0,18.3,27.71,25.25,438.1,0.01,NA,0.01,2.17,865.47,108.89
2024-12-20T01:00:00Z,-8.39,0,-370.9,295.45,5762.87,3.74,NA,0.12,43.47,0,74.14,904.96,0,0,18.2,23.82,20.73,433.8,0.01,NA,0.01,2.18,849.61,103.47
2024-12-20T01:05:00Z,-5.06,0,-371,278.72,5770.78,3.78,NA,0.12,43.17,3.2,74.25,874.86,0,0,18.1,23.92,20.08,434.45,0.01,NA,0.01,2.17,849.25,106.85
2024-12-20T01:10:00Z,-5.2,0,-366.6,358.05,5727.08,3.77,NA,0.12,43.6,0.28,74.37,843.17,0,0,18,23.74,25.6,431.3,0.01,NA,0.01,2.19,876.19,122.29
2024-12-20T01:15:00Z,-5.2,0,-329.4,393.02,5692.61,3.77,NA,0.12,43.22,2.63,74.25,806.53,0,0,17.9,21.43,27.82,428.81,0.01,NA,0.01,2.17,890.27,125.94
2024-12-20T01:20:00Z,-39.68,0,-403.7,416.54,5706.08,3.78,NA,0.12,43.1,0.99,73.84,785.61,0,0,17.8,26.37,29.66,429.8,0.01,NA,0.01,2.16,907.83,108.69
2024-12-20T01:25:00Z,-6.58,0,-409.1,410.42,5664.85,3.83,NA,0.14,43.29,0,74.21,767.57,0,0,17.7,26.77,29.31,426.79,0.01,NA,0.01,2.17,904.04,108.89
2024-12-20T01:30:00Z,-5.37,0,-411.5,507.05,5640.68,3.76,NA,0.14,43.38,1.54,74.42,746.25,0,0,17.6,27,36.09,425,0.01,NA,0.01,2.18,937.21,112.23
2024-12-20T01:35:00Z,-7.51,0,-388.3,452.13,5655.69,3.78,NA,0.12,43.78,0,74.15,717.53,0,0,17.57,25.6,32.22,426.08,0.01,NA,0.01,2.2,924.18,108.89
2024-12-20T01:40:00Z,-5.41,0,-349.9,459.13,5651.78,3.78,NA,0.08,43.49,0.22,74.21,704.46,0,0,17.53,23.12,33.09,425.82,0.01,NA,0.01,2.18,928,109.74
2024-12-20T01:45:00Z,-5.73,0,-377.4,439.92,5669.14,3.78,NA,0.17,43.67,0,74.39,701.71,0,0,17.5,24.95,31.92,427.07,0.01,NA,0.01,2.19,923.31,108.89
2024-12-20T01:50:00Z,-5.48,0,-372.2,436.38,5627.91,3.82,NA,0.18,43.59,0.05,74.11,698.86,0,0,17.47,24.6,31.52,424.06,0.01,NA,0.01,2.19,922.59,108.89
2024-12-20T01:55:00Z,-6.47,0,-391.1,431.39,5605.4,3.76,NA,0.13,43.82,0,74.08,688.03,0,0,17.43,25.89,31.27,422.46,0.01,NA,0.01,2.2,923.83,108.87
2024-12-20T02:00:00Z,-7.61,0,-345.7,411.74,5583.4,3.77,NA,0.15,44.03,0,73.76,660.5,0,0,17.4,22.97,29.94,420.84,0.01,NA,0.01,2.21,921.4,103.05
2024-12-20T02:05:00Z,-8.18,0,-364.2,467.35,5525.1,3.76,NA,0.12,44.1,0,74.23,657.78,0,0,17.4,24.19,33.89,416.53,0.01,NA,0.01,2.21,940.75,93.72
2024-12-20T02:10:00Z,-5.26,0,-293.4,427.91,5496.63,3.77,NA,0.04,43.65,0,74.23,655.67,0,0,17.4,19.48,30.97,414.36,0.01,NA,0,2.19,925.95,99.17
2024-12-20T02:15:00Z,-5.92,0,-279.8,463.41,5477,3.75,NA,0.12,43.77,3.91,74.11,630.32,0,0,17.4,18.62,33.44,412.74,0.01,NA,0.01,2.2,940.42,105.74
2024-12-20T02:20:00Z,-10.19,0,-278.4,444.6,5472.63,3.78,NA,0.13,44.16,0,74.32,612.45,0,0,17.4,18.59,31.94,412.29,0.01,NA,0.01,2.22,937.94,94.26
2024-12-20T02:25:00Z,-5.01,0,-248.1,510.47,5458.64,3.77,NA,0.14,44.05,1.22,74.14,601.22,0,0,17.4,16.59,36.66,411.29,0.01,NA,0.01,2.21,960.06,98.2
2024-12-20T02:30:00Z,-5.14,0,-195.4,487.16,5432.76,3.76,NA,0.12,44.33,0.31,74.11,581.09,0,0,17.4,13.11,35.05,409.38,0.01,NA,0.01,2.22,954.85,96.32
2024-12-20T02:35:00Z,-11.57,0,-220.6,466.22,5455.32,3.77,NA,0.15,44.82,1.72,74.08,565.3,0,0,17.4,14.83,33.54,411.04,0.01,NA,0.01,2.25,951.8,105.74
2024-12-20T02:40:00Z,-5.54,0,-222.1,535.99,5476.32,3.78,NA,0.04,44.45,3.79,74.02,541.71,0,0,17.4,14.99,38.41,412.61,0.01,NA,0,2.23,977.46,110.93
2024-12-20T02:45:00Z,-6.07,0,-208.1,485.32,5522.93,3.76,NA,0.12,44.49,0.01,74.2,524,0,0,17.4,14.11,34.55,416.02,0.01,NA,0.01,2.23,962.44,108.89
2024-12-20T02:50:00Z,-9.66,0,-246.6,496.73,5583.18,3.78,NA,0.12,44.32,1.5,74.11,508.43,0,0,17.4,16.77,35.81,420.44,0.01,NA,0.01,2.22,970.39,108.89
2024-12-20T02:55:00Z,-6.08,0,-189.4,440.55,5582.01,3.77,NA,0.15,44.31,0,73.96,496.21,0,0,17.4,12.91,31.78,420.39,0.01,NA,0.01,2.22,952.14,108.89
2024-12-20T03:00:00Z,-9.74,0,-186.6,408.5,5519.19,3.78,NA,0.01,45.05,0,74.15,480.15,0,0,17.4,12.74,29.39,415.76,0.01,NA,0,2.26,945.4,89.39
2024-12-20T03:05:00Z,-4.81,0,-274.9,509.65,5517.14,3.77,NA,0.12,44.29,0.09,73.89,467.77,0,0,17.38,18.81,36.7,415.62,0.01,NA,0.01,2.22,983.34,96.17
2024-12-20T03:10:00Z,-4.78,0,-207.1,523.84,5505.32,3.78,NA,0.14,44.4,1.98,74.21,456.63,0,0,17.37,14.19,37.65,414.81,0.01,NA,0.01,2.23,987.96,105.74
2024-12-20T03:15:00Z,-5.94,0,-227,509.02,5549.95,3.77,NA,0.14,44.86,0.27,74.39,438.72,0,0,17.35,15.62,36.43,418.23,0.01,NA,0.01,2.25,986.16,105.74
2024-12-20T03:20:00Z,-5.58,0,-196.6,495.59,5558.69,3.79,NA,0.12,44.38,0.14,74.27,436.6,0,0,17.33,13.53,35.5,418.95,0.01,NA,0.01,2.23,981.13,106.18
2024-12-20T03:25:00Z,-4.84,0,-290.1,487.07,5587.31,3.88,NA,0.12,44.44,0.68,74.18,428.55,0,0,17.32,20.01,35.04,421.17,0.01,NA,0.01,2.23,982.12,108.89
2024-12-20T03:30:00Z,-5.36,0,-163.9,436.64,5599.27,3.88,NA,0.17,44.32,0.06,73.81,417.54,0,0,17.3,11.33,31.41,422.01,0.01,NA,0.01,2.22,963.65,109.23
2024-12-20T03:35:00Z,-14.2,0,-192.4,403.18,5659.33,3.78,NA,0.08,44.14,1.63,74.13,424.7,0,0,17.3,13.28,28.95,426.41,0.01,NA,0.01,2.22,952.43,108.66
2024-12-20T03:40:00Z,-4.77,0,-179.8,433.88,5601,3.86,NA,0.12,44.55,1.39,73.92,417.72,0,0,17.3,12.42,31.21,422.15,0.01,NA,0.01,2.24,962.74,109.65
2024-12-20T03:45:00Z,-4.92,0,-224,448.56,5633.06,3.87,NA,0.12,44.3,0.22,73.95,404.48,0,0,17.3,15.52,32.18,424.5,0.01,NA,0.01,2.22,970.51,110.47
2024-12-20T03:50:00Z,-33.95,0,-212.3,464.77,5628.76,3.88,NA,0.17,44.6,0,74.1,389.03,0,0,17.3,14.74,32.76,424.14,0.01,NA,0.01,2.24,982.23,108.89
2024-12-20T03:55:00Z,-8.52,0,-186.4,418.25,5627.35,3.85,NA,0.08,44.6,0.1,74.01,376.4,0,0,17.3,12.97,29.85,424.06,0.01,NA,0.01,2.24,964.65,109.65
2024-12-20T04:00:00Z,-42.97,0,-177.4,463.84,5658.6,3.88,NA,0.08,43.84,0.73,74.16,362.86,0,0,17.3,12.37,32.85,426.29,0.01,NA,0.01,2.2,986.8,110.59
2024-12-20T04:05:00Z,-5.13,0,-233.6,497.83,5707.11,3.88,NA,0.14,44.34,0.93,74.35,357.29,0,0,17.28,16.31,35.06,429.84,0.01,NA,0.01,2.23,992.4,112.36
2024-12-20T04:10:00Z,-6.01,0,-217.1,496.96,5718.61,3.87,NA,0.12,44.2,0.73,74.29,357.06,0,0,17.27,15.16,34.59,430.7,0.01,NA,0.01,2.22,990.78,111.49
2024-12-20T04:15:00Z,-4.33,0,-177.7,530.17,5748.86,3.86,NA,0.12,44.23,2.51,74.29,352.29,0,0,17.25,12.42,36.99,432.85,0.01,NA,0.01,2.22,1000.36,112.35
2024-12-20T04:20:00Z,-4.27,0,-240.5,544.77,5789.73,3.88,NA,0.01,44.85,8.68,74.23,349.07,0,0,17.23,16.8,37.89,435.83,0.01,NA,0,2.25,1005.34,113.19
