date,Battery (Charging) - MW,Pumps - MW,Exports - MW,Imports - MW,Coal (Black) - MW,Bioenergy (Biomass) - MW,Gas (CCGT) - MW,Gas (OCGT) - MW,Gas (Waste Coal Mine) - MW,Battery (Discharging) - MW,Hydro - MW,Wind - MW,Solar (Utility) - MW,Solar (Rooftop) - MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2025-02-12T09:40:00Z,-139.97,-487.91,-125.7,0,4169.83,-2.1,224.28,0.49,63.99,0,18.22,151.12,2274.43,0,28.13,5.45,0,307.55,NA,9.83,0.02,3.29,615.43,58.88
2025-02-12T09:45:00Z,-28.8,-487.71,-177.5,0,4211.11,-2.1,224.28,0.49,64.01,0,65.25,136.85,2418.27,0,28.15,7.55,0,310.6,NA,9.84,0.02,3.29,590.64,0
2025-02-12T09:50:00Z,-133.13,-485.94,-86.45,0,4226.01,-2.1,226.36,0.49,62.55,0.47,56.96,115.19,2384.77,0,28.17,3.71,0,311.65,NA,9.9,0.02,3.22,605.32,20
2025-02-12T09:55:00Z,-97.64,-486.81,-104.85,0,4158.2,-2.1,225.56,0.49,62.88,0,64.69,98.42,2424.92,0,28.18,4.46,0,306.69,NA,9.88,0.02,3.24,596.56,72.2
2025-02-12T10:00:00Z,-34.97,-486.76,-146.8,0,4277.64,-2,226.12,0.49,62.19,0.35,64.53,94.25,2338.61,3297.95,28.2,6.39,0,315.47,NA,9.89,0.02,3.2,398.95,20.92
2025-02-12T10:05:00Z,-47.02,-486.05,-271.95,0,4200.41,-2.1,226.63,0.49,61.87,0.01,64.77,93.06,2364.81,3352.97,28.35,11.71,0,309.78,NA,9.91,0.02,3.19,390.71,34.75
2025-02-12T10:10:00Z,-49.17,-486.35,-278.15,0,4183.8,-2.1,223.45,0.49,62.79,0,64.54,75.47,2372.61,3407.99,28.5,11.98,0,308.59,NA,9.79,0.02,3.23,388.07,81.4
2025-02-12T10:15:00Z,-3.39,-486.63,-357.95,0,4278.84,-2.1,225.54,0.49,62.61,0,64.47,75.1,2347.85,3463.01,28.65,15.6,0,315.57,NA,9.89,0.02,3.22,388.63,10.47
2025-02-12T10:20:00Z,-48,-487.02,-216.9,0,4222.1,-2.1,225.81,0.49,62.59,0,64.44,72.74,2264.28,3518.02,28.8,9.51,0,311.39,NA,9.88,0.02,3.22,390.65,34.75
2025-02-12T10:25:00Z,-55.4,-486.68,-244.35,0,4171.05,-2.1,224.74,0.49,62.23,0,64.35,71.31,2331.38,3573.04,28.95,10.57,0,307.68,NA,9.85,0.02,3.2,383.34,75.97
2025-02-12T10:30:00Z,-10.97,-485.5,-339,0,4259.61,-2.1,224.25,0.49,61.98,0,64.33,67.08,2402.95,3628.06,29.1,14.66,0,314.2,NA,9.83,0.02,3.19,380,-0.01
2025-02-12T10:35:00Z,-226.65,-485.47,-209.8,0,4204.5,-2.1,224.39,0.49,62.28,0,53.17,67.91,2416.3,3649.43,29.22,9.02,0,310.1,NA,9.84,0.02,3.21,386.46,33.75
2025-02-12T10:40:00Z,-93.8,-484.71,-275.2,0,4216.56,-2,226.82,0.49,62.71,0,64.78,63.59,2429.09,3670.8,29.33,11.82,0,310.93,NA,9.93,0.02,3.23,379.34,60.5
2025-02-12T10:45:00Z,-55.22,-484.99,-395.7,0,4295.61,-2.1,227.75,0.49,62.51,0,64.98,57.75,2477.06,3692.17,29.45,17.02,0,316.81,NA,9.97,0.02,3.22,377.85,18.04
2025-02-12T10:50:00Z,-137.97,-485.96,-310.4,0,4209.65,-2.1,224.97,0.49,62.42,0,64.5,56.97,2446.37,3713.55,29.57,13.3,0,310.48,NA,9.87,0.02,3.21,378.3,58.88
2025-02-12T10:55:00Z,-127.14,-484.08,-300.5,0,4299.96,-2.1,228.15,0.49,62.39,1.03,65.09,53.34,2287.72,3734.92,29.68,13.27,0,317.1,NA,9.97,0.02,3.21,387.45,81.87
2025-02-12T11:00:00Z,-145.26,-485.23,-312.6,0,4360.98,-2.1,224.9,0.49,61.74,0,64.84,48.59,2328.68,3756.29,29.8,13.81,0,321.62,NA,9.85,0.02,3.18,388.88,19.63
2025-02-12T11:05:00Z,-199.5,-484.74,-264.3,0,4293.06,-2.1,225.96,0.49,62.28,0,64.6,44.6,2365.91,3775.25,29.73,11.56,0,316.65,NA,9.9,0.02,3.21,386.45,58.88
2025-02-12T11:10:00Z,-129.25,-485.76,-304,0,4351.44,-2.1,224.37,0.49,61.46,0,64.42,45.18,2363.42,3794.22,29.67,13.36,0,320.93,NA,9.83,0.02,3.17,385.32,84.99
2025-02-12T11:15:00Z,-33.34,-483.83,-398,0,4456.8,-2.1,224.94,0.49,62.37,0,64.57,41.46,2406.9,3813.18,29.6,17.57,0,328.7,NA,9.86,0.02,3.21,383.19,21.65
2025-02-12T11:20:00Z,-164.8,-485.25,-323.5,0,4351.73,-2.1,222.43,0.49,61.92,0,64.2,52.52,2391.7,3832.15,29.53,14.16,0,321.02,NA,9.75,0.02,3.19,383.74,58.88
2025-02-12T11:25:00Z,-125.89,-485.38,-363.3,0,4436.66,-2.1,225.9,0.49,61.65,0,64.27,53.38,2332.26,3851.11,29.47,16.14,0,327.22,NA,9.9,0.02,3.18,387.11,55.75
2025-02-12T11:30:00Z,-220.5,-486.01,-253.05,0,4372.17,-2.1,224.22,0.49,61.79,0,64.27,51.45,2274.29,3870.07,29.4,11.27,0,322.48,NA,9.83,0.02,3.18,390.77,11.44
2025-02-12T11:35:00Z,-187.21,-484.14,-236.25,0,4307.71,-2.1,226.61,0.49,61.92,0,64.68,59.45,2269.13,3860.12,29.57,10.46,0,317.7,NA,9.92,0.02,3.19,386.76,84.99
2025-02-12T11:40:00Z,-75.88,-485.02,-340.1,0,4361.99,-2.1,223.54,0.49,61.87,0,64.7,52.27,2353.97,3850.17,29.73,14.97,0,321.72,NA,9.79,0.02,3.19,381.19,69.25
2025-02-12T11:45:00Z,-81.26,-485.73,-418.7,0,4414.92,-2.1,222.99,0.49,61.72,0.08,64.17,60.67,2459.42,3840.22,29.9,18.25,0,325.66,NA,9.77,0.02,3.18,379.28,18.39
2025-02-12T11:50:00Z,-273.35,-483.21,-316.55,0,4408.86,-2.1,229.73,0.49,62.33,0,64.64,66.91,2436.18,3830.27,30.07,13.82,0,325.13,NA,10.05,0.02,3.21,388.57,60.5
2025-02-12T11:55:00Z,-71.54,-484.65,-442.55,0,4420.9,-2.1,225.58,0.49,61.52,0,64.59,75.85,2480.13,3820.31,30.23,19.21,0,326.06,NA,9.89,0.02,3.17,378.3,57.73
2025-02-12T12:00:00Z,-178.83,-484.23,-416.5,0,4446.54,-2.1,224.92,0.49,62.3,0,64.39,76.72,2474.3,3810.36,30.4,18.13,0,327.96,NA,9.86,0.02,3.21,384.48,16.37
2025-02-12T12:05:00Z,-256.54,-483.99,-391.6,0,4312.51,-2.1,226.99,0.49,61.71,0,64.73,101.77,2507.37,3800.88,30.38,16.72,0,318.2,NA,9.93,0.02,3.18,379.72,58.88
2025-02-12T12:10:00Z,-115.58,-484.97,-467.45,0,4379.58,-2.1,225.42,0.49,61.95,0,64.63,104.67,2503.64,3791.4,30.37,20.08,0,323.13,NA,9.86,0.02,3.19,377.01,55.75
2025-02-12T12:15:00Z,-154.04,-483.83,-435.85,0,4361.13,-2.1,224.26,0.49,62.07,0,64.42,108.77,2463.79,3781.92,30.35,18.78,0,321.75,NA,9.83,0.02,3.19,379.55,35.06
2025-02-12T12:20:00Z,-128.81,-484.77,-352,0,4232.18,-2.1,224.91,0.49,62.19,0,64.39,105.39,2531.8,3772.43,30.33,14.86,0,312.31,NA,9.87,0.02,3.2,371.67,43
2025-02-12T12:25:00Z,-127.75,-481.7,-279.4,0,4194.51,-2,226.7,0.49,61.87,0,64.75,108.77,2445,3762.95,30.32,11.89,0,309.55,NA,9.92,0.02,3.19,373.91,84.99
2025-02-12T12:30:00Z,-18.68,-483.16,-328,0,4269.57,-2.1,223.49,0.49,61.73,0,64.4,101.19,2353.52,3753.47,30.3,14.24,0,315.02,NA,9.81,0.02,3.18,376.71,55.75
2025-02-12T12:35:00Z,-138.33,-481.68,-224.75,0,4301.68,-2.1,223.83,0.49,61.67,0,64.29,108.13,2313.78,3759.09,30.37,9.83,0,317.3,NA,9.81,0.02,3.18,385.11,57.73
2025-02-12T12:40:00Z,-103.08,-484.36,-313.55,0,4326.79,-2.1,223.43,0.49,62.07,0,64.09,101.68,2375.9,3764.71,30.43,13.63,0,319.12,NA,9.8,0.02,3.2,381.6,5.3
2025-02-12T12:45:00Z,-185.82,-481.93,-222.15,0,4314.29,-2.1,226.85,0.49,62.4,0,64.84,103.61,2431.51,3770.33,30.5,9.58,0,318.17,NA,9.91,0.02,3.21,382.94,24.12
2025-02-12T12:50:00Z,-92.82,-480.36,-201.7,0,4197.44,-2.1,228.36,0.49,63.25,0.23,64.82,91.08,2444.34,3775.95,30.57,8.6,0,309.63,NA,10,0.02,3.25,373.84,36.43
2025-02-12T12:55:00Z,-92.51,-482.47,-207.35,0,4222.27,-2,225.86,0.49,61.98,0.77,64.92,93.45,2381.02,3781.57,30.63,8.93,0,311.48,NA,9.87,0.02,3.19,376.95,57.73
2025-02-12T13:00:00Z,-132.07,-481.84,-190.15,0,4310.24,-2.1,225.55,0.49,62.64,0,64.73,103.86,2359.5,3787.19,30.7,8.27,0,317.87,NA,9.87,0.02,3.22,383.12,27.49
2025-02-12T13:05:00Z,-151.07,-481.54,-43.25,0,4241.85,-2,225.57,0.49,61.8,0.03,64.83,118.61,2320.62,3787.29,30.7,1.88,0,312.88,NA,9.88,0.02,3.18,383.42,58.88
2025-02-12T13:10:00Z,-43.06,-482.17,-132.6,0,4314.11,-2,223.55,0.49,62.52,0,64.42,117.89,2381.46,3787.38,30.7,5.74,0,318.15,NA,9.8,0.02,3.22,379.46,57.73
2025-02-12T13:15:00Z,-78.13,-481.66,-129.75,0,4342.6,-2,224.13,0.49,63.06,0,64.29,139.89,2405.52,3787.47,30.7,5.6,0,320.25,NA,9.82,0.02,3.24,380.5,21.04
2025-02-12T13:20:00Z,-171.07,-482.02,0,80.8,4261.96,-2,224.43,0.49,62.65,0,64.21,128.11,2392.19,3787.57,30.7,0,3.16,314.36,NA,9.83,0.02,3.22,389.49,47.1
2025-02-12T13:25:00Z,-170.86,-482.21,0,66.35,4235.42,-2,225.13,0.49,62.25,0,64.28,119.88,2475.44,3787.66,30.7,0,2.62,312.34,NA,9.87,0.02,3.2,384.09,34.75
2025-02-12T13:30:00Z,-115.24,-481.53,0,3.75,4180.21,-2,225.57,0.49,62.58,0,64.32,132.05,2543.75,3787.75,30.7,0,0.15,308.36,NA,9.88,0.02,3.22,371.32,-20.49
2025-02-12T13:35:00Z,-34.19,-481.15,0,38.95,4103.89,-2,227.39,0.49,62.33,2.25,64.79,139.58,2458.63,3756.28,30.72,0,1.55,302.76,NA,9.95,0.02,3.2,371.35,-20.49
2025-02-12T13:40:00Z,-120.67,-240.44,0,16.1,4071.07,-2,226.2,0.49,63.06,0,64.67,160.02,2410.25,3724.8,30.73,0,0.64,300.35,NA,9.89,0.02,3.24,364.54,44.94
2025-02-12T13:45:00Z,-0.67,-241.32,-160.7,0,4188.73,-2.1,227.13,0.49,62.4,1.3,64.83,154.77,2424.31,3693.33,30.75,7.03,0,308.94,NA,9.93,0.02,3.21,363.11,73.32
2025-02-12T13:50:00Z,-0.23,-240.67,-200.85,0,4291.27,-2.1,224.24,0.49,63.31,5.91,64.71,150.21,2442.07,3661.85,30.77,8.85,0,316.46,NA,9.81,0.02,3.25,367.91,55.75
2025-02-12T13:55:00Z,-6.45,-240.89,-164.25,0,4284.22,-2.1,227,0.49,62.66,1.59,64.83,135.41,2399.72,3630.38,30.78,7.29,0,315.89,NA,9.94,0.02,3.22,371.55,55.75
2025-02-12T14:00:00Z,-1.8,-240.09,-133.65,0,4272.48,-2.1,226.7,0.49,63.26,0.99,64.89,128.32,2434.43,3598.9,30.8,5.9,0,315.04,NA,9.91,0.02,3.25,371.44,75.33
2025-02-12T14:05:00Z,-0.63,-242.03,-231.4,0,4338.91,-2.1,226.1,0.49,62.74,0.1,64.77,140.55,2386.99,3579.26,30.73,10.33,0,319.97,NA,9.9,0.02,3.22,375.2,58.88
2025-02-12T14:10:00Z,-12.6,-240.34,-230.6,0,4420.85,-2.1,275.04,0.49,63.24,0.45,64.72,127.63,2295.95,3559.62,30.67,10.5,0,326,NA,11.66,0.02,3.25,384.14,76.74
2025-02-12T14:15:00Z,-16.34,-240.33,-143.15,0,4472.46,-2.1,276.66,0.49,62.46,1.02,64.98,131.73,2147.84,3539.98,30.6,6.67,0,329.86,NA,11.72,0.02,3.21,394.12,78.75
2025-02-12T14:20:00Z,-0.23,-239.96,0,167.8,4589.42,-2.1,277.9,0.49,62.35,35.01,65.41,130.74,1814.15,3520.34,30.53,0,7.17,338.47,NA,11.77,0.02,3.21,429.09,93.83
2025-02-12T14:25:00Z,-0.31,-240.64,0,130.1,4696.22,-2,289.29,0.49,61.77,26.05,64.81,107.09,1855.78,3500.69,30.47,0,5.56,346.86,NA,12.19,0.02,3.18,431.49,89.78
2025-02-12T14:30:00Z,-0.28,-241.01,0,208.3,4650.44,-2.1,299.74,0.49,62.2,0,64.58,111.19,1774.29,3481.05,30.4,0,9.23,342.94,NA,12.55,0.02,3.2,441.86,99.75
2025-02-12T14:35:00Z,-3.58,-239.77,0,194.9,4803.67,-2.1,305.8,0.49,62.79,1.09,64.81,124.71,1700.57,3438.07,30.3,0,8.67,354.88,NA,12.79,0.02,3.23,452.72,93.83
2025-02-12T14:40:00Z,-3.63,0,0,60.9,4758.48,-2.1,351.22,0.49,63,0,71.72,107.99,1754.7,3395.08,30.2,0,2.72,351.46,NA,14.43,0.02,3.24,427.59,54.88
2025-02-12T14:45:00Z,-9.39,0,0,37.75,4546.08,-2.1,370.97,0.49,62.49,0,63.93,120.77,1815.62,3352.1,30.1,0,1.69,335.39,NA,15.14,0.02,3.21,414.8,55.75
2025-02-12T14:50:00Z,-16.22,0,0,42.85,4594.79,-2.1,382.01,0.49,62.78,1.39,64.97,130.15,1794.98,3309.11,30,0,1.96,338.82,NA,15.56,0.02,3.23,419.78,84.99
2025-02-12T14:55:00Z,-8.36,0,0,92.25,4661.05,-2.1,377.57,0.49,61.9,0.47,64.97,129.7,1656.56,3266.13,29.9,0,4.26,343.77,NA,15.39,0.02,3.18,434.9,85.95
2025-02-12T15:00:00Z,-1.55,0,0,18.75,4769.13,-2,425.32,0.49,62.62,0,64.69,125.48,1661.95,3223.15,29.8,0,0.86,351.7,NA,17.12,0.02,3.22,434.04,93.83
2025-02-12T15:05:00Z,-2.77,0,0,53.55,4841.06,-2.1,429.65,0.49,62.42,0.05,64.06,116.66,1651.28,3175.7,29.8,0,2.48,357.15,NA,17.27,0.02,3.21,443.6,85.95
2025-02-12T15:10:00Z,-1.41,0,0,34.35,4895.57,-2.1,432.61,0.49,62.95,0.01,64.14,108.91,1709.66,3128.25,29.8,0,1.6,361.13,NA,17.39,0.02,3.23,443.86,79.97
2025-02-12T15:15:00Z,-3.57,0,0,73.4,4902.15,-2.1,431.66,0.49,62.3,0,64.3,131.16,1701.62,3080.8,29.8,0,3.43,361.72,NA,17.35,0.02,3.2,449.59,75
2025-02-12T15:20:00Z,-8.4,0,-59.4,0,4960.77,-2.1,431.23,0.49,62.56,0.6,64.25,144.51,1815.92,3033.35,29.8,3.07,0,366.64,NA,17.33,0.02,3.22,441.38,78.15
2025-02-12T15:25:00Z,-0.25,0,-64.75,0,5071.92,-2.1,433.66,0.49,61.68,0.6,64.38,165.03,1737.72,2985.9,29.8,3.4,0,375.35,NA,17.42,0.02,3.17,450.6,78.75
2025-02-12T15:30:00Z,-0.25,0,0,7.3,5164.19,-2,433.68,0.49,62.87,1.9,64.58,149.08,1685.19,2938.45,29.8,0,0.34,382.16,NA,17.42,0.02,3.23,461.17,99.78
2025-02-12T15:35:00Z,-1.94,0,-21.15,0,5365.05,-2.2,431.13,0.49,62.06,0.01,64.16,136.03,1640.55,2845.96,29.7,1.15,0,397.39,NA,17.33,0.02,3.19,475.42,85.95
2025-02-12T15:40:00Z,-0.23,0,0,46.25,5360.39,-2,435.67,0.49,63,4.13,64.45,144.47,1562.51,2753.47,29.6,0,2.17,396.59,NA,17.48,0.02,3.24,486.85,93.83
2025-02-12T15:45:00Z,-0.79,0,0,166.8,5432.25,-2,431.2,66.26,62.64,12.13,64.51,141.49,1529.12,2660.98,29.5,0,7.69,402.28,NA,17.34,3.23,3.22,508.76,78.75
2025-02-12T15:50:00Z,-0.39,0,0,241.95,5325.83,-2.1,439.33,166.68,61.75,0.01,64.66,154.47,1489.58,2568.49,29.4,0,11,394.02,NA,17.64,8.14,3.18,519.4,78.75
2025-02-12T15:55:00Z,-0.59,0,0,254.9,5310.33,-2,444.82,264.6,62.34,0,64.59,146.94,1431.32,2476,29.3,0,11.48,392.91,NA,17.84,12.92,3.2,529.02,93.83
2025-02-12T16:00:00Z,-0.31,0,0,255.75,5453.6,-2,451.79,316.52,62.88,3,65.06,147.62,1380.54,2383.51,29.2,0,11.65,403.39,NA,18.07,15.47,3.23,541.83,109.73
2025-02-12T16:05:00Z,-0.39,0,0,352.45,5598.17,-2,442.5,310.14,62.25,0,64.67,130.61,1357.38,2286.54,29.23,0,16.11,414.61,NA,17.75,15.16,3.2,565.99,93.83
2025-02-12T16:10:00Z,-0.31,0,0,311.5,5811.39,-2,459.12,308.21,62.9,1.84,64.6,120.83,1337.68,2189.58,29.27,0,14.46,430.39,NA,18.33,15.07,3.23,575.35,99.95
2025-02-12T16:15:00Z,-1.11,0,0,309.45,6003.34,-2,464.16,309.13,62.61,1.64,64.92,104.2,1219.72,2092.61,29.3,0,14.47,445.09,NA,18.61,15.11,3.22,595.22,163.95
2025-02-12T16:20:00Z,-18.88,0,0,105.6,6079.85,-2,492.06,307.38,62.57,0.01,103.88,108,1313.27,1995.64,29.33,0,5.03,450.91,NA,20.11,15.03,3.22,573.86,164.5
2025-02-12T16:25:00Z,-2,0,0,19.65,6224.75,-2,519.33,307.7,62.86,1.27,109.84,126.16,1376.82,1898.68,29.37,0,0.95,461.91,NA,21.09,15.04,3.23,568.36,164.5
2025-02-12T16:30:00Z,-1.97,0,-65.3,0,6328.06,-2,568.11,308.1,62.41,10.83,224.85,142.48,1328.96,1801.71,29.4,3.72,0,469.93,NA,22.86,15.06,3.21,568.65,164.5
2025-02-12T16:35:00Z,-2.3,0,-77.7,0,6391.42,-2,615.98,307.31,62.61,1.58,224.19,205.33,1296.02,1704.93,29.2,4.42,0,474.85,NA,24.57,15.02,3.22,574.14,153.61
2025-02-12T16:40:00Z,-8.58,0,-89.2,0,6312.26,-2,628.56,305.92,63.23,0,223.53,265,1396.69,1608.15,29,4.97,0,469.21,NA,25.04,14.95,3.25,568.95,85.95
2025-02-12T16:45:00Z,-6.32,0,-222.45,0,6148.69,-2,722.9,307.9,63.13,0.01,226.72,276.04,1372.47,1511.37,28.8,12.3,0,456.47,NA,29.57,15.05,3.24,567.81,85.95
2025-02-12T16:50:00Z,-10.1,0,-141.9,0,6035.1,-2,766.02,308.09,63.14,6.28,227.49,256.81,1316.28,1414.59,28.6,7.86,0,447.35,NA,31.64,15.06,3.25,573.57,99.95
2025-02-12T16:55:00Z,-1.54,0,-150.1,0,6047.92,-2,815.92,309.11,63.24,5.69,226.82,256.8,1343.74,1317.81,28.4,8.29,0,448.29,NA,33.95,15.11,3.25,577.3,99.95
2025-02-12T17:00:00Z,-19.35,0,-86.9,0,6087.22,-2,838.94,308.64,62.75,0,229.64,255.66,1294.09,1221.03,28.2,4.83,0,451.12,NA,34.78,15.09,3.23,588.11,147.73
2025-02-12T17:05:00Z,-28.43,0,0,70.8,6273.09,-2,859.9,308.94,61.97,20.26,226.73,241.11,1198.14,1142.33,28.18,0,3.31,465.35,NA,35.57,15.1,3.19,612.86,164.5
2025-02-12T17:10:00Z,-26.22,0,-24.4,0,6378.61,-2,883.45,307.69,62.88,49.25,303.69,240.15,1088.46,1063.64,28.17,1.38,0,473.54,NA,36.45,15.04,3.23,612.34,164.5
2025-02-12T17:15:00Z,-18.82,0,-28.05,0,6502.28,-2,914.52,310.11,62.7,50.5,241.02,256.63,1003.58,984.95,28.15,1.62,0,482.74,NA,37.58,15.16,3.23,627.11,130.85
2025-02-12T17:20:00Z,-21.77,0,0,57.7,6527.62,-1.9,939.62,271.38,63.28,1.48,235.68,266.55,860.29,906.26,28.13,0,2.78,484.4,NA,38.52,13.25,3.25,651.24,163.95
2025-02-12T17:25:00Z,-0.78,0,0,50.6,6517.57,-1.9,948.42,261.68,63.23,66.31,231.77,280.58,806.19,827.57,28.12,0,2.45,483.81,NA,38.86,12.77,3.25,652.62,147.73
2025-02-12T17:30:00Z,-2.91,0,0,74.65,6603.69,-1.7,944.78,263.73,63.54,67.68,233.92,288.15,771.56,748.87,28.1,0,3.65,490.14,NA,38.71,12.87,3.27,664.58,176.27
2025-02-12T17:35:00Z,-0.13,0,0,77.45,6590.65,-1.7,941.94,260.89,63.6,92.07,348.85,307.53,708.34,676.36,27.98,0,3.77,489.02,NA,38.63,12.73,3.27,662.79,167.73
2025-02-12T17:40:00Z,-0.13,0,0,57.2,6585.59,-1.5,948.95,263.6,63.71,109.49,349.98,325.74,703.8,603.85,27.87,0,2.77,488.67,NA,38.9,12.86,3.27,662.66,164.5
2025-02-12T17:45:00Z,-28.35,0,-14.1,0,6638.47,-1.5,949.51,264.29,63.11,93.66,559.9,365.37,593.81,531.34,27.75,0.81,0,492.5,NA,38.9,12.9,3.25,655.06,258.51
2025-02-12T17:50:00Z,-0.17,0,-5.45,0,6599.38,-1.5,951.07,304.18,62,125.21,598.05,413.71,490.77,458.83,27.63,0.31,0,489.7,NA,38.96,14.87,3.19,655.94,258.3
2025-02-12T17:55:00Z,-0.13,0,-10.45,0,6657.06,-1.5,949.75,312.18,62.88,162.17,602.28,437.73,416.03,386.32,27.52,0.6,0,493.91,NA,38.91,15.26,3.24,662.56,321.93
2025-02-12T18:00:00Z,-0.2,0,-132.55,0,6682,-1.5,952.8,311.51,62.31,215.3,597.26,451.46,318.88,313.81,27.4,7.64,0,495.66,NA,39.04,15.23,3.21,669.92,323.97
2025-02-12T18:05:00Z,-0.2,0,-80.65,0,6654.47,-1.5,948.35,306.4,63.05,193.97,588.09,474.45,243.86,275.05,27.28,4.69,0,493.62,NA,38.88,14.98,3.24,677.93,293.38
2025-02-12T18:10:00Z,-0.2,0,-129.35,0,6677.08,-1.5,950.18,354.48,63.54,181.9,591.86,481.03,201.07,236.28,27.17,7.56,0,495.28,NA,38.94,17.51,3.27,683.84,284.95
2025-02-12T18:15:00Z,-0.21,0,-165,0,6683.98,-1.5,956.64,400.4,63.8,190.11,594.25,489.41,191.9,197.52,27.05,9.62,0,495.81,NA,39.18,19.94,3.28,685.64,284.95
2025-02-12T18:20:00Z,-0.2,0,-168.2,0,6648.89,-1.5,954.67,403.2,63.28,243.98,592.77,478.29,148.48,158.76,26.93,9.8,0,493.28,NA,39.1,20.08,3.25,687.95,299.01
2025-02-12T18:25:00Z,-0.21,0,-224.85,0,6715.14,-1.5,957.11,475.18,62.73,285.94,600.41,469.14,106.53,120,26.82,13.13,0,498.08,NA,39.19,24.23,3.23,691.98,317.3
2025-02-12T18:30:00Z,-0.2,0,-206.85,0,6670.17,-1.5,954.57,533.23,63.19,262.05,596.67,475.58,59.74,81.24,26.7,12.15,0,494.85,NA,39.13,27.62,3.25,699.04,315.32
2025-02-12T18:35:00Z,-4.62,0,-219.45,0,6651.61,-1.5,953.29,532.48,63.23,287.92,591.28,487.65,23.64,68.18,26.75,12.89,0,493.44,NA,39.02,27.57,3.25,700.12,311.18
2025-02-12T18:40:00Z,-1.15,0,-171.6,0,6649.48,-1.5,956.96,533.77,63.92,269.79,590.1,464.1,8,55.11,26.8,10.14,0,493.28,NA,39.22,27.65,3.28,705.06,313.34
2025-02-12T18:45:00Z,-0.12,0,-203.65,0,6688.26,-1.5,964,567.66,62.77,306.02,595.97,448.05,4.2,42.05,26.85,12.01,0,496.12,NA,39.47,29.33,3.23,704.44,315.31
2025-02-12T18:50:00Z,-0.21,0,-212.95,0,6657.05,-1.5,962.04,604.62,63.46,295.8,582.22,455,1.8,28.98,26.9,12.56,0,493.84,NA,39.39,31.15,3.26,705.89,309.62
2025-02-12T18:55:00Z,-0.1,0,-277.6,0,6675.72,-1.5,971.99,656.08,62.55,315.81,599.25,493.57,0.9,15.92,26.95,16.24,0,495.21,NA,39.77,33.69,3.22,700.96,313.47
2025-02-12T19:00:00Z,-0.12,0,-305.1,0,6687.48,-1.5,969.91,700.18,62.62,243.8,599.67,529.34,0.4,2.85,27,17.91,0,496.08,NA,39.67,35.87,3.22,704.27,303.89
2025-02-12T19:05:00Z,-0.11,0,-436.65,0,6669.73,-1.5,968.33,699.74,62.65,268.35,593.17,555.08,0.1,2.38,26.97,25.51,0,494.82,NA,39.64,35.85,3.22,701,305.36
2025-02-12T19:10:00Z,-0.42,0,-430.2,0,6655.91,-1.5,966.16,699.66,61.08,223.01,588.5,551.39,0.1,1.9,26.93,25.26,0,493.79,NA,39.54,35.84,3.15,704.71,299.01
2025-02-12T19:15:00Z,-0.32,0,-446.5,0,6664.76,-1.5,978.01,702.88,61.15,275.64,592.9,551.88,0.1,1.43,26.9,26.06,0,494.45,NA,39.97,36,3.15,700.4,302.26
2025-02-12T19:20:00Z,-0.14,0,-453,0,6658.49,-1.5,978.58,702.26,61.51,280.71,591.7,509.87,0.1,0.95,26.87,26.54,0,494,NA,40.01,35.97,3.17,703.08,305.36
2025-02-12T19:25:00Z,-0.87,0,-431.5,0,6637.26,-1.5,976.02,701.71,62.18,234.95,589.15,469.89,0.1,0.48,26.83,25.5,0,492.43,NA,39.9,35.95,3.2,709.24,303.39
2025-02-12T19:30:00Z,-0.1,0,-469.05,0,6674.8,-1.5,977.5,701.74,63.36,213.74,592.79,478.27,0.1,0,26.8,27.77,0,495.16,NA,39.95,35.95,3.26,710.46,301.26
2025-02-12T19:35:00Z,-0.11,0,-497.95,0,6700.95,-1.5,975.46,701.87,63.3,231.79,591.42,503.29,0.1,0,26.8,29.37,0,497.04,NA,39.88,35.96,3.26,707.88,305.05
2025-02-12T19:40:00Z,-0.11,0,-478.3,0,6682.92,-1.5,977.94,663.21,64.07,154.02,588.22,525.85,0.1,0,26.8,28.38,0,495.75,NA,39.97,33.89,3.29,712.06,299.01
2025-02-12T19:45:00Z,-0.11,0,-555.25,0,6689.96,-1.5,981.9,665.61,63.58,173.59,593.62,556.96,0.1,0,26.8,32.75,0,496.3,NA,40.11,34.02,3.27,708,297.09
2025-02-12T19:50:00Z,-0.18,0,-506.65,0,6688.72,-1.5,975.26,636.91,63.23,146.12,582.72,565.46,0.1,0,26.8,29.99,0,496.1,NA,39.89,32.51,3.25,710.5,298.78
2025-02-12T19:55:00Z,-0.14,0,-488.2,0,6665.87,-1.5,977.2,636.05,63.45,104.4,580.85,542.62,0.1,0,26.8,29.09,0,494.52,NA,39.96,32.47,3.26,715.09,298.28
2025-02-12T20:00:00Z,-0.49,0,-515.65,0,6637.35,-1.5,976.7,636.02,60.6,83.29,580.92,545.91,0.1,0,26.8,30.76,0,492.47,NA,39.94,32.46,3.12,716.04,267.71
