date,Battery (Charging) - MW,Pumps - MW,Exports - MW,Imports - MW,Coal (Black) - MW,Bioenergy (Biomass) - MW,Gas (CCGT) - MW,Gas (OCGT) - MW,Gas (Waste Coal Mine) - MW,Battery (Discharging) - MW,Hydro - MW,Wind - MW,Solar (Utility) - MW,Solar (Rooftop) - MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2025-02-17T21:50:00Z,-0.45,0,-454.05,0,6322.87,-1.5,709.71,0.16,45.39,46.54,427.2,552.95,0,0,24.03,28,0,468.09,NA,29.44,0.01,2.31,740.26,133.5
2025-02-17T21:55:00Z,-6.01,0,-451.75,0,6312.92,-1.5,703.71,0.16,45.73,0,433.91,535.04,0,0,24.02,28.06,0,467.42,NA,29.19,0.01,2.33,746.22,110.83
2025-02-17T22:00:00Z,-0.28,0,-493.4,0,6301.21,-1.5,707.09,0.16,45.8,0.07,420.7,580.03,0,0,24,30.51,0,466.5,NA,29.34,0.01,2.33,742.33,110.83
2025-02-17T22:05:00Z,-0.18,0,-478.75,0,6272.48,-1.5,708.12,0.16,46.02,10.32,419.99,492.33,0,0,23.97,29.86,0,464.17,NA,29.37,0.01,2.34,748.74,118.92
2025-02-17T22:10:00Z,-0.18,0,-522.4,0,6156.43,-1.5,704.45,0.16,45.72,0.47,420.38,569.93,0,0,23.93,32.24,0,455.89,NA,29.22,0.01,2.33,740.82,111.99
2025-02-17T22:15:00Z,-0.19,0,-492.55,0,5983.75,-1.5,707.54,0.16,45.82,16.49,421.87,596.03,0.06,0,23.9,30.09,0,443.16,NA,29.35,0.01,2.33,733.37,111.9
2025-02-17T22:20:00Z,-0.48,0,-337.1,0,5825.09,-1.5,703.49,0.16,45.81,8.07,420.71,630.46,0.06,0,23.87,20.45,0,431.6,NA,29.17,0.01,2.33,728.18,110.83
2025-02-17T22:25:00Z,-0.84,0,-366.75,0,5764.06,-1.5,707.77,0.16,46.27,16.36,423.48,645.56,0.06,0,23.83,22.11,0,426.77,NA,29.34,0.01,2.35,723.77,110.83
2025-02-17T22:30:00Z,-0.2,0,-339.75,0,5755.03,-1.5,708.21,0.16,45.72,8.13,422.01,656.43,0.06,0,23.8,20.47,0,425.84,NA,29.36,0.01,2.33,723,110.83
2025-02-17T22:35:00Z,-2.24,0,-400.35,0,5810.66,-1.5,701.91,0.16,46.49,0,418.41,661.18,0.06,0,23.68,24.19,0,430.04,NA,29.13,0.01,2.36,725.41,101.42
2025-02-17T22:40:00Z,-2.29,0,-350.25,0,5731.17,-1.5,694.99,0.16,44.59,16.86,402.57,680.6,0.06,0,23.57,21.04,0,423.7,NA,28.88,0.01,2.26,721.33,105.83
2025-02-17T22:45:00Z,-2.57,0,-344.3,0,5678.48,-1.5,683.6,0.16,44.7,0,398.43,681.35,0.06,0,23.45,20.71,0,419.68,NA,28.48,0.01,2.27,722.38,102.63
2025-02-17T22:50:00Z,-25.2,0,-371.75,0,5701.1,-1.5,671.77,0.16,48.15,0.95,402.74,678.37,0.06,0,23.33,22.38,0,421.29,NA,28.05,0.01,2.45,725.3,100.88
2025-02-17T22:55:00Z,-1.55,0,-393.3,0,5695.2,-1.5,655.86,0.16,47.3,2.12,403.48,674.52,0.06,0,23.22,23.7,0,420.86,NA,27.46,0.01,2.41,723.54,103.5
2025-02-17T23:00:00Z,-5.21,0,-402.1,0,5702.24,-1.5,644.41,0.16,48.09,0.02,400.45,659.22,0.06,0,23.1,24.32,0,421.33,NA,27.07,0.01,2.45,726.45,99.75
2025-02-17T23:05:00Z,-0.39,0,-445.05,0,5668.82,-1.5,632.1,0.16,48.55,0.66,400.81,649.82,0.06,0,23.05,26.94,0,418.9,NA,26.63,0.01,2.47,726.61,107.11
2025-02-17T23:10:00Z,-0.19,0,-376.5,0,5713.66,-1.5,624.01,0.16,47.42,6.56,237.54,655.17,0.06,0,23,23.31,0,422.2,NA,26.31,0.01,2.42,743,105.85
2025-02-17T23:15:00Z,-0.2,0,-429.1,0,5714.92,-1.5,620.91,0.16,47.87,2.82,236.75,653.44,0.06,0,22.95,26.59,0,422.25,NA,26.22,0.01,2.44,743.77,99.75
2025-02-17T23:20:00Z,-0.21,0,-361.7,0,5686.47,-1.5,616.11,0.16,47.11,0.05,235.25,656.51,0.06,0,22.9,22.41,0,420.17,NA,26.02,0.01,2.4,743.54,100.1
2025-02-17T23:25:00Z,-1.25,0,-376.6,0,5693.81,-1.5,601.25,0.16,46.11,0,238.17,673.92,0.06,0,22.85,23.29,0,420.69,NA,25.5,0.01,2.35,742.37,100.88
2025-02-17T23:30:00Z,-15.44,0,-394.3,0,5669.47,-1.5,600.64,0.16,45.48,0,236.13,661.37,0.06,0,22.8,24.42,0,418.89,NA,25.48,0.01,2.31,744.96,99.75
2025-02-17T23:35:00Z,-16.1,0,-386.5,0,5652.36,-1.5,606.13,0.16,44.84,0.27,238.8,673.29,0.06,0,22.83,23.87,0,417.64,NA,25.66,0.01,2.28,742.93,100.5
2025-02-17T23:40:00Z,-1.09,0,-395.35,0,5649.3,-1.5,562.43,0.16,45.1,0.09,237.3,679.55,0.06,0,22.87,24.46,0,417.37,NA,24.1,0.01,2.29,742.58,100.48
2025-02-17T23:45:00Z,-5.03,0,-404.1,0,5619.32,-1.5,511.04,0.16,46.18,0,234.74,692.81,0.06,0,22.9,25.01,0,415.13,NA,22.24,0.01,2.35,743.47,95.83
2025-02-17T23:50:00Z,-0.18,0,-364.1,0,5558.01,-1.5,461,0.16,45.12,6.73,236.54,700.79,0.06,0,22.93,22.51,0,410.49,NA,20.42,0.01,2.29,741.95,99.75
2025-02-17T23:55:00Z,-0.2,0,-387.55,0,5616.14,-1.5,424.26,0.16,46.73,3.87,237.32,704.32,0.06,0,22.97,24.05,0,414.91,NA,19.08,0.01,2.38,744.77,100.88
2025-02-18T00:00:00Z,-0.24,0,-412.35,0,5640,-1.5,379.21,0.16,46.67,0,236.62,705.76,0.06,0,23,25.68,0,416.68,NA,17.47,0.01,2.38,747.63,99.75
2025-02-18T00:05:00Z,-0.2,0,-378.95,0,5658.81,-1.5,341.07,0.16,47.05,0.81,238.5,706.63,-0.14,0,23,23.65,0,418,NA,16.06,0.01,2.4,749.18,101.38
2025-02-18T00:10:00Z,-0.2,0,-411.75,0,5645.97,-1.5,291.68,0.16,46.72,5.36,236.8,701.86,-0.14,0,23,25.78,0,417.17,NA,14.27,0.01,2.38,751.58,99.75
2025-02-18T00:15:00Z,-0.21,0,-366,0,5633.89,-1.5,255.5,0.16,46.56,9.73,237.72,682.72,-0.14,0,23,23.01,0,416.28,NA,12.95,0.01,2.37,754.52,100.88
2025-02-18T00:20:00Z,-0.2,0,-360.9,0,5610.5,-1.5,256.49,0.16,45.48,9.32,238.29,674.69,-0.14,0,23,22.71,0,414.7,NA,13,0.01,2.31,755.19,100.37
2025-02-18T00:25:00Z,-0.23,0,-344.35,0,5590.21,-1.5,256.39,0.16,48.34,4.29,238.58,683.51,-0.14,0,23,21.64,0,413.24,NA,12.99,0.01,2.46,754.37,99.82
2025-02-18T00:30:00Z,-0.27,0,-353.4,0,5585.23,-1.5,256.55,0.16,46.62,4.58,236.63,685.82,-0.14,0,23,22.21,0,412.98,NA,13,0.01,2.37,754.43,99.75
2025-02-18T00:35:00Z,-0.19,0,-377.55,0,5527.89,-1.5,256.37,0.16,46.07,10.27,237.46,691.89,-0.14,0,22.92,23.64,0,408.6,NA,12.99,0.01,2.34,751.66,88.83
2025-02-18T00:40:00Z,-0.19,0,-357,0,5517.8,-1.5,256.12,0.16,44.83,0.09,237.25,682.48,-0.14,0,22.83,22.41,0,407.68,NA,12.98,0.01,2.28,753.37,99.75
2025-02-18T00:45:00Z,-0.18,0,-388.4,0,5569.01,-1.5,257.03,0.16,45.73,0.12,236.94,674.31,-0.14,0,22.75,24.44,0,411.54,NA,13.03,0.01,2.33,755.42,98.23
2025-02-18T00:50:00Z,-0.17,0,-407.75,0,5599.32,-1.5,255.31,0.16,44.64,2.44,239.1,663.83,-0.14,0,22.67,25.71,0,413.78,NA,12.94,0.01,2.27,756.73,99.37
2025-02-18T00:55:00Z,-0.18,0,-383,0,5555.77,-1.5,257.38,0.16,46.32,1.46,237.15,655.47,-0.14,0,22.58,24.16,0,410.56,NA,13.04,0.01,2.35,757.07,97.55
2025-02-18T01:00:00Z,-0.23,0,-393.1,0,5562.41,-1.5,256.39,0.16,45.81,7.03,237,661.42,-0.14,0,22.5,24.76,0,411.04,NA,12.99,0.01,2.33,755.95,98.1
2025-02-18T01:05:00Z,-0.19,0,-462.6,0,5576.41,-1.5,256.65,0.16,44.84,8.15,239.9,667.36,-0.14,0,22.53,29.11,0,412.17,NA,13.01,0.01,2.28,755.29,99.75
2025-02-18T01:10:00Z,-0.25,0,-454.5,0,5564.02,-1.5,257.11,0.16,44.58,0.02,237.22,675.41,-0.14,0,22.57,28.59,0,411.17,NA,13.03,0.01,2.27,755.21,98.04
2025-02-18T01:15:00Z,-2.52,0,-436.3,0,5518.93,-1.5,256.87,0.16,44.77,0,235.05,680.07,-0.14,0,22.6,27.41,0,407.9,NA,13.02,0.01,2.27,754.44,97.99
2025-02-18T01:20:00Z,-5.72,0,-386.3,0,5526.94,-1.5,255.97,0.16,44.38,0,232.63,684.29,-0.14,0,22.63,24.27,0,408.49,NA,12.97,0.01,2.25,754.79,98.63
2025-02-18T01:25:00Z,-0.27,0,-421,0,5525.69,-1.5,256.85,0.16,45.28,0.5,236.09,686.39,-0.14,0,22.67,26.42,0,408.36,NA,13.02,0.01,2.3,753.33,98.61
2025-02-18T01:30:00Z,-0.38,0,-410.35,0,5541.06,-1.5,256.28,0.16,44.68,1.08,238.93,674.94,-0.14,0,22.7,25.79,0,409.48,NA,12.99,0.01,2.27,754.55,99.75
2025-02-18T01:35:00Z,-2.18,0,-418.8,0,5557.96,-1.5,255.14,0.16,44.7,0.15,237.45,671.11,-0.14,0,22.72,26.36,0,410.73,NA,12.93,0.01,2.27,755.81,110.83
2025-02-18T01:40:00Z,-0.76,0,-424.25,0,5682.73,-1.5,256,0.16,45.73,1.3,71.56,687.56,-0.14,0,22.73,27.4,0,420.36,NA,12.97,0.01,2.33,775.38,108.75
2025-02-18T01:45:00Z,-0.2,0,-430.1,0,5670.12,-1.5,256.55,0.16,46.46,2.24,71.55,675.96,-0.14,0,22.75,27.79,0,419.02,NA,13,0.01,2.37,775.59,100.88
2025-02-18T01:50:00Z,-39.03,0,-417.5,0,5669.76,-1.5,256.62,0.16,46.4,0.82,70.09,683,-0.14,0,22.77,26.96,0,419.02,NA,13,0.01,2.36,779.94,100.88
2025-02-18T01:55:00Z,-50.19,0,-414.65,0,5662.62,-1.5,256.17,0.16,47.49,0.06,68.16,680.44,-0.14,0,22.78,26.79,0,418.44,NA,12.98,0.01,2.42,781.72,100.88
2025-02-18T02:00:00Z,-50.2,0,-407.55,0,5642.77,-1.5,256.57,0.16,46.79,0.02,64.44,675.35,-0.14,0,22.8,26.36,0,417.01,NA,13,0.01,2.38,782.52,99.75
2025-02-18T02:05:00Z,-51.53,0,-390.35,0,5631.33,-1.5,262.84,0.16,47.7,0,64.61,675.55,-0.14,0,22.73,25.23,0,416.12,NA,13.32,0.01,2.43,782.19,107.74
2025-02-18T02:10:00Z,-46.19,0,-437.8,0,5650.29,-1.5,304.91,0.16,48.5,0.02,64.65,669.45,-0.14,0,22.67,28.3,0,417.54,NA,15.47,0.01,2.47,781.52,97.63
2025-02-18T02:15:00Z,-27.2,0,-413.85,0,5570.69,-1.5,305.33,0.16,48.64,0.02,64.42,665.75,-0.02,0,22.6,26.72,0,411.69,NA,15.49,0.01,2.48,778.34,99.37
2025-02-18T02:20:00Z,-65.24,0,-385.1,0,5530.85,-1.4,304.2,0.16,49.13,0,64.5,675.42,-0.02,0,22.53,24.8,0,408.72,NA,15.44,0.01,2.5,781.27,99.75
2025-02-18T02:25:00Z,-43.15,0,-396.8,0,5574.99,-1.5,304.22,0.16,48.43,0.25,64.52,674.54,-0.02,0,22.47,25.58,0,411.92,NA,15.44,0.01,2.47,779.21,98.76
2025-02-18T02:30:00Z,-17.34,0,-389.85,0,5530.63,-1.5,303.99,0.16,47.83,0,64.77,648.07,-0.02,0,22.4,25.21,0,408.68,NA,15.42,0.01,2.44,778.44,97.55
2025-02-18T02:35:00Z,-20.47,0,-418.1,0,5524.51,-1.5,303.53,0.16,48.54,0,64.49,622.45,-0.02,0,22.23,27.14,0,408.27,NA,15.4,0.01,2.47,781.91,97.43
2025-02-18T02:40:00Z,-29.13,0,-379.7,0,5520.63,-1.5,303.85,0.16,47.87,0,64.43,622.89,-0.02,0,22.07,24.65,0,407.97,NA,15.42,0.01,2.44,782.88,97.41
2025-02-18T02:45:00Z,-32.64,0,-428.1,0,5573.88,-1.5,304.61,0.16,49.22,0.64,64.83,618.13,-0.02,0,21.9,27.83,0,411.85,NA,15.46,0.01,2.51,784.48,96.82
2025-02-18T02:50:00Z,-4.89,0,-424.25,0,5519.78,-1.5,303.75,0.16,49.51,0,64.53,619.84,-0.02,0,21.73,27.55,0,407.92,NA,15.41,0.01,2.53,780.12,96.8
2025-02-18T02:55:00Z,-0.19,0,-420.3,0,5546.44,-1.5,302.96,0.16,50.13,0.75,64.72,609.7,-0.02,0,21.57,27.34,0,409.83,NA,15.37,0.01,2.56,780.95,98.62
2025-02-18T03:00:00Z,-0.21,0,-446.7,0,5529.41,-1.5,303.25,0.16,49.82,0.02,64.78,598.49,-0.02,0,21.4,29.11,0,408.61,NA,15.39,0.01,2.54,782.17,95.83
2025-02-18T03:05:00Z,-0.2,0,-517.55,0,5564.63,-1.5,304.22,0.16,51.19,13.65,65.02,597.36,-0.02,0,21.27,33.67,0,411.09,NA,15.44,0.01,2.62,780.95,97.3
2025-02-18T03:10:00Z,-0.19,0,-492.95,0,5542.09,-1.5,304.07,0.16,52.19,7.11,65,591.29,-0.02,0,21.13,32.12,0,409.54,NA,15.43,0.01,2.67,782.27,99.75
2025-02-18T03:15:00Z,-0.2,0,-470.55,0,5566.7,-1.5,304.74,0.16,51.22,0.83,64.72,607.76,-0.02,0,21,30.63,0,411.26,NA,15.46,0.01,2.62,781.32,98.21
2025-02-18T03:20:00Z,-0.23,0,-404.4,0,5528.59,-1.5,303.57,0.16,51.43,0.02,64.65,614.51,-0.02,0,20.87,26.28,0,408.54,NA,15.4,0.01,2.63,780.21,99.75
2025-02-18T03:25:00Z,-0.22,0,-479.75,0,5565.35,-1.4,303.9,0.16,51.34,0.04,64.55,622.56,-0.02,0,20.73,31.17,0,411.22,NA,15.42,0.01,2.62,779.77,100.88
2025-02-18T03:30:00Z,-0.19,0,-482.8,0,5609.15,-1.5,305.53,0.16,51.61,0.05,64.51,631.08,-0.02,0,20.6,31.35,0,414.45,NA,15.5,0.01,2.64,779.43,99.75
2025-02-18T03:35:00Z,-1.73,0,-503.85,0,5564.13,-1.5,304.11,0.16,50.33,0,64.45,625.2,-0.02,0,20.6,32.72,0,411.19,NA,15.43,0.01,2.57,779.79,96.16
2025-02-18T03:40:00Z,-0.2,0,-496.45,0,5538.25,-1.5,304.17,0.16,49.73,5.75,64.71,636.35,-0.02,0,20.6,32.14,0,409.23,NA,15.43,0.01,2.54,777.07,99.75
2025-02-18T03:45:00Z,-0.21,0,-529.2,0,5561.78,-1.5,305.97,0.16,51.01,3.97,64.75,635.53,-0.02,0,20.6,34.29,0,410.98,NA,15.53,0.01,2.61,777.72,106.98
2025-02-18T03:50:00Z,-0.19,0,-554.4,0,5615.58,-1.5,305.93,0.16,52.6,0.4,64.5,609.04,-0.02,0,20.6,36.12,0,414.96,NA,15.52,0.01,2.69,782.12,100.88
2025-02-18T03:55:00Z,-6.09,0,-568.7,0,5602.68,-1.5,306.14,0.16,50.23,0,64.19,605.95,-0.02,0,20.6,37.07,0,414.05,NA,15.53,0.01,2.56,783.24,99.75
2025-02-18T04:00:00Z,-0.18,0,-515,0,5564.96,-1.5,306.74,0.16,51.46,2.27,64.67,601.65,-0.02,0,20.6,33.55,0,411.22,NA,15.56,0.01,2.63,781.94,100.88
2025-02-18T04:05:00Z,-0.17,0,-538.8,0,5611.4,-1.5,306.93,0.16,51.12,2.44,64.82,595.91,-0.02,0,20.63,35.16,0,414.66,NA,15.58,0.01,2.61,783.34,95.83
2025-02-18T04:10:00Z,-0.19,0,-515.35,0,5577.22,-1.5,307.07,0.16,51.02,14.14,64.88,589.48,-0.02,0,20.67,33.58,0,412.13,NA,15.58,0.01,2.61,782.16,95.83
2025-02-18T04:15:00Z,-0.22,0,-512,0,5585.5,-1.5,306.57,0.16,51.02,16.31,64.69,584.27,-0.02,0,20.7,33.41,0,413.07,NA,15.56,0.01,2.61,783.29,95.83
2025-02-18T04:20:00Z,-0.19,0,-486.05,0,5579.78,-1.5,307.63,0.16,49,11.03,64.83,587.22,-0.02,0,20.73,31.73,0,412.71,NA,15.61,0.01,2.5,783.6,96.96
2025-02-18T04:25:00Z,-0.2,0,-511.1,0,5598.07,-1.5,306.14,0.16,50.54,15.33,64.61,579.48,-0.02,0,20.77,33.41,0,414.2,NA,15.53,0.01,2.58,784.56,99.73
2025-02-18T04:30:00Z,-0.21,0,-531.4,0,5632.35,-1.5,306.39,0.16,50,39.12,64.68,576.1,-0.02,0,20.8,34.65,0,416.78,NA,15.55,0.01,2.55,782.77,99.75
2025-02-18T04:35:00Z,-0.25,0,-515.25,0,5643.09,-1.5,307.46,0.16,48.84,14.12,64.38,578,-0.02,0,20.82,33.73,0,417.68,NA,15.6,0.01,2.49,785.87,100.88
2025-02-18T04:40:00Z,-0.18,0,-550.25,0,5769.36,-1.5,306.78,0.16,50.25,22.72,64.54,573.02,-0.02,0,20.83,36.08,0,426.9,NA,15.57,0.01,2.56,787.1,108.75
2025-02-18T04:45:00Z,-0.61,0,-570.7,0,5798.08,-1.5,305.76,0.16,50.84,8.87,64.28,563.21,-0.02,0,20.85,37.57,0,428.96,NA,15.52,0.01,2.6,790.26,99.75
2025-02-18T04:50:00Z,-0.21,0,-557.6,0,5730.31,-1.5,306.75,0.16,50.31,4.63,64.3,549.25,-0.02,0,20.87,36.76,0,423.91,NA,15.57,0.01,2.57,791.29,100.88
2025-02-18T04:55:00Z,-0.2,0,-580.5,0,5765.84,-1.7,305.81,0.16,51.43,23.15,64.66,544.48,-0.02,0,20.88,38.21,0,426.5,NA,15.52,0.01,2.63,790.1,105.37
2025-02-18T05:00:00Z,-0.2,0,-570.2,0,5777.28,-1.7,304.82,0.16,50.53,3.45,64.61,530.96,-0.02,0,20.9,37.73,0,427.41,NA,15.47,0.01,2.58,794.32,104.82
2025-02-18T05:05:00Z,-0.62,0,-536.25,0,5821.23,-1.7,305.51,0.16,48.38,3.2,64.53,526.72,-0.02,0,20.93,35.53,0,430.63,NA,15.5,0.01,2.47,795.51,100.88
2025-02-18T05:10:00Z,-0.27,0,-603.65,0,5797.51,-1.7,306.58,0.16,48.83,21.81,232.43,523.93,-0.02,0,20.97,38.92,0,428.9,NA,15.56,0.01,2.49,774.06,109.73
2025-02-18T05:15:00Z,-3.38,0,-585.5,0,5818.04,-1.7,306.48,0.16,50.17,0,227.07,514.56,-0.02,0,21,37.97,0,430.45,NA,15.55,0.01,2.56,778.9,110.83
2025-02-18T05:20:00Z,-12.36,0,-583.7,0,5887.72,-1.7,306.88,0.16,49.71,0,229.84,515.78,-0.02,0,21.03,37.9,0,435.8,NA,15.57,0.01,2.54,780.97,129.95
2025-02-18T05:25:00Z,-50.21,0,-646.2,0,5998.96,-1.7,307.54,0.16,45.77,0.01,231.09,511.54,-0.02,0,21.07,42.12,0,444.52,NA,15.61,0.01,2.33,788.52,110.83
2025-02-18T05:30:00Z,-15.4,0,-721.7,0,6003.54,-1.7,306.62,0.16,47.38,0,228.84,520.02,-0.02,0,21.1,47.05,0,445.36,NA,15.56,0.01,2.41,784.5,137.76
2025-02-18T05:35:00Z,-51.1,0,-722.6,0,6066.24,-1.7,307.13,0.16,46.56,0,226.08,514.25,-0.02,5.55,21.03,47.25,0,450.3,NA,15.58,0.01,2.37,790.56,122.83
2025-02-18T05:40:00Z,-31.97,0,-711.45,0,6107.9,-1.7,307.94,0.16,47.34,0.25,230.25,518.52,-0.02,11.1,20.97,46.51,0,453.51,NA,15.63,0.01,2.41,787.31,144.58
2025-02-18T05:45:00Z,-1.48,0,-734.4,0,6157.31,-1.7,306.38,0.16,47.26,0,228.01,516.79,0.44,16.65,20.9,48.11,0,457.41,NA,15.55,0.01,2.41,784.52,139.94
2025-02-18T05:50:00Z,-0.44,0,-736.2,0,6192.31,-1.7,306.67,0.16,49.5,7.43,228.75,506.5,1.61,22.19,20.83,48.27,0,460.13,NA,15.56,0.01,2.53,784.49,130.83
2025-02-18T05:55:00Z,-0.2,0,-761.55,0,6195.57,-1.7,305.81,0.16,48.88,5.85,228.73,501.57,4.34,27.74,20.77,49.97,0,460.39,NA,15.52,0.01,2.49,784.3,129.95
2025-02-18T06:00:00Z,-3.37,0,-703.15,0,6100.07,-1.8,307.64,0.16,48.7,0,228.31,499.97,10.38,33.29,20.7,46.06,0,453.23,NA,15.61,0.01,2.48,782.68,108.75
2025-02-18T06:05:00Z,-0.87,0,-624.1,0,5981.49,-1.8,307.58,0.16,48.7,12.33,227.2,501.98,19.16,70.81,20.85,40.6,0,443.72,NA,15.61,0.01,2.48,772.56,144.61
2025-02-18T06:10:00Z,-0.61,0,-694,0,6065.82,-1.8,299.5,0.16,46.75,39.16,228.1,530.6,42.58,108.33,21,44.75,0,450.13,NA,15.2,0.01,2.38,761.55,144.61
2025-02-18T06:15:00Z,-0.32,0,-677.75,0,6092.78,-1.9,286.43,0.16,49.62,65.85,229.77,538.87,79.22,145.85,21.15,43.32,0,452.23,NA,14.53,0.01,2.53,750.79,148.35
2025-02-18T06:20:00Z,-0.19,0,-733.7,0,6107.14,-1.8,287.95,0.16,48.62,33.69,228.4,538.92,115.42,183.36,21.3,46.9,0,453.4,NA,14.6,0.01,2.48,746.63,108.75
2025-02-18T06:25:00Z,-0.68,0,-704.95,0,5959.42,-1.8,287.25,0.16,49.66,97.06,227.6,542.02,182.85,220.88,21.45,44.06,0,442,NA,14.57,0.01,2.53,726.1,108.75
2025-02-18T06:30:00Z,-0.46,0,-654.65,0,5883.49,-1.8,286.29,0.16,48.9,1.66,230.71,511.82,250.32,258.4,21.6,41.1,0,435.84,NA,14.52,0.01,2.49,725.05,97.06
2025-02-18T06:35:00Z,-0.2,0,-634.75,0,5770.24,-1.8,286.54,0.16,47.82,17.96,228.21,489.7,307.23,324.35,21.95,39.45,0,427.29,NA,14.53,0.01,2.44,710.67,84.88
2025-02-18T06:40:00Z,-0.62,0,-643.5,0,5652.13,-1.8,286.69,0.16,48.69,96.73,229.19,476.1,421.27,390.3,22.3,38.87,0,418.53,NA,14.54,0.01,2.48,684.41,79.99
2025-02-18T06:45:00Z,-0.54,0,-504.15,0,5603.24,-1.8,286.21,0.16,47.06,28.45,230.72,480.02,472.46,456.25,22.65,30.46,0,415,NA,14.52,0.01,2.4,678.7,84.88
2025-02-18T06:50:00Z,-1.62,0,-561.3,0,5562.19,-1.8,286.51,0.16,50.32,31.66,227.09,478.4,575.86,522.2,23,33.4,0,412.06,NA,14.53,0.01,2.57,662.4,73.06
2025-02-18T06:55:00Z,-0.2,0,-536.45,0,5445.51,-1.8,286.18,0.16,48.34,11.99,224.44,451,651.36,588.15,23.35,31.69,0,403.49,NA,14.51,0.01,2.46,650.82,73.06
2025-02-18T07:00:00Z,-0.2,0,-455.6,0,5328.46,-1.8,286.94,0.16,49.28,33.26,110.82,438.18,735.5,654.1,23.7,26.85,0,394.49,NA,14.55,0.01,2.51,643.05,73.06
2025-02-18T07:05:00Z,-1.23,0,-403.2,0,5150.72,-1.8,276.04,0.16,48.38,27.48,223.76,419.81,863.65,748.11,23.85,22.85,0,380.82,NA,14,0.01,2.47,611.18,95.83
2025-02-18T07:10:00Z,-1.06,0,-385.55,0,5174.32,-1.8,277.1,0.16,47.3,79.71,63.9,410.22,1023.24,842.11,24,21.73,0,382.33,NA,14.05,0.01,2.41,600.94,82.78
2025-02-18T07:15:00Z,-0.6,0,-407.55,0,5070.36,-1.8,275.69,0.16,49.66,48.37,64,388.01,1178.62,936.12,24.15,22.51,0,374.2,NA,13.98,0.01,2.54,581.31,75.96
2025-02-18T07:20:00Z,-1.82,0,-286.9,0,4903.76,-1.9,277.66,0.16,49.31,0,64.27,364.32,1205.54,1030.13,24.3,15.81,0,361.7,NA,14.08,0.01,2.52,572.01,73.97
2025-02-18T07:25:00Z,-0.29,0,-266.05,0,4879.78,-1.9,207.31,0.16,49.52,1.74,64.64,359.44,1222.27,1124.14,24.45,14.62,0,359.74,NA,10.53,0.01,2.53,562.54,58.79
2025-02-18T07:30:00Z,-2.26,0,-288.15,0,4744.46,-1.9,138.24,0.16,48.57,0,64.31,339.85,1400.84,1218.15,24.6,15.38,0,349.92,NA,7.05,0.01,2.48,538.87,11.78
2025-02-18T07:35:00Z,-1.23,0,-287.95,0,4606.05,-1.9,129.47,0.16,47,0,63.92,353.72,1539.93,1316.26,24.65,14.9,0,339.85,NA,6.61,0.01,2.39,516.07,33.32
2025-02-18T07:40:00Z,-0.21,0,-353.45,0,4442.79,-1.9,129.97,0.16,48.73,0.18,64.13,340.98,1738.13,1414.37,24.7,17.61,0,327.89,NA,6.64,0.01,2.48,489.9,0
2025-02-18T07:45:00Z,-0.21,0,-359.65,0,4436.73,-2,120.18,0.16,48.41,6.61,65.09,257.85,1676.73,1512.49,24.75,18.28,0,327.45,NA,6.14,0.01,2.47,491.27,-20.49
2025-02-18T07:50:00Z,-0.2,0,-306.4,0,4300.95,-2.2,119.67,0.16,49.92,0.06,64.93,167.68,1722.49,1610.6,24.8,15.55,0,317.51,NA,6.11,0.01,2.55,482.36,-20.49
2025-02-18T07:55:00Z,-25.93,0,-345.15,0,4245.87,-2,119.77,0.16,48.92,0.08,64.7,158.75,1852.03,1708.72,24.85,17.12,0,313.38,NA,6.12,0.01,2.49,467.49,-25.92
2025-02-18T08:00:00Z,-23.56,0,-343.95,0,4233.35,-2,119.87,0.16,46.7,1.07,65.08,160.44,1807.66,1806.83,24.9,17.15,0,312.39,NA,6.12,0.01,2.38,463.04,-15.74
2025-02-18T08:05:00Z,-68.49,0,-337.3,0,4207.05,-2,119.87,0.16,47.8,0.44,64.75,165.57,2048.52,1906.35,25.08,16.17,0,310.49,NA,6.12,0.01,2.44,445.81,-21.78
2025-02-18T08:10:00Z,-50.01,0,-334.8,0,4211.93,-2,120.58,0.16,47.18,0.51,64.92,162.04,2021.14,2005.87,25.27,16.14,0,310.9,NA,6.16,0.01,2.4,441.34,0.95
2025-02-18T08:15:00Z,-3.27,0,-404.5,0,4127.48,-2,116.84,0.16,50.27,0,64.2,182.01,2067.78,2105.38,25.45,19.18,0,304.76,NA,5.97,0.01,2.57,425.02,0
2025-02-18T08:20:00Z,-32.73,-244.02,-373.7,0,4080.36,-2,116.64,0.16,48.47,0,64.1,239.57,2144.08,2204.9,25.63,16.69,0,301.32,NA,5.96,0.01,2.47,426.5,-18.96
2025-02-18T08:25:00Z,-49.9,-243.65,-331.55,0,4029.12,-2.1,116.39,0.16,47.72,0.95,64.71,159.99,2217.54,2304.42,25.82,14.74,0,297.55,NA,5.94,0.01,2.43,420.3,-25
