date,Battery (Charging) - MW,Pumps - MW,Coal (Brown) - MW,Coal (Black) - MW,Bioenergy (Biomass) - MW,Distillate - MW,Gas (Steam) - MW,Gas (CCGT) - MW,Gas (OCGT) - MW,Gas (Reciprocating) - MW,Gas (Waste Coal Mine) - MW,Battery (Discharging) - MW,Hydro - MW,Wind - MW,Solar (Utility) - MW,Solar (Rooftop) - MW,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2025-05-28T10:00:00Z,-329.66,-762,4376.19,7359.75,26.83,7.8,63,256.17,35.27,0,41.78,0.35,776.42,4647.8,3963.58,6681.52,431.62,550.59,0.05,0.36,3.02,8.73,1.94,0,2.13,441.38,36.92
2025-05-28T10:05:00Z,-442.79,-759.76,4406.09,7380.39,27.02,7.7,63,209.63,35.69,0,42.98,20.38,753.29,4641.36,3906.95,6849.6,434.51,551.78,0.05,0.36,3.02,7.17,1.97,0,2.19,442.59,56.95
2025-05-28T10:10:00Z,-291.75,-831.14,4389,7388.19,26.92,7.8,63,232.92,19.39,0,42.83,55.79,605.73,4699.42,3938.88,7017.68,432.69,552.13,0.05,0.36,3.02,7.95,0.98,0,2.19,438.25,56.95
2025-05-28T10:15:00Z,-271,-936.27,4372.5,7375.28,26.62,7.7,62,224.29,19.65,0,42.33,21.21,578.08,4643.05,4008.84,7185.75,430.91,551.01,0.05,0.36,2.98,7.66,0.99,0,2.16,436.89,56.95
2025-05-28T10:20:00Z,-374.69,-959.53,4334.25,7315,25.31,7.6,61,204.86,19.66,0,42.9,11.24,603.04,4644.47,4015.84,7353.83,426.94,546.36,0.05,0.36,2.93,7.01,0.99,0,2.19,433.7,56.95
2025-05-28T10:25:00Z,-315.17,-957.64,4327.63,7303.58,25.01,7.7,62,205.27,19.15,0,42.66,19.41,595.35,4618.74,3855.47,7521.9,426.14,545.25,0.05,0.36,2.98,7.02,0.97,0,2.18,432.45,38.61
2025-05-28T10:30:00Z,-425.44,-959.27,4283.22,7223.85,24.69,7.6,59,205.74,19.44,0,42.54,0.24,589.76,4484.9,4024.31,7689.98,421.68,539.16,0.05,0.36,2.83,7.04,0.98,0,2.17,428.71,8.95
2025-05-28T10:35:00Z,-588.79,-959.13,4266,7208.08,24.96,7.7,42,206.19,19.28,0,42.91,1.35,572.17,4621.24,3962.7,7811.14,419.9,537.71,0.05,0.36,2.02,7.05,0.97,0,2.19,427.46,36.92
2025-05-28T10:40:00Z,-538.94,-1037.38,4306.41,7256.02,24.37,7.7,43,205.62,19.18,0,42,6.47,554.45,4658.94,3882.72,7932.3,423.73,541.21,0.05,0.36,2.06,7.04,0.97,0,2.14,428.71,20.04
2025-05-28T10:45:00Z,-601.75,-1135.47,4261.19,7178.54,24.35,7.8,40,206.06,19.66,0,39.3,0.47,545.93,4665.01,4006.23,8053.46,419.31,535.44,0.05,0.36,1.92,7.05,0.99,0,1.99,424.94,8.95
2025-05-28T10:50:00Z,-702.25,-1147.65,4194.56,7167.86,24.23,7.8,40,205.01,18.93,0,44.3,0.81,571.32,4732.63,3943.63,8174.63,412.89,534.48,0.04,0.36,1.92,7.01,0.96,0,2.26,422.32,8.95
2025-05-28T10:55:00Z,-644.15,-1146.46,4186.25,7235.16,24.74,7.8,42,205.52,18.97,0,41.85,9.69,578.34,4722.39,3760.73,8295.79,412.09,539.29,0.05,0.36,2.02,7.03,0.96,0,2.13,423.1,8.95
2025-05-28T11:00:00Z,-768.11,-1152.38,4058.28,7093.92,24.59,7.8,40,206.25,19.16,0,39.73,0,563.68,4753.24,3969.92,8416.95,399.69,528.74,0.05,0.36,1.92,7.06,0.97,0,2.02,413.95,2.03
2025-05-28T11:05:00Z,-674.68,-1150.5,3967.97,7078.02,24.59,7.7,40,206.01,19.08,0,40.41,1.7,520.46,4838.33,3745.17,8508.86,391.03,527.45,0.05,0.36,1.92,7.05,0.96,0,2.06,411.08,2.03
2025-05-28T11:10:00Z,-647.67,-1148.41,3956,7137.14,22.81,7.7,43,205.69,19.35,0,42.25,26.72,457.56,4806.18,3703.84,8600.78,389.88,531.78,0.04,0.36,2.06,7.04,0.98,0,2.15,411.69,32.81
2025-05-28T11:15:00Z,-577.61,-1148.35,3952.81,6963.14,22.66,7.8,40,205.85,19.54,0,41.82,0.1,458.57,4813.95,3865.26,8692.69,389.49,519.07,0.04,0.36,1.92,7.04,0.99,0,2.13,403.99,8.95
2025-05-28T11:20:00Z,-851.46,-1148.93,4043.16,6956.69,26.6,7.7,40,206.29,18.16,0,42.03,0.06,454.24,4797.63,3666.12,8784.6,398.29,518.67,0.05,0.36,1.92,7.06,0.97,0,2.14,412.44,8.95
2025-05-28T11:25:00Z,-709.4,-1146.27,4076.13,6997.58,31.66,7.8,43,205.59,18.35,0,40.61,13.17,450.14,4787.39,3562.28,8876.52,401.46,521.72,0.07,0.36,2.06,7.03,0.98,0,2.07,412,8.95
2025-05-28T11:30:00Z,-772.73,-1145.48,4054.72,6949.11,36.59,7.8,42,205.69,18.39,0,41.04,15.01,462.38,4793.31,3570.54,8968.43,399.31,518.3,0.08,0.36,2.02,7.04,0.98,0,2.09,409.67,20.04
2025-05-28T11:35:00Z,-735.8,-1149.98,4074.56,6807.55,36.85,7.7,40,205.21,18.19,0,41.51,0.44,459.05,4739.52,3636.45,9012.43,401.24,507.95,0.08,0.36,1.92,7.02,0.97,0,2.12,406.71,8.95
2025-05-28T11:40:00Z,-721.43,-1148.64,3947.53,6801.11,36.78,7.7,41,206.03,18.82,0,40.28,0.11,456.21,4715.61,3641.28,9056.44,389.27,507.52,0.08,0.36,1.97,7.05,1,0,2.05,402.66,20.01
2025-05-28T11:45:00Z,-723.89,-1150.94,3880.09,6776.71,36.84,7.7,40,206.75,18.31,0,38.69,0,411.96,4772.53,3745.85,9100.44,382.95,505.56,0.08,0.36,1.92,7.07,0.98,0,1.97,398.02,-16.43
2025-05-28T11:50:00Z,-533.59,-1142.78,3800.28,6988.5,36.89,-0.1,42,206.71,19.22,0,38.14,10.87,402.86,4662.58,3395.18,9144.44,375.6,521.03,0.08,0,2.02,7.07,0.97,0,1.94,402.81,8.95
2025-05-28T11:55:00Z,-600.05,-1146.51,3702.47,7017.21,37.09,-0.1,40,205.64,19.25,0,37.57,5.69,410.08,4664.98,3403.57,9188.45,366.18,523.25,0.08,0,1.92,7.04,0.97,0,1.91,400.81,20.04
2025-05-28T12:00:00Z,-596.38,-1145.6,3871.47,7081.18,36.82,-0.1,42,205.64,17.83,0,34.37,3.36,435.57,4550.59,3287.99,9232.45,382.31,528.04,0.08,0,2.02,7.04,0.95,0,1.74,408.98,20.01
2025-05-28T12:05:00Z,-539.21,-1148.48,4021.78,7073.45,37.02,0,42,204.12,18.97,0,34.95,3.93,451.01,4486.88,3154.22,9213.2,396.65,527.43,0.08,0,2.02,6.99,1.01,0,1.77,415.14,8.95
2025-05-28T12:10:00Z,-559.36,-1146.12,3964.25,7034.92,37.19,0,41,205,34.09,0,40.97,1.72,423.29,4471.65,3252.85,9193.94,391.3,524.56,0.08,0,1.97,7.01,1.76,0,2.09,412.86,8.95
2025-05-28T12:15:00Z,-532.38,-1147.8,3933.5,7035.48,37.03,0,40,206.21,35.45,0,35.67,24.78,411.51,4486.92,3172.23,9174.69,388.46,524.54,0.08,0,1.92,7.05,1.78,0,1.8,412.72,2.03
2025-05-28T12:20:00Z,-442.67,-1148.5,3898.66,7083.05,37.1,0,41,204.25,35.35,0,36.8,25.56,426.16,4439.5,3150.33,9155.44,385.03,528.01,0.08,0,1.97,6.99,1.78,0,1.86,412.31,8.95
2025-05-28T12:25:00Z,-394.67,-1146.13,3823.94,7075.84,34.69,0,41,206.46,35.32,0,35.64,1.15,423.15,4390.48,3222.69,9136.18,377.87,527.5,0.07,0,1.97,7.06,1.77,0,1.8,409.76,12.43
2025-05-28T12:30:00Z,-394.69,-1141.25,3895.25,7072.75,32.37,0,42,205.27,35.81,0,34.6,14.97,418.09,4333.31,3223.38,9116.93,384.76,527.2,0.07,0,2.02,7.02,1.8,0,1.76,412.64,8.95
2025-05-28T12:35:00Z,-337.58,-1141.9,3882.53,7110.21,32.96,0,42,228.08,19.19,0,33.17,19.9,413.71,4060.76,3252.14,9094.41,383.54,530.01,0.07,0,2.02,7.79,0.96,0,1.68,416.06,8.95
2025-05-28T12:40:00Z,-444.69,-1147.9,3792.81,6981.43,32.86,0,40,243.96,19.8,0,34.49,0,392.82,3995.61,3585.15,9071.89,374.89,520.53,0.07,0,1.92,8.32,0.99,0,1.75,409.86,2.03
2025-05-28T12:45:00Z,-389.98,-1141.98,3779.94,7055.93,33.03,0,41,204.47,19.7,0,34.98,20.17,399.28,3959.55,3530.15,9049.36,373.65,525.96,0.07,0,1.97,7,0.99,0,1.78,411.24,8.95
2025-05-28T12:50:00Z,-368.32,-1144.4,3713.78,7048.33,33.46,0,40,253.96,18.49,0,33.36,11.42,428.35,3983.21,3501.02,9026.84,367.16,525.36,0.07,0,1.92,8.65,0.98,0,1.69,408.96,8.95
2025-05-28T12:55:00Z,-393.36,-1147.91,3623.69,7000.09,34.56,0,40,240.28,19.2,0,33.31,0.1,440.78,4012.88,3672.79,9004.32,358.5,521.84,0.08,0,1.92,8.2,0.96,0,1.69,403.24,8.95
2025-05-28T13:00:00Z,-258.65,-1144.27,3641.88,7052.95,35.67,0,41,229.67,19.43,0,33.71,16.43,434.33,3801.3,3669.63,8981.8,360.21,525.64,0.08,0,1.97,7.84,0.98,0,1.71,405.99,8.95
2025-05-28T13:05:00Z,-275.31,-1147.18,3521.69,6962.53,36.21,0,40,218.58,19.49,0,37.84,2.1,410.24,3744.59,4062.52,8902.24,348.64,519.04,0.08,0,1.92,7.47,0.98,0,1.93,397.98,0.01
2025-05-28T13:10:00Z,-330.47,-958.07,3386.56,6945.69,35.76,7.8,40,204.17,19.14,0,34.96,6.35,419.16,3799.1,4082.75,8822.69,335.74,517.76,0.08,0.36,1.92,6.99,0.96,0,1.77,391.73,8.95
2025-05-28T13:15:00Z,-244.38,-953.88,3419.16,6945.02,36.86,7.1,40,206.66,19.18,0,38.68,16.19,424.22,3823.78,3940.23,8743.13,338.74,517.71,0.08,0.33,1.92,7.07,0.96,0,1.96,393.98,8.95
2025-05-28T13:20:00Z,-253.67,-956.27,3433.91,6933.79,37.33,7.1,40,219.81,18.53,0,37.69,0.42,425.5,3768.34,4121.16,8663.57,340.13,516.91,0.09,0.33,1.92,7.51,0.93,0,1.91,393.88,14.43
2025-05-28T13:25:00Z,-285.61,-958.34,3442.53,6880.86,37.03,7.1,40,223.44,18.63,0,36.06,0,445.9,3742.28,4247.29,8584.01,341.01,512.95,0.08,0.33,1.92,7.63,0.94,0,1.83,393.04,8.95
2025-05-28T13:30:00Z,-246.87,-952.55,3527.88,6921.36,37.4,7.9,41,227.56,18.74,0,37.78,6.33,446.06,3698.15,4132.24,8504.45,349.23,515.95,0.09,0.36,1.97,7.77,0.94,0,1.92,399.08,8.95
2025-05-28T13:35:00Z,-167.48,-954.34,3544.72,6927.77,36.9,7.9,40,210.94,18.22,0,37.6,14.47,453.98,3659.67,4236.47,8375.21,350.89,516.4,0.08,0.36,1.92,7.21,0.92,0,1.91,399.22,8.95
2025-05-28T13:40:00Z,-203.92,-755.92,3571.5,6972.16,37.19,7.8,41,229.04,18.41,0,35.52,7.78,437.9,3612.68,4011.72,8245.97,353.37,519.59,0.08,0.36,1.97,7.88,0.93,0,1.8,404.72,8.95
2025-05-28T13:45:00Z,-245.27,-754.27,3630.47,7007.56,37.29,7.9,41,248.09,18.36,0,35.12,9.32,422.81,3604.19,4063.03,8116.72,359.1,522.24,0.09,0.36,1.97,8.51,0.92,0,1.78,409.25,8.95
2025-05-28T13:50:00Z,-228.02,-753.49,3553.91,6975.05,36.78,7.9,42,269.37,18.86,0,36.26,1.59,426.31,3603.95,4180.29,7987.48,351.67,519.82,0.08,0.36,2.02,9.24,0.95,0,1.84,406.44,8.95
2025-05-28T13:55:00Z,-245.63,-758.32,3577.59,6968.23,37.02,7.8,41,326.15,18.63,0,37.59,0,488.06,3698.01,4242.25,7858.23,353.89,519.3,0.08,0.36,1.97,11.18,0.94,0,1.91,405.96,8.95
2025-05-28T14:00:00Z,-246.03,-758.82,3595.91,6951.4,37.09,7.9,40,280.23,18.92,0,36.99,0.01,475.97,3708.46,4375.04,7728.99,355.86,518.03,0.08,0.36,1.92,9.64,0.95,0,1.87,406.24,8.95
2025-05-28T14:05:00Z,-248.69,-758.16,3544.5,6954.44,37.68,7.9,40,245.95,18.91,0,36.62,0.19,485.46,3725.39,4599.03,7565.25,350.87,518.23,0.09,0.36,1.92,8.5,0.95,0,1.86,403.49,8.95
2025-05-28T14:10:00Z,-199.39,-752.9,3586.13,6973.51,37.18,7.8,41,285.54,18.7,0,38.41,46.66,517.78,3714.07,4540.74,7401.52,354.87,519.67,0.08,0.36,1.97,9.93,0.94,0,1.95,406.65,20.01
2025-05-28T14:15:00Z,-164.22,-757.34,3701.91,6953.52,37.21,7.8,40,342.5,18.38,0,37.36,0.09,510.18,3704.35,4505.57,7237.78,365.88,518.2,0.08,0.36,1.92,12,0.92,0,1.9,413.19,36.66
2025-05-28T14:20:00Z,-249.83,-756.34,3820.59,6996.56,36.81,7.7,40,409.13,18.63,0,37.16,0,541.83,3734.76,4459.3,7074.05,377.16,521.37,0.08,0.36,1.92,14.26,0.94,0,1.89,420.92,20.04
2025-05-28T14:25:00Z,-240.78,-757.65,3915.84,7052.86,31.71,7.7,56,449.26,19.14,0,37.95,19.81,542.39,3758.87,4321.35,6910.31,386.36,525.56,0.07,0.36,2.69,15.63,0.96,0,1.93,428.81,20.01
2025-05-28T14:30:00Z,-155.44,-754.35,3998.84,7147.04,22.81,7.8,46,408.41,18.71,0,36.94,36.88,521.88,3728.68,4364.49,6746.57,394.54,532.62,0.04,0.36,2.21,14.28,0.94,0,1.87,434.09,53.99
2025-05-28T14:35:00Z,-158.45,-752.9,4097.47,7259.96,22.09,7.8,42,391.85,18.92,0,38.53,32.61,578.88,3778.13,4256.47,6517.62,403.9,541.15,0.04,0.36,2.02,13.72,0.95,0,1.95,442.74,61.98
2025-05-28T14:40:00Z,-120.66,-752.46,4180.69,7436,22.56,7.9,45,461.75,18.74,0,37.56,42.05,631.2,3805.11,4063.25,6288.67,412.09,554.51,0.04,0.36,2.16,16.2,0.94,0,1.9,453.18,67.51
2025-05-28T14:45:00Z,-71.53,-754.71,4149.69,7608.6,23.47,7.8,40,442.42,19.12,0,38.79,3.55,768.87,3765.02,4014.48,6059.71,409.27,567.61,0.04,0.36,1.92,15.54,0.96,0,1.97,458.43,62.98
2025-05-28T14:50:00Z,-82.11,-758.61,4155.13,7812.34,23.33,7.8,40,497,18.84,0,38.33,36.12,638.76,3734.2,4046.92,5830.76,410.11,582.82,0.04,0.36,1.92,17.38,0.95,0,1.94,468,58.8
2025-05-28T14:55:00Z,-114.8,-565.17,4166.78,7969.2,23.02,7.8,40,502.94,18.97,0,38.34,41.62,650.92,3729.57,3976.3,5601.8,411.48,594.37,0.04,0.36,1.92,17.66,0.95,0,1.95,473.21,67.39
2025-05-28T15:00:00Z,-48.14,-566.52,4098.72,8173.09,22.62,7.8,40,442.33,18.75,0,37.76,0.11,760.81,3715.16,3868.67,5372.85,405.04,609.47,0.04,0.36,1.92,15.91,0.94,0,1.91,479,96.48
2025-05-28T15:05:00Z,-101.54,-563.15,4205.06,8432.14,24.45,7.9,43,506.59,18.47,0,38.16,31.07,864.63,3681.71,3683.48,5126.04,415.2,628.7,0.04,0.36,2.06,17.7,0.93,0,1.93,492.47,75.85
2025-05-28T15:10:00Z,-40.82,-482.68,4118.75,8560.96,24.43,7.8,40,593.31,19.04,0,38.45,14.08,854.68,3645.95,3704.13,4879.22,407,638.6,0.04,0.36,1.92,20.72,0.96,0,1.95,494.99,132.72
2025-05-28T15:15:00Z,-67.52,-484.26,4173.66,8652.62,24.59,7.8,42,665.58,45.05,0,36.19,12.38,967.39,3562.45,3632.58,4632.41,412.1,645.98,0.04,0.36,2.02,23.24,2.54,0,1.84,504.09,132.72
2025-05-28T15:20:00Z,-5.56,-483.7,4151.88,8794.49,24.49,7.8,42,685.98,49.54,0,37.24,39.58,993.87,3587.76,3562.51,4385.59,410.11,657.3,0.04,0.36,2.02,23.91,2.81,0,1.9,509.45,142.86
2025-05-28T15:25:00Z,-93.24,-240.87,4143.44,8848.65,26.64,7.9,43,686.04,48.45,0,36.6,107.87,1109.61,3542.96,3494.58,4138.78,409.38,661.53,0.05,0.36,2.06,23.93,2.81,0,1.86,510.56,132.72
2025-05-28T15:30:00Z,-93.43,-242.47,4186.28,9069.63,26.8,0,43,735.43,49.87,0,34.57,155.34,1296.06,3491.58,3325.74,3891.96,413.37,678.03,0.05,0,2.06,25.6,2.83,0,1.76,519.22,149.31
2025-05-28T15:35:00Z,-93.75,-241.54,4149.41,9391.61,27.72,0,44,813.27,48.7,0,37.37,201.75,1487.75,3457.82,2965.09,3659.11,409.97,702.61,0.05,0,2.11,28.25,2.83,0,1.91,530.77,145.44
2025-05-28T15:40:00Z,-3.56,0,4201.5,9609.47,27.43,0,42,800.54,48.93,0,37.51,72.15,1441.82,3341.75,2839.35,3426.25,414.7,718.9,0.05,0,2.02,27.84,2.84,0,1.91,541.58,145.07
2025-05-28T15:45:00Z,-51.73,0,4226.56,9932.34,27.86,0,41,857.91,48.84,0,39.66,63.38,1460.68,3433.56,2704.95,3193.39,417.14,743.52,0.05,0,1.97,29.91,2.84,0,2.01,553.12,117.36
2025-05-28T15:50:00Z,-4.05,0,4244.44,10148.35,27.88,0,43,984.6,49.94,0,40.37,162.47,1423.48,3526.64,2425.7,2960.53,418.81,759.87,0.05,0,2.06,34.32,2.84,0,2.05,562.35,139
2025-05-28T15:55:00Z,-10.71,0,4233.97,10352.94,27.77,-0.1,40,1223.37,57.48,0,40.13,47.42,1574.93,3595.05,2132.31,2727.67,417.77,775.93,0.05,0,1.92,42.19,3.31,0,2.04,572.86,139
2025-05-28T16:00:00Z,-3.98,0,4280.69,10546.16,27.3,-0.1,42,1284.09,73.16,0,40.65,94.63,1724.34,3600.18,1912.61,2494.82,422.3,790.51,0.05,0,2.02,44.19,4.17,0,2.06,581.38,143.79
2025-05-28T16:05:00Z,-46.51,0,4299.75,10875.96,27.68,-0.1,42,1297.18,80.12,0,40.68,187.53,1820.25,3531.08,1766.64,2284.92,424.11,815.62,0.05,0,2.02,44.66,4.51,0,2.06,592.06,139
2025-05-28T16:10:00Z,-100.93,0,4303.81,11130.34,26.41,-0.1,57,1310.88,103.4,0,40.98,158.77,1964.61,3500.06,1621.36,2075.03,424.5,835.1,0.05,0,2.73,45.16,5.99,0,2.08,602.76,143.79
2025-05-28T16:15:00Z,-30.39,0,4317.47,11259.45,23.92,0,77,1333.52,185.13,0,39.97,225.43,2021.72,3443.62,1500.48,1865.14,425.84,844.4,0.04,0,3.69,46,9.72,0,2.03,608.51,212.12
2025-05-28T16:20:00Z,-9.31,0,4330,11227.13,23.52,0,96,1416.68,312.38,0,39.15,226.87,2146.75,3497,1310.85,1655.25,427.02,841.44,0.04,0,4.61,48.89,15.86,0,1.99,611.99,160.95
2025-05-28T16:25:00Z,-104.3,0,4384.22,11169.11,23.32,0,115,1471.38,453.89,0,40.45,219.34,2382.94,3621.15,1100.06,1445.35,432.31,836.61,0.04,0,5.52,50.82,22.86,0,2.06,615.55,151.29
2025-05-28T16:30:00Z,-10.53,0,4406.81,11127.72,23.74,0,135,1441.44,645.55,0,41.17,388.88,2489,3621.91,902.76,1235.46,434.5,833.34,0.04,0,6.48,49.92,32.24,0,2.09,616.4,108.77
2025-05-28T16:35:00Z,-81.87,0,4373.25,11093.22,23.71,0,115,1454.7,761.22,0,40.88,78.08,3409.4,3579.91,705.28,1088.65,431.14,830.51,0.04,0,5.52,50.44,38.55,0,2.07,611.8,147.61
2025-05-28T16:40:00Z,-35.15,0,4363.19,11069.3,23.61,0,130,1512.54,976.51,0,38.32,261.15,3234.44,3609.66,526.45,941.84,430.21,829.16,0.04,0,6.24,52.43,48.71,0,1.94,616.27,157.17
2025-05-28T16:45:00Z,-62.65,0,4415.09,11121.87,23.93,0,154,1506.04,1160.92,0,39.5,385.8,3487.31,3354.11,437.6,795.02,435.35,833.89,0.04,0,7.39,52.22,57.51,0,2,621.25,223.37
2025-05-28T16:50:00Z,-5.87,0,4410.22,11210.95,23.85,0,171,1610.83,1359.63,0,41.08,440.87,3447.29,3275.09,310.87,648.21,434.85,840.86,0.04,0,8.21,55.74,67.07,0,2.08,627.45,189.24
2025-05-28T16:55:00Z,-10.04,0,4389.28,11220.46,23.73,20.2,189,1632.31,1490.1,0,39.77,530.21,3435.63,3245.03,218.59,501.4,432.8,841.86,0.04,0.93,9.07,56.44,73.32,0,2.02,631.29,132.72
2025-05-28T17:00:00Z,-9.33,0,4386.13,11220.4,23.63,20.1,173,1535.8,1683.12,0,39.96,441.91,3673.7,3269.79,157.9,354.58,432.49,841.55,0.04,0.93,8.3,53.21,83.23,0,2.03,632.59,170.23
2025-05-28T17:05:00Z,-8.63,0,4386.5,11187.66,23.73,20.1,190,1625.98,1808.16,0,39.5,337.42,3838.78,3236.48,116.68,305.74,432.52,839.04,0.04,0.93,9.12,56.23,89.69,0,2,632.83,161.17
2025-05-28T17:10:00Z,-5.92,0,4408.69,11203.71,23.64,20.3,198,1633.57,1884.2,136.32,37.41,406.03,3751.17,3198.3,77.01,256.89,434.66,840.09,0.04,0.94,9.5,56.39,93.65,6.7,1.89,636.31,161.17
2025-05-28T17:15:00Z,-4.99,0,4419.09,11254.2,23.62,-0.1,199,1702.88,1817.38,175.02,40.83,484.29,3898.19,3227.13,54.35,208.05,435.68,843.43,0.04,0,9.55,58.56,90.58,8.6,2.07,632.11,159.1
2025-05-28T17:20:00Z,-3.41,0,4418.56,11303.95,23.72,44.9,200,1638.11,1920.55,175.13,38.6,592.05,3939.62,3244.53,34.58,159.2,435.64,847.05,0.04,3.94,9.6,56.39,96.29,8.61,1.95,631.59,165.54
2025-05-28T17:25:00Z,-3.66,0,4427.53,11305.59,23.74,91.9,200,1681.9,1952.66,174.17,39.24,507.02,4287.81,3211.82,25.63,110.36,436.53,847.55,0.04,8.05,9.6,57.86,98.23,8.56,1.99,628.51,164.91
2025-05-28T17:30:00Z,-5.24,0,4419.13,11501.68,22.74,91.9,200,1661.61,1973.91,175.75,40.76,604.18,4416.75,3184.81,15.01,61.51,435.7,862.42,0.04,8.05,9.6,57.17,99.62,8.64,2.06,627.53,177.26
2025-05-28T17:35:00Z,-10.96,0,4384.63,11523.55,22.7,89,197,1748.77,2031.23,173.72,36.09,599.15,4407.79,3244.8,9.18,51.68,432.31,864.34,0.04,7.79,9.45,60.1,102.4,8.54,1.82,625.83,161.17
2025-05-28T17:40:00Z,-5.43,0,4401.94,11594.4,22.57,91,198,1653.76,2032.7,173.8,41.23,749.84,4398.92,3293.99,5.81,41.84,434.01,869.78,0.04,7.96,9.5,56.92,102.59,8.54,2.09,623.72,163.25
2025-05-28T17:45:00Z,-5.27,0,4397.84,11667.56,22.38,90,198,1695.6,2029.78,173.92,38.47,734.77,4466.58,3292.66,5.16,32.01,433.62,875.56,0.04,7.87,9.5,58.32,102.27,8.55,1.95,623.18,160.51
2025-05-28T17:50:00Z,-5.17,0,4419.66,11818.75,22.12,92,200,1703.02,1973.33,174.46,38.89,762.95,4450.24,3314.77,3.93,22.17,435.76,886.73,0.04,8.05,9.6,58.56,99.29,8.57,1.97,624.43,170.23
2025-05-28T17:55:00Z,-11.2,0,4350.53,11757.04,22.23,107.2,195,1672.09,1947.89,172.75,39.04,662.28,4623.27,3385.6,2.12,12.34,428.97,882.38,0.04,8.54,9.36,57.54,97.94,8.49,1.97,620.04,139
2025-05-28T18:00:00Z,-10.9,0,4411.28,11839.73,22.26,91,197,1673.79,1935.36,175.01,37.85,772.15,4404.71,3497.93,1.18,2.5,434.99,888.42,0.04,7.96,9.45,57.61,97.47,8.6,1.91,622.27,166.15
2025-05-28T18:05:00Z,-7.69,0,4379.69,11788.7,22.41,89,197,1668.76,1921.82,173.19,37.63,625.49,4651.96,3444.56,1.14,2.09,431.9,884.32,0.04,7.79,9.45,57.43,96.74,8.51,1.91,619.99,132.72
2025-05-28T18:10:00Z,-5.47,0,4384.66,11769.24,22.11,44,187,1587.9,1917.92,173.72,37.94,541.51,4588.33,3681.9,1.14,1.67,432.39,882.96,0.04,3.85,8.97,54.85,96.63,8.54,1.92,618.03,110.39
2025-05-28T18:15:00Z,-6.81,0,4387.88,11799.93,22.32,44,170,1572.09,2106,80.49,38.33,391.8,4599.26,3790.69,1.18,1.25,432.67,885.2,0.04,3.85,8.16,54.37,105.47,3.96,1.94,618.93,111.2
2025-05-28T18:20:00Z,-6.08,0,4410.03,11799.9,22.19,46,149,1505.47,2211.4,81.45,39.24,417.14,4582.38,3762.68,1.62,0.83,434.81,885.22,0.04,4.02,7.15,52.15,110.45,4,1.98,620.12,108.97
2025-05-28T18:25:00Z,-5.48,0,4397.91,11840.87,22.39,44,126,1499.31,2213.91,79.39,39.64,460.52,4517.38,3775.52,1.1,0.42,433.67,888.12,0.04,3.85,6.05,51.95,110.55,3.9,2.01,620.47,99.12
2025-05-28T18:30:00Z,-5.29,0,4395.47,11885,22.38,45,105,1500.78,2217.97,81.71,37.59,472.92,4389.92,3906.48,1.34,0,433.43,891.4,0.04,3.94,5.04,51.99,110.75,4.02,1.9,620.52,99.12
2025-05-28T18:35:00Z,-5.9,0,4395.91,11846.18,22.24,44.9,119,1511.26,2212.27,171.92,39.35,471.72,4262.84,3852.21,1.3,0,433.45,888.34,0.04,3.94,5.71,52.34,110.47,8.45,1.99,623.82,132.72
2025-05-28T18:40:00Z,-6.91,0,4390.56,12007.27,22.25,5.9,139,1568.33,2080.06,172.52,39.63,642.88,3869.74,3903.97,1.28,0,432.93,900.51,0.04,0.52,6.67,54.2,103.38,8.48,2.01,627.84,139
2025-05-28T18:45:00Z,-5.27,0,4409.63,12153.69,22.47,-0.1,157,1654.54,1948.87,176.47,39.29,590.89,3793.29,3886.1,1.14,0,434.78,911.52,0.04,0,7.53,57.1,96.49,8.67,1.99,631.94,143.79
2025-05-28T18:50:00Z,-5.07,0,4414.38,12232.34,22.18,-0.1,179,1712.14,1957.22,175.05,38.4,570.12,3669.86,3857.92,1.1,0,435.25,917.44,0.04,0,8.59,58.89,96.77,8.6,1.95,635.93,143.79
2025-05-28T18:55:00Z,-5.5,0,4395.22,12227.94,22.21,-0.1,195,1766.35,1916.32,172.99,38.13,539.74,3639.46,3846.14,1.31,0,433.36,917.13,0.04,0,9.36,60.56,94.63,8.5,1.93,636.62,141.73
2025-05-28T19:00:00Z,-5.25,0,4400.5,12235.06,22.34,-0.1,197,1810.75,1870.22,173.89,37.23,514.32,3609.77,3851.82,1.1,0,433.9,917.7,0.04,0,9.45,61.91,92.33,8.55,1.88,637.54,139
2025-05-28T19:05:00Z,-6.41,0,4397.28,12240.82,21.48,-0.1,198,1834.84,1814.97,174.33,37.61,512.8,3570.87,3850.68,1.1,0,433.58,918.22,0.04,0,9.5,62.65,89.6,8.57,1.9,638.39,147.5
