date,Battery (Charging) - MW,Pumps - MW,Coal (Brown) - MW,Coal (Black) - MW,Bioenergy (Biomass) - MW,Distillate - MW,Gas (Steam) - MW,Gas (CCGT) - MW,Gas (OCGT) - MW,Gas (Reciprocating) - MW,Gas (Waste Coal Mine) - MW,Battery (Discharging) - MW,Hydro - MW,Wind - MW,Solar (Utility) - MW,Solar (Rooftop) - MW,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2025-06-03T01:55:00Z,-378.29,-80.34,4131.56,11464.08,-12.77,0,60,598.37,43.89,89.65,52.78,7.76,1368.37,2926.63,0.87,0,404.55,851.75,0.02,0,2.88,20.95,2.2,4.41,2.72,763.29,89.1
2025-06-03T02:00:00Z,-404.89,-80.75,4095.22,11448.68,-11.97,0,57,592.18,43.7,87.28,53.52,0.28,1219.53,2994.69,0.87,0,401.04,850.63,0.02,0,2.73,20.73,2.19,4.29,2.76,766.98,75
2025-06-03T02:05:00Z,-371.15,-80.44,4133.5,11368.33,-12.87,0,62,579.13,43.8,90.1,53.3,7.51,1187.13,2978.44,0.87,0,404.8,845,0.02,0,2.98,20.29,2.2,4.43,2.74,767.95,93.58
2025-06-03T02:10:00Z,-268.41,-80.64,4138.72,11500.77,-12.27,0,65,591.47,44.01,49.24,53.08,41.09,1034.71,2896.49,0.87,0,405.22,854.97,0.02,0,3.12,20.71,2.21,2.42,2.73,772.75,117.69
2025-06-03T02:15:00Z,-282.45,-80.64,4111.59,11635.39,-12.08,0,59,620.65,43.77,47.61,52.72,7.2,945.95,2882.48,0.87,0,402.55,865.39,0.02,0,2.83,21.68,2.2,2.34,2.72,778.59,112.61
2025-06-03T02:20:00Z,-296.52,-80.44,4118.16,11634.81,-11.98,0,59,594.57,43.9,48.4,53.05,45.48,920.76,2895.59,0.87,0,403.22,865.5,0.02,0,2.83,20.81,2.2,2.38,2.73,778.82,111.67
2025-06-03T02:25:00Z,-293.18,-80.75,4089.41,11574.44,-11.09,0,57,592.18,44.27,47.36,53.05,12.89,901.58,2825.07,0.87,0,400.4,861.21,0.02,0,2.73,20.72,2.22,2.33,2.73,782.74,107.03
2025-06-03T02:30:00Z,-243.61,-80.34,4135,11405.37,-10.55,0,65,598.4,43.36,49.23,52.99,93.7,934.96,2797.31,0.87,0,404.86,848.02,0.02,0,3.12,20.95,2.18,2.42,2.73,776.72,112.47
2025-06-03T02:35:00Z,-264.95,-80.64,4110.75,11510.82,-10.66,0,59,591.63,43.46,48.17,53.17,52.66,907.44,2765.65,0.87,0,402.46,856,0.02,0,2.83,20.71,2.18,2.37,2.74,781.9,112.35
2025-06-03T02:40:00Z,-252.79,-80.44,4105.19,11458.69,-10.36,0,61,592.28,43.56,48.46,53.82,32.48,906.23,2751.55,0.87,0,401.93,852.22,0.02,0,2.93,20.73,2.19,2.38,2.77,782.43,110.01
2025-06-03T02:45:00Z,-248.57,-80.34,4119.28,11446.79,-10.75,0,61,595.74,43,47.84,53.75,27.47,912.56,2702.36,0.87,0,403.34,851.3,0.02,0,2.93,20.85,2.16,2.35,2.77,784.33,108.42
2025-06-03T02:50:00Z,-267.89,-80.23,4131.75,11388.72,-10.15,0,63,595.63,43.79,49.71,53.65,44.22,946.03,2679.25,0.87,0,404.56,846.65,0.02,0,3.02,20.85,2.2,2.44,2.76,783.68,104.34
2025-06-03T02:55:00Z,-165.22,-80.75,4106.91,11345.28,-10.15,-0.1,57,591.22,43.46,47.55,53.28,13.17,931.87,2667.34,0.87,0,402.1,843.9,0.02,0,2.73,20.69,2.18,2.34,2.74,781.59,103.59
2025-06-03T03:00:00Z,-121.69,-80.34,4118.97,11221.75,-10.55,-0.1,59,596.8,43.6,48.34,53.62,21.99,950.88,2668.7,0.87,0,403.29,834.12,0.02,0,2.83,20.89,2.19,2.38,2.76,777.74,104.39
2025-06-03T03:05:00Z,-173.82,-80.64,4096.13,11295.58,-10.55,-0.1,57,592.36,43.56,47.26,53.23,0.59,941.97,2704.73,0.87,0,401.06,840.42,0.02,0,2.73,20.73,2.19,2.32,2.74,780.17,103.35
2025-06-03T03:10:00Z,-131.03,-80.44,4115.22,11219.16,-10.56,-0.1,60,593.2,43.28,48.05,53.03,12.66,916.41,2702.99,0.87,0,402.92,834.17,0.02,0,2.88,20.76,2.17,2.36,2.73,778.61,104.25
2025-06-03T03:15:00Z,-178.49,-80.54,4110.69,11333.33,-9.96,0,59,592.87,43.46,47.36,53.15,6.96,915.74,2645.82,0.87,0,402.48,842.83,0.02,0,2.83,20.75,2.18,2.33,2.74,783.72,117.72
2025-06-03T03:20:00Z,-413.53,-80.75,4100.19,11449.36,-10.56,0,58,604.3,43.27,47.46,52.81,0.31,946.11,2606.33,0.87,0,401.47,851.66,0.02,0,2.78,21.13,2.17,2.33,2.72,794.24,111.75
2025-06-03T03:25:00Z,-398.51,-80.75,4101.81,11450.98,-10.67,0,58,592.83,44.02,47.81,53.18,0.49,896.29,2628.72,0.87,0,401.61,851.76,0.02,0,2.78,20.75,2.21,2.35,2.74,794.97,112.03
2025-06-03T03:30:00Z,-369.11,-80.75,4105.25,11448.36,-10.67,0,58,593.11,44.05,47.39,53.97,8.58,914.13,2620.62,0.87,0,401.87,851.6,0.02,0,2.78,20.76,2.21,2.33,2.78,793.06,106.59
2025-06-03T03:35:00Z,-257.09,-80.75,4079.94,11349.88,-10.46,0,58,590.93,43.59,47.46,53.37,0.44,913.27,2637.87,0.87,0,399.3,844.47,0.02,0,2.78,20.68,2.19,2.33,2.75,787.25,113.33
2025-06-03T03:40:00Z,-359.81,-80.44,4095.63,11515.74,-10.26,0,61,597.22,43.3,47.87,53.25,0.99,952.48,2712.47,0.87,0,400.71,856.82,0.02,0,2.93,20.9,2.17,2.35,2.74,787.75,116.36
2025-06-03T03:45:00Z,-407.15,-80.85,4051.59,11511.93,-10.15,0,58,621.71,43.46,47.47,53.55,0.31,946.74,2712.18,0.87,0,396.32,857.03,0.02,0,2.78,21.71,2.18,2.33,2.76,788.84,116.84
2025-06-03T03:50:00Z,-605.14,-80.75,4040.38,11573.82,-10.95,0,57,660.4,43.95,46.75,52.84,0.43,955.56,2779.7,0.87,0,395.13,862.02,0.02,0,2.73,23.01,2.21,2.3,2.72,793.33,110.66
2025-06-03T03:55:00Z,-540.44,-80.75,4045.66,11493.65,-11.27,0,58,606.38,43.49,47.82,53.03,0.34,957.29,2851.21,0.87,0,395.51,855.3,0.02,0,2.78,21.21,2.18,2.35,2.73,787.95,113.24
2025-06-03T04:00:00Z,-585.33,-80.75,4011.81,11459,-10.68,-0.1,56,589.82,43.93,47.59,53.42,0.44,946.31,2855.63,0.87,0,392.12,852.87,0.02,0,2.69,20.64,2.21,2.34,2.75,789.54,104.77
2025-06-03T04:05:00Z,-537.33,-80.54,4045.03,11331.91,-11.08,-0.1,61,595.28,43.37,49.58,53.61,2.09,994.36,2921.77,0.87,0,395.26,842.75,0.02,0,2.93,20.84,2.18,2.44,2.76,782.24,93.12
2025-06-03T04:10:00Z,-388.26,-80.64,4053.09,11392.26,-11.18,-0.1,63,598.49,43.34,49.84,53.46,7.54,992.6,2940.11,0.87,0,396.02,847.35,0.02,0,3.02,20.95,2.18,2.45,2.75,775.92,121.88
2025-06-03T04:15:00Z,-417.2,-80.75,4023.09,11481.15,-11.08,-0.1,58,594.96,43.17,47.44,52.98,0.33,998.64,2981.38,0.87,0,393.08,854.53,0.02,0,2.78,20.82,2.17,2.33,2.73,775.89,110
2025-06-03T04:20:00Z,-305.64,-80.85,4027.78,11412.88,-10.17,-0.1,59,592.53,43.29,47.9,53.48,1.47,964.87,3015.4,0.87,0,393.53,849.36,0.02,0,2.83,20.74,2.17,2.35,2.75,771.09,110
2025-06-03T04:25:00Z,-343.36,-80.85,4018.03,11411.25,-10.57,-0.1,58,590.89,43.24,47.2,52.77,0.31,966.6,3015.25,0.87,0,392.59,849.36,0.02,0,2.78,20.68,2.17,2.32,2.72,772.49,119.69
2025-06-03T04:30:00Z,-404.14,-80.75,4022.5,11480.25,-10.67,-0.1,57,636.06,42.83,48.05,53.35,0.38,964.87,3059.73,0.87,0,393.02,854.9,0.02,0,2.73,22.2,2.15,2.36,2.75,773.09,121.73
2025-06-03T04:35:00Z,-473.47,-80.95,4005.47,11415.42,-10.78,-0.1,82.38,661.97,42.82,47.21,53.43,0.36,989.99,3132.04,0.87,0,391.36,849.97,0.02,0,3.88,23.06,2.15,2.32,2.75,770.44,90
2025-06-03T04:40:00Z,-339.62,-80.85,4022.81,11293.57,-11.07,0,100.88,608.31,43.1,47.18,52,0.47,1008.36,3227.68,0.87,0,393.1,840.64,0.02,0,4.72,21.27,2.16,2.32,2.68,761.14,109.21
2025-06-03T04:45:00Z,-413.35,-80.75,4024.75,11400.43,-10.88,0,120.25,591.58,43.13,47.23,51.56,0.33,997.26,3268.39,0.87,0,393.23,848.57,0.02,0,5.6,20.7,2.17,2.32,2.66,763.6,107.33
2025-06-03T04:50:00Z,-447.18,-80.54,4012.91,11368.9,-10.27,0,136.13,590.78,42.69,48.39,51.75,0.45,997.63,3305.03,0.87,0,392.1,846.27,0.02,0,6.32,20.67,2.14,2.38,2.67,762.88,90
2025-06-03T04:55:00Z,-291.87,-80.44,3999.31,11250.98,-10.18,0,151.75,592.62,43.51,47.65,52.21,0.29,979.39,3375.59,0.87,0,390.77,837.3,0.02,0,7.02,20.74,2.18,2.34,2.69,753.63,92.41
2025-06-03T05:00:00Z,-368.18,-80.44,4026.72,11287.8,-10.28,0,160,593.87,43.13,47.96,52.47,0.34,1004.6,3487.42,0.87,0,393.4,840.06,0.02,0,7.4,20.79,2.17,2.36,2.71,752.08,106.89
2025-06-03T05:05:00Z,-471.32,-80.64,4013.44,11398.4,-10.18,0,157.25,592.32,42.81,47.23,51.53,0.37,1007,3621.22,0.87,0,392.16,848.72,0.02,0,7.27,20.73,2.15,2.32,2.66,751.7,85.43
2025-06-03T05:10:00Z,-560.33,0,4047.25,11345.67,-10.46,0,180.25,589.34,42.59,48.83,51.88,4.45,1155.66,3669.35,0.87,0,395.44,844.58,0.02,0,8.32,20.63,2.14,2.4,2.68,744.68,90.88
2025-06-03T05:15:00Z,-473.16,0,4046.69,11314.08,-10.47,0,195.75,595.16,43,48.29,51.61,0.44,1192.01,3724.05,0.87,0,395.37,842.22,0.02,0,9.02,20.84,2.16,2.37,2.67,737.93,90.96
2025-06-03T05:20:00Z,-465.55,0,4054.69,11348.79,-10.67,0,212.88,595.88,42.68,49.09,52.35,0.7,1214.61,3701.3,0.87,0,396.14,844.79,0.02,0,9.8,20.86,2.14,2.41,2.7,737.89,92.17
2025-06-03T05:25:00Z,-427.22,0,4058,11423.64,-10.48,0,231.13,596.84,43.07,48.72,49.05,1.42,1213.44,3674.43,0.87,0,396.47,850.32,0.02,0,10.63,20.89,2.16,2.39,2.54,737.94,80.28
2025-06-03T05:30:00Z,-216.06,0,4030.75,11378.22,-10.58,0,242.63,541.91,42.77,48.49,49.37,0.34,1172.33,3695.71,0.88,0,393.82,846.99,0.02,0,11.14,19.03,2.15,2.38,2.56,731.14,96.85
2025-06-03T05:35:00Z,-431.06,0,4032.22,11495.19,-10.18,0,261.38,584.41,42.69,47.42,49.05,0.29,1170.02,3740.08,0.88,0,393.94,856,0.02,0,11.99,20.46,2.14,2.33,2.54,737.44,75
2025-06-03T05:40:00Z,-242.5,0,4057.69,11456.92,-10.31,0,271.5,531.97,42.14,49.99,48.9,26.85,1359.88,3717.8,0.88,0,396.46,853.03,0.02,0,12.46,18.71,2.12,2.46,2.54,725.12,90.55
2025-06-03T05:45:00Z,-284.74,0,4060.53,11604.83,-10.53,-0.1,266,576.19,42.86,48.55,49.12,8.38,1396.61,3721.65,0.88,0,396.72,864.24,0.02,0,12.21,20.2,2.15,2.39,2.55,726.51,94.58
2025-06-03T05:50:00Z,-281.69,0,4028.91,11723.72,-10.43,-0.1,262.13,589.25,43.01,47.73,49.54,0.47,1351.67,3768.62,0.88,0,393.61,873.27,0.02,0,12.03,20.63,2.16,2.35,2.57,726.79,85.6
2025-06-03T05:55:00Z,-89.26,0,4027.47,11652.31,-10.43,-0.1,262.25,591.94,42.86,47.15,49.02,1.1,1350.52,3770.71,0.88,0,393.49,867.71,0.02,0,12.03,20.72,2.15,2.32,2.54,719.55,86.75
2025-06-03T06:00:00Z,-61.09,0,4053.44,11733.25,-10.53,-0.1,265.38,595.93,42.79,49.1,49.15,16.73,1393.26,3790.32,0.88,0,396.01,873.82,0.02,0,12.18,20.86,2.15,2.41,2.55,717.2,121.59
2025-06-03T06:05:00Z,-266.56,0,4063.22,12037.17,-11.21,-0.1,267.88,637.85,43.12,49.52,51.05,81.99,1528.34,3734.74,0.88,0,396.98,896.54,0.02,0,12.29,22.27,2.17,2.43,2.64,721.22,119.38
2025-06-03T06:10:00Z,-233.41,0,4063.38,12143.3,-11.33,-0.1,271.38,675.71,42.89,90.71,52.96,118.13,1838.96,3672.41,0.88,0,397.02,903.75,0.02,0,12.45,23.69,2.15,4.46,2.73,710.88,120
2025-06-03T06:15:00Z,-28.05,0,4010.47,12173.7,-11.72,-0.1,256.88,675.63,100.41,87.27,52.66,25.25,1882.04,3666.03,0.88,0,391.82,906.36,0.02,0,11.78,23.75,5.19,4.29,2.71,705.55,120
2025-06-03T06:20:00Z,-10.32,0,4049.41,12193.05,-11.92,0,264,680.93,141.63,90.12,54.01,71.47,1907.24,3707.55,0.88,0,395.64,907.28,0.02,0,12.11,23.94,6.94,4.43,2.78,701.78,130.18
2025-06-03T06:25:00Z,-10.73,0,4055.28,12243.04,-11.64,0,266.38,732.57,142.58,90.21,53.81,133.84,2094.26,3670.2,0.87,0,396.22,911.03,0.02,0,12.22,25.67,6.98,4.43,2.77,695.3,140.28
2025-06-03T06:30:00Z,-10.72,0,4042.69,12306.06,-11.63,0,277.75,757.61,176.42,118.29,54.09,177.79,2230.82,3598.4,0.87,0,394.99,915.95,0.02,0,12.73,26.51,8.76,5.81,2.78,691.9,153.07
2025-06-03T06:35:00Z,-12.27,0,4043.03,12354.63,-11.83,0,294.13,760.61,236.17,178.24,54.07,189.69,2313.18,3525.45,0.87,7.06,395.03,919.42,0.02,0,13.47,26.61,11.91,8.76,2.78,690.93,125.49
2025-06-03T06:40:00Z,-11.96,0,4039.81,12285.19,-12.23,0,280,707.73,273.15,88.76,54.11,374.5,2666.88,3498.32,0.87,14.13,394.69,914.34,0.02,0,12.84,24.83,13.87,4.36,2.78,676.55,149.43
2025-06-03T06:45:00Z,-14.18,0,4016.06,12282.81,-12.03,0,287.25,748.7,271.84,201.62,52.38,451.19,2684.3,3475.03,0.87,21.19,392.41,914.3,0.02,0,13.15,26.2,13.8,9.91,2.7,673.14,137.96
2025-06-03T06:50:00Z,-10.18,0,4047.72,12321.17,-12.51,0,304.75,762.74,318.76,179.93,52.2,668.64,2727.73,3489.31,1.37,28.25,395.48,916.96,0.02,0,13.96,26.68,16.08,8.84,2.69,665.95,160
2025-06-03T06:55:00Z,-10.87,0,4021.41,12338.37,-13.98,0,320.25,752.49,363.7,200.14,51.95,764.54,2808.22,3444.8,3.55,35.32,392.9,918.46,0.02,0,14.66,26.32,18.25,9.84,2.68,661.79,223.37
2025-06-03T07:00:00Z,-11.03,0,3992.53,12281.4,-13.47,0,355.75,751.7,492.13,199.95,52.51,569.57,2955.15,3429.4,13.34,42.38,390.09,914.42,0.02,0,16.26,26.3,24.83,9.83,2.71,661.59,170.62
2025-06-03T07:05:00Z,-44.68,0,4047.97,12388.04,-13.15,0,365.13,761.99,581,204.26,52.19,683.09,2900.9,3365.81,39.42,97.04,395.55,922.09,0.02,0,16.69,26.66,29.32,10.04,2.69,662.1,176.93
2025-06-03T07:10:00Z,-14.21,0,4019.19,12296.6,-14.82,0,416.25,751.89,583.8,200.57,53.27,811.73,3014.48,3257.12,72.97,151.7,392.71,915.42,0.02,0,19.04,26.3,29.47,9.86,2.74,654.16,182.45
2025-06-03T07:15:00Z,-20.07,0,4041.03,12332.07,-14.63,0,444.13,758.1,635.94,201.65,52.31,744.06,3216.92,3285.31,119.52,206.37,394.81,918.03,0.02,0,20.35,26.52,32.15,9.91,2.7,648.16,238.68
2025-06-03T07:20:00Z,-15.97,0,4006.69,12228.01,-12.25,0,438.5,752.88,658.28,200.99,52.7,806.92,3371.17,3300.15,163.25,261.03,391.47,910.48,0.02,0,20.09,26.34,33.4,9.88,2.72,638.35,248.53
2025-06-03T07:25:00Z,-9.8,0,4022.28,12272.62,-11.49,-0.1,478.75,754.63,660.27,200.99,52.93,614.86,3476.53,3318.69,234.76,315.69,393.05,913.91,0.02,0,21.9,26.4,33.5,9.88,2.73,637.44,248.43
2025-06-03T07:30:00Z,-10.42,0,4025.06,12294.61,-11.53,-0.1,531.75,755.22,659.24,202.14,53,759.72,3380.3,3259.07,322.97,370.36,393.28,915.68,0.02,0,24.31,26.42,33.45,9.93,2.73,634.41,217.55
2025-06-03T07:35:00Z,-11.27,0,4004.78,12241.69,-8.88,0,483.5,752.31,658.68,198.95,53.11,812.22,3419.97,3268.06,415.75,479.91,391.33,911.94,0.03,0,22.11,26.32,33.42,9.78,2.74,626.55,199.69
2025-06-03T07:40:00Z,-7.88,0,4030.84,12235.52,-8.22,0,506.88,754.21,659.73,200.72,53.38,814.34,3392.3,3210.55,568.5,589.46,393.82,911.19,0.03,0,23.23,26.38,33.48,9.86,2.75,622.55,234.49
2025-06-03T07:45:00Z,-8.97,0,4037.59,12253.91,-3.33,0,522.88,759.7,656.76,203.49,52.78,636.58,3473.02,3153.69,649.86,699.02,394.49,912.3,0.04,0,23.99,26.58,33.32,10,2.72,621.75,200.18
2025-06-03T07:50:00Z,-8.08,0,4025.31,12289.37,0.34,0,545,753.98,655.97,201.31,53.62,576.42,3472.69,3076.97,821.91,808.57,393.26,915.16,0.04,0,25.05,26.37,33.28,9.89,2.76,618.55,174.9
2025-06-03T07:55:00Z,-11.93,0,4016.34,12269.48,2.47,0,560.5,752.04,654.84,201.74,50.09,635.52,3232.78,3076.38,942.36,918.12,392.42,913.55,0.05,0,25.8,26.31,33.23,9.91,2.58,617.06,230.85
2025-06-03T08:00:00Z,-9.69,0,4017.81,12227.02,5.93,0,580.88,753.17,684.73,201.22,47.4,430.5,3303.01,3056.14,1104.57,1027.68,392.56,909.98,0.05,0,26.78,26.35,35.04,9.89,2.44,613.81,161.59
2025-06-03T08:05:00Z,-9.64,0,4042.97,12127.66,7.37,0,598.63,758.37,632.17,204.29,47.91,521.13,3190.07,3097.82,1232.27,1185.88,395,902,0.06,0,27.63,26.53,32.29,10.04,2.46,606.15,177.13
2025-06-03T08:10:00Z,-8.54,0,4030.41,12106.27,2.48,0,597.63,705.82,664.15,200.72,48.02,581.87,2971.94,3139.89,1466.19,1344.08,393.81,900.04,0.05,0,27.58,24.63,33.82,9.86,2.47,599.87,168.63
2025-06-03T08:15:00Z,-10.81,0,4024.5,12022.07,2.06,0,599,656.24,645.93,201.42,47.95,553.99,2845.04,3122.39,1653.18,1502.27,393.21,893.56,0.05,0,27.64,22.83,32.93,9.9,2.46,595.4,194.89
2025-06-03T08:20:00Z,-18.81,0,4009.06,11942.47,1.95,0,596.88,613.2,627.47,200.28,48.02,300.76,2945.02,3080.54,1775.33,1660.47,391.72,887.69,0.05,0,27.54,21.28,32.03,9.84,2.47,592.87,160
2025-06-03T08:25:00Z,-16.93,0,4020.69,11898.92,1.93,-0.1,596.5,573.71,629.36,201.01,49.16,282.72,2761,3119.04,1915.63,1818.67,392.85,884.12,0.05,0,27.53,19.84,32.13,9.88,2.52,589.81,160
2025-06-03T08:30:00Z,-16,0,4046.78,11776.62,1.63,0,603.5,532.14,577.94,202.64,48.51,226.97,2765.93,3046.01,1894.83,1976.87,395.39,874.83,0.05,0,27.86,18.33,29.51,9.96,2.49,588.81,146.08
2025-06-03T08:35:00Z,-10.32,0,4042.56,11707.89,2.12,-0.1,594.38,505.54,577.18,203.65,48.41,262.96,2548.22,3032.38,1952.82,2185.95,395,869.67,0.05,0,27.42,17.37,29.47,10.01,2.49,586.45,160
2025-06-03T08:40:00Z,-41.12,0,4016.38,11694.58,2.03,-0.1,597.13,455.15,532.37,199.19,48.34,232.17,2467.54,3029.37,2029.76,2395.03,392.43,868.8,0.05,0,27.56,15.55,27.3,9.79,2.48,583.11,131.9
2025-06-03T08:45:00Z,-37.09,0,4044.59,11751.74,1.55,-0.1,541.13,417.52,499.64,88.43,48.37,230.31,2321.22,3024.28,2164.41,2604.1,395.16,873.16,0.05,0,24.98,14.18,25.72,4.35,2.48,580.54,137.96
2025-06-03T08:50:00Z,-38.91,0,4033.22,11695.38,1.82,-0.1,509.75,415.95,497.67,202.01,49.97,36.9,2212.59,3048.73,2338.99,2813.18,394.07,869.07,0.05,0,23.59,14.12,25.62,9.93,2.57,577.64,136.11
2025-06-03T08:55:00Z,-32.48,0,4025.03,11617.79,-1.38,-0.1,475.13,414.88,497.11,185.75,50.19,3.99,2075.05,3042.42,2359.05,3022.26,393.24,863.28,0.04,0,21.98,14.09,25.59,9.13,2.58,575.42,136.51
2025-06-03T09:00:00Z,-60.9,0,4033.94,11418.8,2.62,-0.1,455.75,414.63,497.23,182.18,50.9,0.57,1996.32,2988.88,2458.19,3231.34,394.13,848.71,0.05,0,21.05,14.08,25.6,8.95,2.62,570.36,137.96
2025-06-03T09:05:00Z,-5.08,0,4056,11254.26,16.7,0,463.88,418.8,499.16,203.85,50.26,23.82,1884.04,2916.9,2507.45,3438.57,396.29,836.81,0.05,0,21.4,14.22,25.7,10.02,2.58,565.66,143.96
2025-06-03T09:10:00Z,-6.89,-25.64,4055.28,11116.77,29.17,0,471.75,417.98,409,203.51,50.41,39.08,1986.74,2854.64,2599.99,3645.8,396.23,826.65,0.05,0,21.81,14.19,20.92,10,2.59,556.93,143.23
2025-06-03T09:15:00Z,-5.08,-245.86,4061.31,11185.68,30.2,0,536,418.96,317.79,205.91,50.69,82.71,2009.22,2827.25,2703.43,3853.03,396.78,831.58,0.05,0,24.77,14.22,16.16,10.12,2.61,554.93,142.86
2025-06-03T09:20:00Z,-19.92,-247,4016.44,11123.07,29.73,0,545.88,412.81,268.85,199.36,51.13,3.51,1874.42,2858.55,2783.93,4060.26,392.45,826.88,0.05,0,25.24,14.02,13.64,9.8,2.63,551.35,137.95
2025-06-03T09:25:00Z,-12.05,-247.28,4041.63,10990.55,28.6,0,537.25,414.79,270.8,133.39,50.68,7.42,1747.57,2984.64,2745.29,4267.49,394.87,817.14,0.05,0,24.81,14.08,13.75,6.55,2.61,546.71,120
2025-06-03T09:30:00Z,-34.35,-248.58,4028.84,10835.69,27.92,0,514.63,363.1,269.38,86.05,50.71,35.46,1632.52,3014.48,2854.15,4474.72,393.65,805.08,0.05,0,23.74,12.35,13.67,4.23,2.61,539.86,83.36
2025-06-03T09:35:00Z,-93.57,-245.89,4037.44,10712.37,28.73,0,496.5,335.94,233.42,87.79,50.86,1.76,1624.01,2958.6,2911.64,4683.39,394.49,796.34,0.05,0,22.86,11.44,11.78,4.31,2.62,536.49,80.03
2025-06-03T09:40:00Z,-61.29,-245.26,4043.06,10495.56,28.22,0,475.75,328.64,199.43,89.62,50.76,13.14,1585.58,2921.36,3018.03,4892.06,395,779.43,0.05,0,21.87,11.2,9.98,4.4,2.61,527.92,100.7
2025-06-03T09:45:00Z,-19.43,-490.81,4018.84,10495.78,27.31,0,451.88,334.59,145.8,88.33,47.7,75.83,1530.21,2843.22,3206.18,5100.73,392.68,778.86,0.05,0,20.73,11.4,7.15,4.34,2.45,524.55,86.45
2025-06-03T09:50:00Z,-61.88,-568.92,4049.91,10426.03,27.31,-0.1,435.25,334.98,146.2,88.96,47.79,40.94,1549.18,2788.28,3182.01,5309.39,395.71,773.79,0.05,0,19.92,11.41,7.17,4.37,2.46,524.5,106.19
2025-06-03T09:55:00Z,-69.4,-570.31,4019.06,10287.24,27.23,-0.1,367.88,334.91,145.17,87.21,48.21,33.07,1503.17,2730.6,3203.99,5518.06,392.68,763.66,0.05,0,16.81,11.41,7.12,4.29,2.48,519.84,78.07
2025-06-03T10:00:00Z,-173.02,-569.15,4009.88,10099.21,27.79,-0.1,315.63,310.41,145.29,87.66,47.68,32.49,1500.32,2690.62,3332.68,5726.73,391.8,749.85,0.05,0,14.44,10.59,7.13,4.31,2.45,513.61,75
2025-06-03T10:05:00Z,-96.73,-571.68,4002.72,9990.78,29.02,-0.1,277.63,277,144.91,87.02,46.37,32.89,1379.64,2730.78,3437.27,5932.28,391.2,742.08,0.05,0,12.72,9.47,7.11,4.28,2.38,506.56,75
2025-06-03T10:10:00Z,-96.51,-572.19,4022.59,9831.19,29.82,-0.1,232.63,275.78,87.75,89.07,47.63,44.5,1404.53,2722.44,3526.06,6137.82,393.14,730.23,0.05,0,10.7,9.43,4.09,4.38,2.45,498.63,75
2025-06-03T10:15:00Z,-94.45,-570.55,3996.69,9621.33,28.61,-0.1,189.88,277.63,87.69,87.01,47.77,32.34,1431.63,2772.47,3642.47,6343.36,390.62,714.63,0.05,0,8.75,9.49,4.09,4.28,2.45,488.01,81.06
2025-06-03T10:20:00Z,-251.17,-571.06,4032.91,9431.34,25.91,-0.1,148.13,333.09,88.34,87.59,47.59,9.03,1431.63,2910.56,3552.87,6548.91,394.04,700.62,0.05,0,6.82,11.35,4.12,4.3,2.45,484.62,75
2025-06-03T10:25:00Z,-208.84,-571.46,3983.75,9264.52,28.6,-0.1,141.63,272.64,57.14,87.25,47.66,0.33,1352.36,2884.15,3839.54,6754.45,389.35,688.23,0.05,0,6.52,9.31,2.8,4.29,2.45,473.84,75
2025-06-03T10:30:00Z,-191,-569.86,4000.84,9191.38,23.04,0,142,240.89,47.43,88.09,47.83,0.96,1241.17,2936.75,3737.94,6959.99,391.04,682.65,0.04,0,6.53,8.22,2.39,4.33,2.46,472.15,75
2025-06-03T10:35:00Z,-269.25,-572.27,4013.09,9017.65,26.84,0,143,258.64,47.48,89.39,47.5,5.8,1264.16,3036.77,3764.52,7062.92,392.22,669.79,0.05,0,6.58,8.84,2.39,4.39,2.44,466.79,75
2025-06-03T10:40:00Z,-208.8,-568.95,4027.91,8884.76,26.93,0,145.13,273.23,47.55,89.69,45.13,8.97,1214.93,3039.06,3902.26,7165.84,393.65,660,0.05,0,6.68,9.34,2.39,4.41,2.32,460.82,75.95
2025-06-03T10:45:00Z,-226.77,-569.96,3989.63,8669.14,26.08,0,139.75,274.6,47.46,86.49,45.27,0.45,1262.22,3072.87,3951.85,7268.77,389.91,644.16,0.05,0,6.43,9.39,2.39,4.25,2.32,453.2,75
2025-06-03T10:50:00Z,-209.24,-570.24,3982.28,8508.77,26.05,0,140.5,258.34,47.58,87.74,45.35,0.31,1088.61,3081.49,4030,7371.69,389.23,632.44,0.05,0,6.47,8.83,2.39,4.31,2.33,450.08,65.35
2025-06-03T10:55:00Z,-253.6,-568.73,4025.5,8470.17,23.37,0,161.88,208.76,47.47,90.2,44.72,62,949.11,3256.92,3969.87,7474.61,393.41,629.61,0.04,0,7.48,7.15,2.39,4.43,2.29,449.24,75
2025-06-03T11:00:00Z,-397.49,-570.8,3980.09,8340.63,29.38,0,155.13,282.25,47.56,87.43,45.66,0.34,970.67,3431.59,3917.87,7577.54,389,620.13,0.05,0,7.17,9.63,2.39,4.3,2.34,445.2,56
