date,Battery (Charging) - MW,Exports - MW,Imports - MW,Distillate - MW,Gas (Steam) - MW,Gas (CCGT) - MW,Gas (OCGT) - MW,Gas (Reciprocating) - MW,Battery (Discharging) - MW,Wind - MW,Solar (Utility) - MW,Solar (Rooftop) - MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2025-04-13T16:20:00Z,-0.17,0,637.88,0.08,79,152.08,33.81,0,115.77,53.68,296.82,0,33.13,0,37.19,0.01,3.79,5.09,2.05,0,6198.88,138.04
2025-04-13T16:25:00Z,-0.16,0,624.66,0.05,94,151.41,33.65,0,107.06,56.61,318.85,0,33.12,0,36.86,0.01,4.51,5.07,2.04,0,4253.53,124
2025-04-13T16:30:00Z,0,0,622.08,0.05,84,149.39,33.76,0,117.94,66.82,358.46,659,33.1,0,37.07,0.01,4.03,5,2.05,0,682.03,154.16
2025-04-13T16:35:00Z,0,0,648.59,0.08,95,153.42,34.42,0,133.26,63.93,315.16,628.57,33,0,39.23,0.01,4.56,5.14,2.09,0,789.81,230
2025-04-13T16:40:00Z,0,0,619.34,0.08,120,213.15,60.54,0,117.03,70.8,280.79,598.15,32.9,0,38.72,0.01,5.76,7.14,3.7,0,789.09,170.44
2025-04-13T16:45:00Z,0,0,609.5,0.08,140,228.58,44.77,0,169.97,76.21,271.89,567.73,32.8,0,38.27,0.01,6.72,7.65,2.73,0,746.85,275.98
2025-04-13T16:50:00Z,-0.32,0,723.4,0.08,158,231.94,81.22,0,127.26,69.27,267.86,537.3,32.7,0,46.03,0.01,7.58,7.77,4.96,0,1062.68,275.98
2025-04-13T16:55:00Z,-0.33,0,611.35,0.08,180,259.45,82.69,0,133.7,68.88,253.9,506.88,32.6,0,39.43,0.01,8.64,8.69,5.05,0,848.86,230
2025-04-13T17:00:00Z,-0.26,0,594.72,0.05,197,260.12,124.35,0,131.65,72.86,271.89,476.46,32.5,0,38.94,0.01,9.45,8.71,6.95,0,818.23,275.98
2025-04-13T17:05:00Z,-2.58,0,716.73,0.08,195,260.8,127.6,0,170.47,66.12,217.07,445.33,32.38,0,46.8,0.01,9.36,8.73,7.11,0,1132.38,215.04
