date,Battery (Charging) - MW,Pumps - MW,Exports - MW,Imports - MW,Coal (Black) - MW,Bioenergy (Biomass) - MW,Gas (CCGT) - MW,Gas (OCGT) - MW,Gas (Waste Coal Mine) - MW,Battery (Discharging) - MW,Hydro - MW,Wind - MW,Solar (Utility) - MW,Solar (Rooftop) - MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh,Distillate - MW,Distillate Emissions Vol - tCO₂e
2025-04-13T16:20:00Z,-121.25,0,-715.35,0,4626.08,-1.1,471.45,0.1,45.48,0.11,86.68,593.3,1262.31,0,24.5,36.63,0,341.6,NA,18.87,0,2.33,626.46,60.88,NA,NA
2025-04-13T16:25:00Z,-1.17,0,-723.85,0,4683.08,-1.1,482.82,0.1,45.45,7.02,86.48,586.2,1164.73,0,24.3,37.69,0,345.8,NA,19.28,0,2.32,625.07,75.63,NA,NA
2025-04-13T16:30:00Z,-0.35,0,-711.55,0,4789.54,-1.2,494.12,0.1,46.17,9.46,86.47,593.31,1161.22,942.32,24.1,37.23,0,353.64,NA,19.71,0,2.36,548.18,99.31,NA,NA
2025-04-13T16:35:00Z,-0.69,0,-800.5,0,4990.16,-1.2,502.77,0.1,44.05,131.62,86.56,610.14,1116.04,861.5,24.03,41.84,0,368.8,NA,20,0,2.26,555.75,106.37,NA,NA
2025-04-13T16:40:00Z,-0.27,0,-838.45,0,5288.57,-1.1,512.73,0.1,45.74,109.16,86.72,590.61,897.08,780.67,23.97,46.08,0,391.18,NA,20.36,0,2.35,590.74,109.6,NA,NA
2025-04-13T16:45:00Z,0,0,-789.05,0,5394.72,-1.1,521.16,85.92,44.78,68.62,86.75,594.59,749.31,699.85,23.9,44.63,0,399.43,NA,20.67,4.36,2.3,615.06,148.2,NA,NA
2025-04-13T16:50:00Z,-0.35,0,-636.2,0,5482.47,-1.1,525.69,133.62,45.77,21.83,86.33,592.08,727.19,619.03,23.83,36.45,0,406.39,NA,20.83,6.67,2.35,631.55,143.93,NA,NA
2025-04-13T16:55:00Z,-3.25,0,-860.15,0,5545.12,-1.1,535.87,163.36,42.99,69.94,249.33,563.38,644.61,538.2,23.77,48.75,0,411.43,NA,21.18,8.11,2.22,631.68,146.92,NA,NA
2025-04-13T17:00:00Z,-0.5,0,-809.65,0,5563.71,-1.1,540.81,197.83,44.6,63.39,250.18,608.22,552.9,457.38,23.7,46.2,0,412.87,NA,21.37,9.78,2.3,642.95,205.51,NA,NA
2025-04-13T17:05:00Z,-7.54,0,-786.1,0,5520.9,-1.1,547.1,193.81,46.35,98.19,511.8,601.98,505.38,402.62,23.58,43.42,0,409.74,NA,21.63,9.57,2.38,628.65,163.55,NA,NA
2025-04-13T17:10:00Z,-0.44,0,-880.55,0,5604.66,-0.9,554.96,198.14,47.38,103.07,466.55,622.39,424.47,347.86,23.47,49.4,0,415.88,NA,21.89,9.79,2.43,642.01,163.55,NA,NA
2025-04-13T17:15:00Z,-0.08,0,-879.1,0,5623.73,-0.9,562.22,230.24,48.2,147.6,518.36,588.53,327.77,293.09,23.35,49.53,0,417.35,NA,22.16,11.38,2.47,649.61,147.73,NA,NA
2025-04-13T17:20:00Z,-0.24,0,-856.05,0,5660.63,-0.9,567.5,274.57,48.69,87.09,539.17,585.64,261.21,238.33,23.23,48.92,0,420.13,NA,22.35,13.56,2.5,663.75,176.83,NA,NA
2025-04-13T17:25:00Z,-5.06,0,-858.2,0,5674.01,-0.8,562.41,316.82,48.86,100.94,607.11,580.35,185.49,183.57,23.12,49.04,0,421.17,NA,22.17,15.65,2.5,669.25,172.08,NA,NA
2025-04-13T17:30:00Z,0,0,-845.6,0,5676.03,-0.8,560.58,360,49.18,136.7,613.85,577.61,124.07,128.81,23,48.42,0,421.31,NA,22.09,17.78,2.52,675.21,177.1,NA,NA
2025-04-13T17:35:00Z,-0.2,0,-732.25,0,5669.79,-0.9,561.54,366.13,49.34,160.06,610.76,607.98,81.86,109.04,22.95,41.87,0,420.82,NA,22.14,18.08,2.53,676.24,0,NA,NA
2025-04-13T17:40:00Z,-0.18,0,-886.75,0,5676.13,-0.9,563.97,366.76,49.41,327.65,614.31,632.06,46.33,89.27,22.9,49.73,0,421.26,NA,22.21,18.11,2.53,664.97,164.36,NA,NA
2025-04-13T17:45:00Z,-0.47,0,-865.25,0,5661.87,-0.9,563.53,369.63,50.25,375.11,599.32,642.58,21.78,69.5,22.85,48.39,0,420.25,NA,22.2,18.26,2.57,664.98,162.86,NA,NA
2025-04-13T17:50:00Z,-0.25,0,-780.15,0,5662.16,-0.8,563.91,370.03,49.55,373.53,506,623.51,10.27,49.72,22.8,44.3,0,420.26,NA,22.21,18.27,2.54,676.92,210.66,NA,NA
2025-04-13T17:55:00Z,0,0,-564.55,0,5622.61,-0.8,560.31,403.61,50.01,208.87,609.04,617.98,3.5,29.95,22.75,32.3,0,417.36,NA,22.07,20.06,2.56,683.9,192.81,NA,NA
2025-04-13T18:00:00Z,-0.23,0,-609.9,0,5673.81,-0.8,569.58,371.41,50.48,267.63,623.26,659.67,2.8,10.18,22.7,34.47,0,421.12,NA,22.43,18.35,2.58,677.37,204.44,NA,NA
2025-04-13T18:05:00Z,0,0,-656.05,0,5654.11,-0.9,559.27,369.16,50.14,387.04,619.16,697.26,2.1,8.49,22.63,36.39,0,419.66,NA,22.04,18.23,2.56,664.95,163.55,NA,NA
2025-04-13T18:10:00Z,-0.17,0,-654.7,0,5673.93,-0.9,564.39,373.51,49.68,441.84,557.06,672.93,0.6,6.79,22.57,36.48,0,421.12,NA,22.23,18.45,2.54,668.1,179.11,NA,NA
2025-04-13T18:15:00Z,-0.71,0,-658.55,0,5666.05,-0.9,563.12,370.83,49.47,353.97,611.15,682.63,0.1,5.09,22.5,36.79,0,420.53,NA,22.18,18.31,2.53,670.11,160.92,NA,NA
2025-04-13T18:20:00Z,-0.01,0,-641.4,0,5668.46,-0.9,567.84,373.3,49.35,439.08,508.71,693.34,-0.1,3.39,22.43,35.86,0,420.7,NA,22.36,18.43,2.53,670.67,176.26,NA,NA
2025-04-13T18:25:00Z,-0.49,0,-653.3,0,5658.57,-0.9,564.33,372.25,49.92,376.35,609.26,701.11,-0.1,1.7,22.37,36.32,0,420,NA,22.21,18.38,2.55,667.04,174.76,NA,NA
2025-04-13T18:30:00Z,-0.05,0,-647.25,0,5626.47,-0.9,563.41,370.38,50.2,329.83,607.19,742.13,-0.1,0,22.3,35.97,0,417.63,NA,22.19,18.29,2.57,666.97,160.65,NA,NA
2025-04-13T18:35:00Z,-0.26,0,-625.9,0,5666.3,-0.9,569.28,374.24,49.66,353.03,493.77,748.11,-0.1,0,22.2,35.18,0,420.57,NA,22.42,18.48,2.54,674.68,192.82,NA,NA
2025-04-13T18:40:00Z,-1.48,0,-656.85,0,5632.48,-0.8,566.39,371.12,49.28,208.07,609.76,788.35,-0.1,0,22.1,36.83,0,418.08,NA,22.29,18.32,2.52,673.09,154.19,NA,NA
2025-04-13T18:45:00Z,-0.67,0,-645.25,0,5635.57,-0.9,569.05,374.21,50.27,274.84,495.6,811.67,-0.1,0,22,36.29,0,418.32,NA,22.4,18.48,2.57,674.98,157.11,NA,NA
2025-04-13T18:50:00Z,-1.13,0,-647.8,0,5621.41,-0.8,566.75,369.79,49.63,222.03,490.16,851.58,-0.1,0,21.9,36.5,0,417.29,NA,22.32,18.26,2.54,676.31,150.17,NA,NA
2025-04-13T18:55:00Z,0,0,-706.75,0,5666.01,-0.9,568.62,374.13,50.07,207.31,492.67,846.51,-0.1,0,21.8,39.96,0,420.55,NA,22.39,18.48,2.56,678.64,163.55,NA,NA
2025-04-13T19:00:00Z,-0.88,0,-683,0,5622.44,-0.9,564.5,370.44,50.1,61.6,541.28,846.36,-0.1,0,21.7,39.03,0,417.36,NA,22.24,18.29,2.56,686,148.2,NA,NA
2025-04-13T19:05:00Z,-0.57,0,-612.55,0,5645.07,-0.9,566.76,374.02,50.26,125,496.86,838.51,-0.1,0,21.65,34.98,0,419.02,NA,22.31,18.47,2.57,685.44,158.1,NA,NA
2025-04-13T19:10:00Z,-0.99,0,-648.8,0,5639.6,-0.8,565.24,370.55,50.19,109.99,492.75,824.82,-0.1,0,21.6,37.2,0,418.61,NA,22.27,18.29,2.57,688.21,146.15,NA,NA
2025-04-13T19:15:00Z,-1.35,0,-693.35,0,5671.6,-0.8,568.25,371.45,49.84,134.47,499.94,840.94,-0.1,0,21.55,39.56,0,420.92,NA,22.38,18.34,2.55,684.82,148.85,NA,NA
2025-04-13T19:20:00Z,-1.41,0,-672.9,0,5643.12,-0.8,567.28,369.4,50.37,111.02,496.79,831.87,-0.1,0,21.5,38.53,0,418.88,NA,22.35,18.24,2.58,687.3,145.04,NA,NA
2025-04-13T19:25:00Z,-1.23,0,-677.15,0,5642.6,-0.9,567.66,341.09,50,143.42,494.82,790,-0.1,0,21.45,38.83,0,418.85,NA,22.34,16.74,2.56,688.39,148.46,NA,NA
2025-04-13T19:30:00Z,-0.4,0,-658.75,0,5659.03,-0.9,568.26,325.98,50.11,84.06,498.87,796.69,-0.1,0,21.4,38.03,0,420.03,NA,22.37,15.94,2.56,692.95,149.85,NA,NA
2025-04-13T19:35:00Z,-0.11,0,-671.25,0,5667.44,-0.9,568,325.84,49.7,59.63,500.68,786.21,-0.1,0,21.4,38.93,0,420.64,NA,22.36,15.93,2.54,696.02,148.71,NA,NA
2025-04-13T19:40:00Z,0,0,-673.2,0,5677.45,-0.8,573.29,325.83,49.99,63.96,497.51,808.58,-0.1,0,21.4,38.93,0,421.37,NA,22.55,15.93,2.56,694,152.37,NA,NA
2025-04-13T19:45:00Z,-11.48,0,-653.5,0,5636.96,-0.8,568.37,324.8,49.74,57.23,496.56,812.13,-0.1,0,21.4,37.77,0,418.41,NA,22.37,15.88,2.55,694.69,144.02,NA,NA
2025-04-13T19:50:00Z,0,0,-713.25,0,5669.67,-0.9,570.83,325.01,47.01,97.39,495.59,843.93,-0.1,0,21.4,40.9,0,420.8,NA,22.48,15.89,2.4,688.2,145.49,NA,NA
2025-04-13T19:55:00Z,-2.3,0,-733,0,5629.81,-0.9,567.63,324.97,47.31,62.82,492.17,841.37,-0.1,0,21.4,42.19,0,417.89,NA,22.35,15.89,2.41,691.05,134.31,NA,NA
2025-04-13T20:00:00Z,-0.53,0,-729.45,0,5665.12,-0.9,572.27,286.22,47.21,64.53,497.34,844.73,-0.1,0,21.4,42.01,0,420.48,NA,22.52,13.97,2.41,691.18,140.01,NA,NA
2025-04-13T20:05:00Z,-1.8,0,-720.25,0,5656.69,-0.8,571.41,287.45,46.65,54.63,492.58,826.52,-0.1,0,21.15,41.64,0,419.86,NA,22.49,14.04,2.38,693.97,139.02,NA,NA
2025-04-13T20:10:00Z,-9.34,0,-726.6,0,5628.48,-0.8,569.18,263.59,47.19,48.5,487.24,858.08,-0.1,0,20.9,41.88,0,417.79,NA,22.41,12.86,2.41,692.63,133.98,NA,NA
2025-04-13T20:15:00Z,-3.48,0,-693.85,0,5671.43,-0.9,574.95,268.5,47.08,0.2,483.33,851.68,-0.1,0,20.65,40.33,0,420.94,NA,22.6,13.1,2.4,697.97,136.76,NA,NA
2025-04-13T20:20:00Z,-7.44,0,-799.35,0,5660.12,-0.9,569.53,265.2,47.02,20.09,491.01,854.41,-0.1,0,20.4,46.28,0,420.09,NA,22.41,12.94,2.4,695.64,135.75,NA,NA
2025-04-13T20:25:00Z,-3.88,0,-731.75,0,5659.78,-0.9,571.52,223.61,47.16,16.71,493.44,864.67,-0.1,0,20.15,42.35,0,420.09,NA,22.49,10.88,2.41,694.96,134.77,NA,NA
2025-04-13T20:30:00Z,-1.75,0,-748.8,0,5673.15,-0.9,570.98,175.3,47.04,11.84,493.9,904.94,-0.1,0,19.9,43.2,0,421.06,NA,22.46,8.5,2.4,692.53,133.98,NA,NA
2025-04-13T20:35:00Z,-6.58,0,-719.1,0,5641.03,-0.8,569.49,157.51,47.55,0.37,468.31,908.3,-0.1,0,19.9,41.63,0,418.7,NA,22.42,7.62,2.42,695.5,143.7,NA,NA
2025-04-13T20:40:00Z,-4.55,0,-673.05,0,5651.82,-0.8,557.46,157.44,47.41,8.97,298.48,910.17,-0.1,0,19.9,39.82,0,419.49,NA,21.98,7.62,2.42,710.5,136.11,NA,NA
2025-04-13T20:45:00Z,-3.65,0,-686.1,0,5646.37,-0.9,543.94,158.21,46.39,8.37,298.79,923.89,-0.1,0,19.9,40.54,0,419.13,NA,21.49,7.65,2.37,709.59,135.15,NA,NA
2025-04-13T20:50:00Z,-7.39,0,-692.9,0,5625.91,-0.9,524.8,156.51,46.23,0.1,298.52,954.66,-0.1,0,19.9,40.84,0,417.6,NA,20.79,7.57,2.36,708.12,117.42,NA,NA
2025-04-13T20:55:00Z,-2.26,0,-758.65,0,5666.13,-0.9,511.37,157.64,46.55,14.53,250.72,965.34,-0.1,0,19.9,44.93,0,420.54,NA,20.31,7.63,2.38,711.06,123.41,NA,NA
2025-04-13T21:00:00Z,-0.87,0,-759.75,0,5673.26,-0.9,500.16,158.4,47.33,21.25,251.63,927.71,-0.1,0,19.9,45.21,0,421.07,NA,19.91,7.66,2.42,714.3,133.87,NA,NA
2025-04-13T21:05:00Z,-2.01,0,-780.3,0,5650.94,-0.8,482.93,157.61,48.12,0.57,299.36,894.36,-0.1,0,19.83,46.49,0,419.46,NA,19.29,7.63,2.46,715.21,142.75,NA,NA
2025-04-13T21:10:00Z,0,0,-719,0,5677.87,-0.8,462.85,159.74,48.13,4.28,300.7,867.93,-0.1,0,19.77,43.02,0,421.32,NA,18.55,7.73,2.46,718.13,148.46,NA,NA
2025-04-13T21:15:00Z,-0.54,0,-701.25,0,5660.6,-0.8,461.59,120.5,48.24,0.27,299.66,858.06,-0.1,0,19.7,42.06,0,420.02,NA,18.52,5.83,2.47,719.99,148.33,NA,NA
2025-04-13T21:20:00Z,-0.74,0,-641.5,0,5641.5,-0.9,459.74,77.57,48.09,1.12,300.99,874.9,-0.1,0,19.63,38.41,0,418.64,NA,18.45,3.75,2.46,718.68,138.03,NA,NA
2025-04-13T21:25:00Z,-0.51,0,-622.7,0,5663.24,-0.9,463.1,32.61,48.08,0.56,302.95,869.98,-0.1,0,19.57,37.36,0,420.23,NA,18.55,1.58,2.46,720.14,149.09,NA,NA
2025-04-13T21:30:00Z,-8.5,0,-672.8,0,5610.2,-0.9,454.8,0.95,47.94,0.75,298.56,890.39,-0.1,0,19.5,40.26,0,416.35,NA,18.25,0.05,2.45,719.2,116,NA,NA
2025-04-13T21:35:00Z,-0.41,0,-708.3,0,5652.24,-0.8,455.85,0.95,47.8,3.41,249.65,902.9,-0.1,0,19.42,42.64,0,419.43,NA,18.28,0.05,2.44,722.5,135.3,NA,NA
2025-04-13T21:40:00Z,-0.15,0,-720.1,0,5656.94,-0.9,406.55,0.95,46.06,1.32,300.83,913.67,-0.1,0,19.33,43.11,0,419.76,NA,16.49,0.05,2.35,718.6,146.91,NA,NA
2025-04-13T21:45:00Z,-0.3,0,-720.95,0,5663.89,-0.8,359.96,0.95,45.84,1.38,302.36,931.33,-0.1,0,19.25,43.17,0,420.28,NA,14.79,0.05,2.34,718.68,145.01,NA,NA
2025-04-13T21:50:00Z,-6.47,0,-747.95,0,5600.51,-0.9,358.69,0.95,45.94,0.1,296.71,939.05,-0.1,0,19.17,44.7,0,415.63,NA,14.78,0.05,2.34,717.97,133.5,NA,NA
2025-04-13T21:55:00Z,-6.16,0,-742.1,0,5629.53,-0.9,318.65,0.95,46.3,0.1,278.69,935.14,-0.1,0,19.08,44.62,0,417.76,NA,13.33,0.05,2.36,722.36,133.5,NA,NA
2025-04-13T22:00:00Z,-0.51,0,-741.7,0,5651.42,-0.9,274.45,0.95,45.73,0.58,286.35,938.44,-0.1,0,19,44.67,0,419.36,NA,11.73,0.05,2.33,722.82,135.57,NA,NA
2025-04-13T22:05:00Z,-5.24,0,-709.3,0,5615.55,-0.8,222.78,0.95,44.85,0.1,298.53,927.23,-0.1,0,18.95,42.79,0,416.74,NA,9.85,0.05,2.29,724.61,120.01,NA,NA
2025-04-13T22:10:00Z,-0.61,0,-657.65,0,5618.94,-0.8,199.7,0.95,44.63,2.25,252.18,876.64,-0.1,0,18.9,40.28,0,417.15,NA,9.02,0.05,2.27,735.21,150.91,NA,NA
2025-04-13T22:15:00Z,-0.46,0,-623.7,0,5513.58,-0.8,159.77,0.95,44.44,21.99,301.2,884.8,-0.1,0,18.85,37.77,0,409.52,NA,7.58,0.05,2.26,726.77,151.73,NA,NA
2025-04-13T22:20:00Z,-0.42,0,-593.25,0,5452.95,-0.9,120.43,0.95,44.2,77.2,300.54,871.13,-0.1,0,18.8,35.73,0,405.22,NA,6.15,0.05,2.25,723,155.52,NA,NA
2025-04-13T22:25:00Z,-0.43,0,-535.4,0,5381.22,-0.9,118.86,0.95,44.37,27.68,300.99,847.57,-0.1,0,18.75,32.54,0,400.12,NA,6.07,0.05,2.26,729.45,155.38,NA,NA
2025-04-13T22:30:00Z,-1.51,0,-523.85,0,5323.47,-0.9,119.52,0.95,44.7,1.97,298.94,879.53,-0.1,0,18.7,31.76,0,395.95,NA,6.1,0.05,2.28,727.92,154.25,NA,NA
2025-04-13T22:35:00Z,-0.38,0,-564.65,0,5324.46,-0.8,119.07,0.95,45.22,0.37,300.52,882.61,-0.1,0,18.7,34.22,0,396.03,NA,6.08,0.05,2.3,727.47,151.15,NA,NA
2025-04-13T22:40:00Z,-1.37,0,-576.85,0,5339.36,-0.8,120.53,0.95,43,13.11,301.31,874.04,-0.1,0,18.7,34.95,0,397.12,NA,6.16,0.05,2.19,727.4,152.29,NA,NA
2025-04-13T22:45:00Z,-0.44,0,-576.1,0,5343.22,-0.9,119.22,0.95,42.76,1.28,298.54,903.03,-0.1,0,18.7,34.84,0,397.38,NA,6.09,0.05,2.17,725.81,146.21,NA,NA
2025-04-13T22:50:00Z,-1.42,0,-594.3,0,5329.61,-0.9,118.66,0.95,42.9,22.55,300.16,897.22,-0.1,0,18.7,35.83,0,396.42,NA,6.06,0.05,2.18,723.83,137.63,NA,NA
2025-04-13T22:55:00Z,-0.98,0,-601.65,0,5344.44,-0.9,121.69,0.95,43.05,24.74,301.13,878.13,-0.1,0,18.7,36.38,0,397.5,NA,6.21,0.05,2.19,725.79,133.5,NA,NA
2025-04-13T23:00:00Z,-0.77,0,-580.25,0,5349.67,-0.9,119.07,0.95,42.77,8,293.54,844.84,-0.1,0,18.7,35.39,0,397.86,NA,6.08,0.05,2.17,732.17,140.63,NA,NA
2025-04-13T23:05:00Z,-1.05,0,-582.15,0,5338.96,-0.8,119.07,0.95,42.65,11.91,300.07,820.08,-0.1,0,18.67,35.57,0,397.09,NA,6.08,0.05,2.17,733.55,151.83,NA,NA
2025-04-13T23:10:00Z,-16.5,0,-561.05,0,5350.75,-0.9,120.13,0.95,42.66,22.15,270.97,788.74,-0.1,0,18.63,34.56,0,398,NA,6.13,0.05,2.17,741.38,151.86,NA,NA
2025-04-13T23:15:00Z,-0.77,0,-592.45,0,5352.71,-0.8,119.92,0.95,44.5,27.97,271.72,807.24,-0.1,0,18.6,36.36,0,398.16,NA,6.12,0.05,2.26,736.67,150.7,NA,NA
2025-04-13T23:20:00Z,-1.76,0,-602.8,0,5320.43,-0.9,120.58,0.95,43.85,9.1,272.23,798.85,-0.1,0,18.57,37.11,0,395.79,NA,6.16,0.05,2.23,739.11,137.37,NA,NA
2025-04-13T23:25:00Z,-1.76,0,-572.35,0,5343.93,-0.9,119.92,0.95,43.39,1.55,272.17,784.63,-0.1,0,18.53,35.37,0,397.45,NA,6.12,0.05,2.21,741.97,142.01,NA,NA
2025-04-13T23:30:00Z,-0.61,0,-617.2,0,5364.9,-0.9,120.23,0.95,45.27,10.68,276.89,769.67,-0.1,0,18.5,38.17,0,399,NA,6.14,0.05,2.3,742.38,149.4,NA,NA
2025-04-13T23:35:00Z,-1.53,0,-625.25,0,5331.37,-0.9,119.92,0.95,45.29,1.11,272.63,774.53,-0.1,0,18.52,38.69,0,396.59,NA,6.12,0.05,2.31,742.89,147.43,NA,NA
2025-04-13T23:40:00Z,-0.61,0,-663,0,5352.75,-0.9,120.02,0.95,44.34,2.45,273.66,787.12,-0.1,0,18.53,40.96,0,398.18,NA,6.13,0.05,2.26,741.61,146.48,NA,NA
2025-04-13T23:45:00Z,-3.91,0,-656.05,0,5350.92,-0.8,120.33,0.95,44.1,11.93,274.24,791.58,-0.1,0,18.55,40.44,0,398.02,NA,6.14,0.05,2.25,740.28,127.25,NA,NA
2025-04-13T23:50:00Z,-2.35,0,-535.5,0,5329.13,-0.9,119.72,0.95,44.51,4.94,251.85,750.47,-0.1,0,18.57,33.34,0,396.38,NA,6.11,0.05,2.27,747.59,112.83,NA,NA
2025-04-13T23:55:00Z,-0.87,0,-621.75,0,5340.07,-0.9,119.52,0.95,44.21,1.61,253.18,731.78,-0.1,0,18.58,38.84,0,397.16,NA,6.1,0.05,2.25,749.97,116.25,NA,NA
2025-04-14T00:00:00Z,-1.2,0,-508.5,0,5364.17,-0.9,120.83,0.95,45.09,16.66,254.32,711.24,-0.1,0,18.6,31.81,0,398.94,NA,6.17,0.05,2.29,750.96,146.88,NA,NA
2025-04-14T00:05:00Z,-32.53,0,-498.45,0,5352.99,-0.9,119.92,0.95,44.88,2.1,269.04,693.14,-0.1,0,18.57,31.26,0,398.17,NA,6.12,0.05,2.29,756.9,148.48,NA,NA
2025-04-14T00:10:00Z,-1.08,0,-434.85,0,5362.75,-0.9,120.53,0.95,44.67,28.89,86.24,703.75,-0.1,0,18.53,27.91,0,398.88,NA,6.16,0.05,2.28,770.34,150.71,NA,NA
2025-04-14T00:15:00Z,-0.91,0,-428.15,0,5349.6,-0.9,120.58,0.95,44.24,17.12,86.3,701.87,-0.1,0,18.5,27.53,0,397.93,NA,6.16,0.05,2.25,771.78,142.77,NA,NA
2025-04-14T00:20:00Z,-1.08,0,-412.9,0,5324.67,-0.9,120.43,0.95,42.48,8.28,85.89,698.91,-0.1,0,18.47,26.58,0,396.03,NA,6.15,0.05,2.16,772.79,133.34,NA,NA
2025-04-14T00:25:00Z,-1.64,0,-391.5,0,5350.71,-0.9,120.08,0.95,42.02,1.75,86.19,676.23,-0.1,0,18.43,25.33,0,397.92,NA,6.13,0.05,2.14,776.84,135.81,NA,NA
2025-04-14T00:30:00Z,-6.2,0,-408.1,0,5288.45,-0.8,120.08,0.95,42.07,1.45,86.02,716.18,-0.1,0,18.4,26.21,0,393.38,NA,6.13,0.05,2.14,771.54,111.97,NA,NA
2025-04-14T00:35:00Z,-2.02,0,-438.05,0,5250.02,-0.8,119.92,0.95,41.81,0,85.5,798.75,-0.1,0,18.37,27.71,0,390.1,NA,6.12,0.05,2.12,759.59,127.83,NA,NA
2025-04-14T00:40:00Z,-1.45,0,-434.5,0,5241.89,-0.8,119.92,0.95,41.22,22.38,86.1,800.06,-0.1,0,18.33,27.35,0,389.11,NA,6.12,0.05,2.09,755.7,128.48,NA,NA
2025-04-14T00:45:00Z,-1.64,0,-445.55,0,5288.01,-0.9,114.37,0.95,40.84,0.63,86.33,794.51,-0.1,0,18.3,28.24,0,392.97,NA,5.84,0.05,2.07,760.91,121.79,NA,NA
2025-04-14T00:50:00Z,-1.95,0,-448.7,0,5207.71,-0.9,113.11,0.95,40.72,0.68,85.7,796.53,-0.1,0,18.27,28.35,0,386.7,NA,5.78,0.05,2.07,758.56,114.87,NA,NA
2025-04-14T00:55:00Z,-1.55,0,-470.85,0,5213.98,-0.9,114.57,0.95,42.16,20.7,86.12,798.07,-0.1,0,18.23,29.62,0,386.76,NA,5.85,0.05,2.14,755.13,112.83,NA,NA
2025-04-14T01:00:00Z,-1.85,0,-477.65,0,5169.08,-0.9,114.62,0.95,41.47,0.22,85.88,771.84,-0.1,0,18.2,30.24,0,383.46,NA,5.85,0.05,2.11,760,112.83,NA,NA
2025-04-14T01:05:00Z,-1.91,0,-413.8,0,5166.31,-0.8,114.92,0.95,41.22,4.29,86.2,763.48,-0.1,0,18.2,26.19,0,383,NA,5.87,0.05,2.09,759.93,130.57,NA,NA
2025-04-14T01:10:00Z,-9.17,0,-439.75,0,5213.44,-0.8,115.23,0.95,43.46,0,86.41,744.59,-0.1,0,18.2,28,0,386.93,NA,5.88,0.05,2.21,765.49,112.83,NA,NA
2025-04-14T01:15:00Z,-1.37,0,-434.1,0,5166.64,-0.8,114.37,0.95,44.7,1.33,86.35,755.9,-0.1,0,18.2,27.53,0,383.17,NA,5.84,0.05,2.28,761.38,111.56,NA,NA
2025-04-14T01:20:00Z,-1.55,0,-390.05,0,5136.29,-0.9,116.64,0.95,46.07,4.28,86.3,754.15,-0.1,0,18.2,24.69,0,380.57,NA,5.96,0.05,2.35,759.87,112.83,NA,NA
2025-04-14T01:25:00Z,-1.65,0,-419.25,0,5144.83,-0.9,115.53,0.95,47,0,86.12,768.12,-0.1,0,18.2,26.52,0,381.45,NA,5.9,0.05,2.4,759.38,112.69,NA,NA
2025-04-14T01:30:00Z,-13.24,0,-417.9,0,5100.61,-0.9,114.62,0.95,47.28,0.28,86.02,785.51,-0.1,0,18.2,26.31,0,377.94,NA,5.85,0.05,2.41,757.36,109.14,NA,NA
2025-04-14T01:35:00Z,-30.43,0,-455.1,0,5170.86,-0.9,113.86,0.95,46.9,0.13,86.04,795.46,-0.1,0,18.2,28.69,0,383.56,NA,5.81,0.05,2.39,760.76,109.25,NA,NA
2025-04-14T01:40:00Z,-13.84,0,-483.7,0,5192.09,-0.8,113.91,0.95,45.77,0.25,86.14,821.16,-0.1,0,18.2,30.39,0,385.12,NA,5.82,0.05,2.33,755.85,108.63,NA,NA
2025-04-14T01:45:00Z,-12.87,0,-478.5,0,5184.71,-0.8,113.91,0.95,46,0.14,86.26,814.85,-0.1,0,18.2,30.09,0,384.59,NA,5.82,0.05,2.35,756.36,108.6,NA,NA
2025-04-14T01:50:00Z,-12.15,0,-473.15,0,5184.31,-0.8,113.91,0.95,45.81,0.54,86.25,832.01,-0.1,0,18.2,29.67,0,384.57,NA,5.82,0.05,2.34,754.16,109.33,NA,NA
2025-04-14T01:55:00Z,-22.64,0,-486.55,0,5160.98,-0.8,114.92,0.95,46.05,0.19,86,815.45,-0.1,0,18.2,30.57,0,382.85,NA,5.87,0.05,2.35,757.12,101.56,NA,NA
2025-04-14T02:00:00Z,-12.13,0,-536.25,0,5270.26,-0.9,114.17,0.95,45.49,9.23,86.2,806.57,-0.1,0,18.2,33.82,0,391.22,NA,5.83,0.05,2.32,758.55,104.78,NA,NA
2025-04-14T02:05:00Z,-15.36,0,-528.45,0,5255.55,-0.9,115.08,0.95,45.47,0,85.88,815.34,-0.1,0,18.15,33.35,0,390.5,NA,5.88,0.05,2.32,759.46,104.26,NA,NA
2025-04-14T02:10:00Z,-19.28,0,-544.55,0,5276.23,-0.9,115.48,0.95,44.74,0,86.31,802.08,-0.1,0,18.1,34.45,0,392.03,NA,5.9,0.05,2.28,761.95,106.4,NA,NA
2025-04-14T02:15:00Z,-9.9,0,-542,0,5285.47,-0.8,115.38,0.95,46.03,3.4,86.36,797.8,-0.1,0,18.05,34.3,0,392.7,NA,5.89,0.05,2.35,760.93,106.46,NA,NA
2025-04-14T02:20:00Z,-13.04,0,-533.75,0,5272.98,-0.8,115.18,0.95,46.31,0.12,86.18,816.96,-0.1,0,18,33.69,0,391.79,NA,5.88,0.05,2.36,759.22,106.41,NA,NA
