date,Battery (Charging) - MW,Pumps - MW,Exports - MW,Imports - MW,Coal (Black) - MW,Bioenergy (Biomass) - MW,Distillate - MW,Gas (CCGT) - MW,Gas (OCGT) - MW,Gas (Waste Coal Mine) - MW,Battery (Discharging) - MW,Hydro - MW,Wind - MW,Solar (Utility) - MW,Solar (Rooftop) - MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2024-12-12T18:55:00Z,0,0,-839.8,0,5552.82,49.7,320.63,1177.64,1274.92,51.95,31.02,616.45,339.76,1,14.23,25.35,49.68,0,412.77,0.12,28.05,48.83,64.57,2.64,708.66,857.79
2024-12-12T19:00:00Z,0,0,-828.5,0,5569.73,50.8,321.94,1176.85,1275.31,53.8,20.44,620.6,351.63,0.7,0.75,25.3,49,0,414.02,0.12,28.16,48.78,64.59,2.74,709.66,1200.73
2024-12-12T19:05:00Z,-1.29,0,-857.1,0,5514.19,50.4,318.94,1170.19,1264.1,52.26,102.29,601.94,366.15,0.4,0.62,25.25,50.22,0,409.95,0.12,27.9,48.56,64.03,2.66,703.23,1200.73
2024-12-12T19:10:00Z,0,0,-935.3,0,5533.07,50.3,319.94,1175.69,1277.14,50.53,125.36,603.59,376.68,0.2,0.5,25.2,54.61,0,411.32,0.12,27.99,48.76,64.7,2.57,700.65,4000
2024-12-12T19:15:00Z,0,0,-1012.2,0,5567.9,52.6,321.94,1178.19,1277.3,52.75,144.32,621.03,384.95,0.2,0.37,25.15,58.87,0,413.85,0.13,28.16,48.86,64.69,2.69,697.86,4000
2024-12-12T19:20:00Z,0,0,-1114.6,0,5563.15,49.4,321.94,1172.85,1276.3,51.32,213.73,605.72,406.73,0.2,0.25,25.1,64.34,0,413.53,0.12,28.16,48.66,64.65,2.61,692.73,8390.28
2024-12-12T19:25:00Z,-2.15,0,-1109,0,5529.13,52.9,320.94,1178.21,1309.51,51.69,144.38,601.41,432.43,0.2,0.12,25.05,64.21,0,411.04,0.12,28.08,48.93,66.25,2.63,694.98,1000
2024-12-12T19:30:00Z,0,0,-1090.7,0,5566.13,50.4,321.63,1204.25,1278.4,51.5,61.47,605.25,458.92,3.2,0,25,63.53,0,413.75,0.12,28.14,49.83,64.75,2.62,698.91,1000
2024-12-12T19:35:00Z,0,0,-1191.4,0,5614.63,48.4,321.73,1192.27,1279.26,52.73,82.21,605.84,489.51,0.2,0,24.9,69.23,0,417.65,0.11,28.15,49.45,64.8,2.68,697.25,378.39
2024-12-12T19:40:00Z,0,0,-1293.1,0,5632.36,51.2,319.63,1194.32,1234.52,51.81,260.41,503.55,511.4,0.2,0,24.8,74.48,0,419.24,0.12,27.96,49.53,62.59,2.63,691.13,385.01
2024-12-12T19:45:00Z,-0.87,0,-1258.1,0,5625.59,50.2,318.63,1186.03,1265.69,53.81,119.32,556.75,499.78,0.2,0,24.7,73.17,0,418.75,0.12,27.87,49.16,64.13,2.74,698.02,385.01
2024-12-12T19:50:00Z,-0.46,0,-1197.3,0,5622.52,46.2,319.88,1185.07,1276.37,52.8,85.34,542.27,479.54,0.2,0,24.6,70.15,0,418.51,0.11,27.98,49.12,64.66,2.69,703.13,363.93
2024-12-12T19:55:00Z,-0.73,0,-1267.7,0,5549.37,47.7,321.88,1180.09,1273.14,52.24,265.98,503.45,472.83,0.2,0,24.5,73.11,0,413.16,0.11,28.16,48.95,64.5,2.66,692.16,385.3
2024-12-12T20:00:00Z,-0.86,0,-1313.1,0,5576.5,48.6,319.88,1180.6,1268.49,52.62,111.67,576.61,457.39,0.2,0,24.4,76.54,0,415.13,0.12,27.98,48.95,64.26,2.68,699.52,300
2024-12-12T20:05:00Z,-0.49,0,-1206.4,0,5486.72,50.6,330,1179.51,1268.68,52.39,129.27,500.84,462.09,0.2,0,24.37,70.58,0,408.67,0.12,28.87,48.9,64.28,2.67,702.14,365.95
2024-12-12T20:10:00Z,-1.07,0,-1333.2,0,5536.96,51.5,290.38,1183.76,1223.59,48.86,244.93,498.57,460.56,0.2,0,24.33,77.07,0,412.28,0.12,25.4,49.06,62.1,2.5,693.79,300
2024-12-12T20:15:00Z,0,0,-1127.6,0,5496.63,49.7,294.37,1187.11,1186.08,50,134.8,508.13,477.04,0.2,0,24.3,65.76,0,409.36,0.11,25.75,49.19,60.3,2.56,699.84,349.75
2024-12-12T20:20:00Z,0,0,-1160.7,0,5517.53,50.1,290.38,1182.26,1135.87,49.03,200.25,502.7,472.65,0.2,0,24.27,67.38,0,410.82,0.12,25.4,49.02,57.87,2.5,696.61,300
2024-12-12T20:25:00Z,0,0,-1038.5,0,5472.92,47.5,292.37,1183.27,1129.21,50.66,122.28,502.09,474.65,0.2,0,24.23,60.74,0,407.65,0.11,25.58,49.06,57.55,2.59,701.91,300
2024-12-12T20:30:00Z,0,0,-1052.3,0,5472.91,45.6,291.38,1184.92,1131.39,50.04,99.05,498.9,467.76,0.2,0,24.2,61.78,0,407.66,0.11,25.49,49.11,57.65,2.56,704.5,284.95
2024-12-12T20:35:00Z,-1.74,0,-955.5,0,5291.42,44.6,290.06,1177.48,1096.77,49.18,162.04,496.25,471.94,0.2,0,24.15,55.39,0,393.68,0.11,25.38,48.84,55.86,2.51,695.81,268.56
2024-12-12T20:40:00Z,-0.01,0,-866.6,0,5186.09,43.4,273.1,1169.55,1038.78,49.67,162.94,498.67,481.58,0.2,0,24.1,49.9,0,385.48,0.11,23.89,47.89,52.77,2.54,690.95,266.57
2024-12-12T20:45:00Z,0,0,-763.6,0,5170.08,43.3,239.2,1158.46,995.99,50.31,142.47,502.56,477.91,0.2,0,24.05,43.9,0,384.18,0.11,20.93,46.52,50.49,2.57,689.87,268.56
2024-12-12T20:50:00Z,-0.85,0,-720,0,5128.04,43.8,238.1,1142.16,1002.36,50.27,98.74,500.9,515.7,0.2,0,24,41.32,0,380.83,0.11,20.83,45.23,50.85,2.57,688.68,268.56
2024-12-12T20:55:00Z,0,0,-771.3,0,5138.61,43.3,238.88,1089.31,998.25,49.11,102.89,502.48,539.45,0.2,0,23.95,44.15,0,381.61,0.1,20.9,42.45,50.61,2.5,686.95,264
2024-12-12T21:00:00Z,-1.08,0,-654.7,0,5126.58,48,238.88,1015.59,965.47,50.82,96.81,494.8,540.24,0.2,0,23.9,37.56,0,380.72,0.12,20.9,38.83,48.98,2.58,688.59,241.74
2024-12-12T21:05:00Z,0,0,-527.7,0,5146.01,45.4,238.88,995.83,897.64,50.75,153.85,333.95,549.96,0.2,0,23.9,30.67,0,382.15,0.11,20.9,37.8,45.48,2.58,697.54,225.75
2024-12-12T21:10:00Z,0,0,-344.8,0,5081.41,48.6,193.4,986.31,848.72,52.73,150.02,317.69,550.8,0.5,0,23.9,20.01,0,377.45,0.12,16.92,37.46,42.91,2.68,696.28,263.99
2024-12-12T21:15:00Z,-0.91,0,-440.4,0,5087.81,45.5,146.5,983.69,798.91,53.14,100.98,470.61,557.42,0.2,0,23.9,25.17,0,377.85,0.11,12.82,37.38,40.29,2.71,685.82,225.75
2024-12-12T21:20:00Z,-0.27,0,-357.3,0,5088.63,43.1,119.52,988.23,805.27,52.38,107.77,316.06,557.97,0.2,0,23.9,20.76,0,377.97,0.11,10.46,37.54,40.61,2.67,697.16,263.99
2024-12-12T21:25:00Z,0,0,-264.4,0,5079.1,46.3,74.97,986.71,776.97,51.12,106.17,362.56,558.9,0.2,0,23.9,15.23,0,377.29,0.11,6.56,37.49,39.1,2.6,691.02,263.99
2024-12-12T21:30:00Z,-0.56,0,-254,0,5087.63,44.9,33.1,985.98,762.12,49.52,100.84,373.26,560.15,0.2,0,23.9,14.58,0,377.9,0.11,2.9,37.47,38.31,2.52,689.06,263.99
2024-12-12T21:35:00Z,-0.29,0,-187.2,0,5068.55,44.2,0,989.74,756.88,50.07,7.34,359.52,570.89,0.2,0,23.87,10.85,0,376.55,0.11,0,37.6,38.06,2.54,695.59,284.95
2024-12-12T21:40:00Z,-0.35,0,-167.5,0,5110.97,41.6,0,987.03,750.51,50.13,3.13,328.23,591.1,0.2,0,23.83,9.75,0,379.63,0.1,0,37.51,37.8,2.54,698.37,225.75
2024-12-12T21:45:00Z,-0.49,0,-52,0,5036.03,42.2,0,988.79,665.42,50.9,18.53,309.18,570,0.2,0,23.8,3.03,0,374.17,0.1,0,37.55,33.64,2.59,700.01,225.75
2024-12-12T21:50:00Z,-0.84,0,0,26.1,5011.37,42,0,983.77,614.21,50.52,0.22,308.76,564.4,0.2,0,23.77,0,1.66,372.41,0.1,0,37.31,31.11,2.57,707.68,216.78
2024-12-12T21:55:00Z,0,0,0,69.8,5009.83,41.9,0,996.6,569.73,49.99,11.06,295.68,569.43,0.2,0,23.73,0,4.46,372.33,0.1,0,37.76,28.91,2.54,716.18,264
2024-12-12T22:00:00Z,-21.65,0,0,39,5049.17,42.7,0,989.01,517.41,50.55,0.22,306.68,578.41,0.2,0,23.7,0,2.5,375.1,0.11,0,37.49,26.33,2.57,713.05,178.95
2024-12-12T22:05:00Z,-6.45,0,0,142.5,4986.4,41.3,0,988.63,446.37,51.11,0.22,269.3,553.62,0.2,0,23.65,0,9.27,370.62,0.1,0,37.47,22.83,2.6,739.35,299.63
2024-12-12T22:10:00Z,0,0,0,102,4916.92,39.7,0,1039.72,376.46,51.86,18.14,325.98,551.05,1.6,0,23.6,0,6.61,365.26,0.1,0,39.24,19.1,2.63,719.62,320.55
2024-12-12T22:15:00Z,-1.88,0,0,87.5,4908.68,43.5,0,1024.4,322.82,50.73,19.87,327.21,559.47,0.2,0,23.55,0,5.67,365.4,0.11,0,38.68,16.36,2.58,717.89,299.83
2024-12-12T22:20:00Z,0,0,0,95.6,4892.79,45,0,1036.7,304.13,50.11,12.09,326.83,522.27,0.2,0,23.5,0,6.23,364.49,0.11,0,39.1,15.43,2.55,723.77,299.83
2024-12-12T22:25:00Z,-2.85,0,0,51.2,4817.88,44.4,0,1020.67,299.1,50.72,0.22,325.07,577.2,0.2,0,23.45,0,3.35,358.79,0.11,0,38.54,15.14,2.58,709.18,225.75
2024-12-12T22:30:00Z,-0.96,0,0,122.3,4705.32,45.5,0,1035.75,298.47,49.05,13.3,312.87,572.13,7,0,23.4,0,7.98,350.36,0.11,0,39.06,15.11,2.5,720.25,225.75
2024-12-12T22:35:00Z,-6.55,0,0,139.6,4680.01,44.5,0,1026.85,298.71,50.33,0.22,310.13,565.93,0.2,0,23.38,0,9.14,348.4,0.11,0,38.76,15.12,2.56,727.45,299.63
2024-12-12T22:40:00Z,-1.33,0,-9.6,0,4716.95,45,0,1046.5,279.69,51.82,0.22,322.99,565.84,0.2,0,23.37,0.56,0,350.9,0.11,0,39.5,13.89,2.64,694.99,299.63
2024-12-12T22:45:00Z,-1.92,0,-53,0,4747.3,44.2,0,1045.89,271.16,50.58,1.13,321.08,563.27,0.2,0,23.35,3.07,0,353.13,0.1,0,39.46,13.34,2.57,696.18,284.95
2024-12-12T22:50:00Z,-3.71,0,-73.1,0,4736.49,46,0,1049.15,272.06,50.37,0.31,320.75,553.28,0.2,0,23.33,4.25,0,352.68,0.11,0,39.59,13.38,2.56,697.5,284.95
2024-12-12T22:55:00Z,-0.06,0,-169,0,4702.57,46.1,0,1055.2,268.03,50.45,13.52,321.39,573.91,0.2,0,23.32,9.75,0,350.23,0.11,0,39.8,13.13,2.56,692.61,227.83
2024-12-12T23:00:00Z,-4.99,0,-76.1,0,4692.34,46.7,0,1055.99,268.1,49.84,3.55,312.37,579.23,0.2,0,23.3,4.4,0,349.28,0.11,0,39.82,13.14,2.53,693.75,263.49
2024-12-12T23:05:00Z,-2.66,0,-151.9,0,4677.69,51.3,0,1041.1,262.74,50.03,0.22,317.82,572.92,0.2,0,23.18,8.78,0,348.36,0.12,0,39.29,12.87,2.54,694.02,287.59
2024-12-12T23:10:00Z,0,0,-63.1,0,4783.47,52.1,0,1036.41,268.95,53.08,65.32,64.46,565.5,0.2,0,23.07,3.77,0,356.23,0.12,0,39.12,13.18,2.7,716.48,299.83
2024-12-12T23:15:00Z,0,0,-78.5,0,4879.09,50.9,0,1025.65,268.83,52.5,61.65,64.75,552.92,0.2,0,22.95,4.72,0,363.66,0.12,0,38.72,13.17,2.67,721.66,299.83
2024-12-12T23:20:00Z,-1.39,0,-128,0,4930.5,50.4,0,1007.34,266.04,52.63,48.13,64.3,551.68,0.2,0,22.83,7.74,0,367.77,0.12,0,38.08,13.04,2.68,726.01,299.83
2024-12-12T23:25:00Z,0,0,-66.8,0,4908.2,49.5,0,988.35,266.4,53.05,55.26,64.28,561.5,0.2,0,22.72,4.03,0,365.86,0.12,0,37.38,13.05,2.7,723.97,284.95
2024-12-12T23:30:00Z,-0.86,0,-69.2,0,4786.85,49.2,0,967.02,266.23,52.66,96.66,64.41,570.01,8.7,0,22.6,4.13,0,356.72,0.12,0,36.6,13.04,2.68,715.65,284.95
2024-12-12T23:35:00Z,0,0,-36.6,0,4782.91,49.7,0,954.99,265.53,52.62,26.31,64.27,566.68,0.2,0,22.57,2.21,0,356.43,0.12,0,36.19,13.01,2.67,724.65,227.83
2024-12-12T23:40:00Z,0,0,0,100.7,4716.66,48.3,0,969.94,270.31,52.97,1.91,64.59,569.97,0.2,0,22.53,0,6.77,351.1,0.11,0,36.71,13.24,2.69,747.25,276.73
2024-12-12T23:45:00Z,-1.1,0,-74.8,0,4701.32,52,0,948.09,264.54,52.83,133.09,64.3,580.67,0.2,0,22.5,4.43,0,350.42,0.12,0,35.95,12.96,2.69,710.09,225.75
2024-12-12T23:50:00Z,0,0,-7.1,0,4658.25,49,0,961.74,269.15,50.09,112.2,64.52,596.16,0.2,0,22.47,0.42,0,346.83,0.11,0,36.43,13.19,2.54,708.32,299.83
2024-12-12T23:55:00Z,0,0,-123.8,0,4813.25,52.8,0,966.85,269.37,53.14,32.21,64.75,619.34,0.2,0,22.43,7.41,0,358.71,0.13,0,36.61,13.2,2.7,718.3,299.63
2024-12-13T00:00:00Z,0,0,-199.9,0,4841.72,44.4,0,945.5,269.1,50.84,68.41,64.44,646.25,0.2,0,22.4,11.9,0,360.74,0.11,0,35.89,13.18,2.58,714.21,299.63
2024-12-13T00:05:00Z,0,0,-297.2,0,4829.23,54.4,0,957.47,268.63,51.28,58.2,64.56,639.61,0.2,0,22.38,17.68,0,359.64,0.13,0,36.27,13.16,2.61,713.74,284.95
2024-12-13T00:10:00Z,-8.08,0,-224.3,0,4745.32,44.2,0,963.27,227.56,53.18,70.03,64.59,606.98,0.2,0,22.37,13.35,0,352.95,0.11,0,36.47,11.13,2.71,715.3,242.96
2024-12-13T00:15:00Z,-6.06,0,-207.6,0,4697.03,47,0,961.47,179.92,52.65,182.02,64.75,592.39,0.2,0,22.35,12.18,0,349.69,0.11,0,36.41,8.78,2.68,704.76,299.83
2024-12-13T00:20:00Z,-4.94,0,-192.8,0,4814.53,51.6,0,969.53,133.93,52.14,57.61,64.77,579.04,0.2,0,22.33,11.6,0,358.52,0.12,0,36.69,6.51,2.65,722.49,299.83
2024-12-13T00:25:00Z,-4.95,0,-194.8,0,4836.6,50.8,0,961.88,98.65,51.83,9.01,64.8,598.83,0.2,0,22.32,11.8,0,360.11,0.12,0,36.4,4.77,2.63,727.17,227.83
2024-12-13T00:30:00Z,-0.59,0,-198.3,0,4787.7,50.4,0,975.54,101.5,52.53,40.84,65.22,606.22,0.2,0,22.3,11.9,0,356.28,0.12,0,36.89,4.91,2.67,720.17,242.99
2024-12-13T00:35:00Z,-3.8,0,-129.8,0,4791.3,51.4,0,962.01,102.4,53.29,34.21,64.91,606.94,0.2,0,22.28,7.81,0,356.89,0.12,0,36.39,4.95,2.71,722.35,284.95
2024-12-13T00:40:00Z,-8.22,0,-177.4,0,4815.53,52.5,0,890.82,100.47,51.49,31.26,64.53,596.04,0.2,0,22.27,10.75,0,358.66,0.12,0,33.82,4.86,2.62,728.03,225.75
2024-12-13T00:45:00Z,-4.51,0,-66.4,0,4648.04,50.5,0,836.05,100.15,53.18,141.28,64.56,589.86,0.2,0,22.25,3.95,0,345.83,0.12,0,31.78,4.85,2.71,713.57,245.22
2024-12-13T00:50:00Z,-4.51,0,0,2.1,4774.69,49.1,0,791.49,101.8,52.32,67.76,64.91,585.52,0.2,0,22.23,0,0.15,355.49,0.11,0,30.17,4.93,2.66,728.58,284.95
2024-12-13T00:55:00Z,-10.76,0,-62.8,0,4806.43,52.4,0,774.62,98.66,51.1,14.62,64.4,600.04,0.2,0,22.22,3.84,0,358,0.12,0,29.58,4.77,2.6,734.83,227.83
2024-12-13T01:00:00Z,0,0,-40.8,0,4710.72,56.9,0,743.36,102.04,52.67,32.08,64.79,597.56,0.2,0,22.2,2.48,0,350.35,0.13,0,28.42,4.94,2.68,729.24,227.83
2024-12-13T01:05:00Z,-3.71,0,-64.4,0,4745.25,55.1,0,741.73,101.76,51.2,22.14,64.92,593.34,0.2,0,22.18,3.93,0,353.22,0.12,0,28.37,4.92,2.6,733.04,225.75
2024-12-13T01:10:00Z,-14.38,0,0,65,4637.88,56,0,737.18,100.61,51.58,42.97,64.84,583.12,0.2,0,22.17,0,4.62,344.76,0.13,0,28.2,4.87,2.62,746.14,284.95
2024-12-13T01:15:00Z,-9.86,0,0,85.6,4601.3,52.7,0,732.1,98.98,52.75,27.18,64.76,569.84,0.2,0,22.15,0,6.1,341.67,0.12,0,28.01,4.79,2.68,753.64,225.75
2024-12-13T01:20:00Z,-8.18,0,0,176,4574.94,46.8,0,749.52,103.42,53.3,20.64,65.13,557.48,0.2,0,22.13,0,12.53,339.8,0.11,0,28.63,5,2.71,779.23,284.95
2024-12-13T01:25:00Z,-13.6,0,0,199.7,4576.38,45.7,0,742.18,101.39,53.36,1.38,64.99,562.43,0.2,0,22.12,0,14.31,339.84,0.11,0,28.38,4.91,2.71,789.1,284.95
2024-12-13T01:30:00Z,-10.56,0,0,136.8,4578.96,49.6,0,738.82,99.12,54.07,1.31,64.98,562.65,0.3,0,22.1,0,9.82,340.02,0.12,0,28.26,4.8,2.75,771.21,254.3
2024-12-13T01:35:00Z,-10.51,0,0,162.6,4592.38,44.5,0,743.21,102.5,53.05,4.29,64.8,565.87,0.3,0,22.12,0,11.66,341,0.11,0,28.41,4.96,2.7,777.95,284.95
2024-12-13T01:40:00Z,-18.25,0,0,168.2,4576.41,42.2,0,725.31,99.18,50.93,0,64.4,557.79,0.3,0,22.13,0,12.03,339.82,0.1,0,27.77,4.8,2.59,783.36,207.73
2024-12-13T01:45:00Z,-7.4,0,0,174.6,4560.99,45.7,0,758.95,102.81,55.01,19.97,64.75,557.83,0.3,0,22.15,0,12.44,338.81,0.11,0,28.97,4.97,2.8,778.24,231.28
2024-12-13T01:50:00Z,-12.77,0,0,172.6,4545.48,46.7,0,745.7,101.47,52.64,0,64.91,564.11,0.2,0,22.17,0,12.3,337.58,0.11,0,28.5,4.91,2.68,780.52,225.75
2024-12-13T01:55:00Z,-15.93,0,0,220.5,4538.45,44.4,0,737.33,98.57,54.97,0,64.27,561.82,0.2,0,22.18,0,15.71,337.06,0.11,0,28.23,4.77,2.8,795.43,200.58
2024-12-13T02:00:00Z,-12.45,0,0,178.1,4467.18,46.4,0,748.45,98.58,53.4,2.8,64.77,559.26,0.2,0,22.2,0,12.69,332.05,0.11,0,28.62,4.77,2.72,781.37,191.57
2024-12-13T02:05:00Z,-12.45,0,0,214.5,4466.76,47.2,0,749.01,99.01,53.79,0.25,64.79,554.41,0.2,0,22.17,0,15.29,332.02,0.12,0,28.62,4.79,2.74,792.42,194.05
2024-12-13T02:10:00Z,-12.39,0,0,162.4,4489.61,43.6,0,750.68,100.41,52.82,1.58,64.88,556.74,0.2,0,22.13,0,11.6,333.68,0.11,0,28.68,4.86,2.69,778.05,207.62
2024-12-13T02:15:00Z,-16.36,0,0,161,4478.7,45.8,0,739.28,100.53,53.96,0,64.55,552.63,0.2,0,22.1,0,11.55,332.81,0.11,0,28.28,4.86,2.75,779.14,182.79
2024-12-13T02:20:00Z,-15.92,0,0,157.6,4486.01,45.7,0,747.96,101.46,52.28,0.25,64.58,548.25,0.2,0,22.07,0,11.34,333.32,0.11,0,28.6,4.91,2.66,778.33,152.6
2024-12-13T02:25:00Z,-8.18,0,0,58.9,4530.03,46.1,0,754.01,103.19,53.36,7.54,64.85,544.48,0.2,0,22.03,0,4.24,336.55,0.11,0,28.81,4.99,2.72,750.25,205.15
2024-12-13T02:30:00Z,-12.45,0,0,81.6,4472.29,45.6,0,740.65,100.1,55.09,0,64.61,540.3,0.2,0,22,0,5.89,332.36,0.11,0,28.36,4.84,2.81,758.24,182.2
2024-12-13T02:35:00Z,-12.98,0,0,111,4484.93,43.4,0,743.4,98.24,49.99,0.13,64.5,549.58,0.2,0,21.92,0,8.01,333.27,0.11,0,28.44,4.75,2.55,765.7,183.05
2024-12-13T02:40:00Z,-20.36,0,0,112.5,4508.56,49.4,0,752.84,100.54,50.43,0.73,64.71,544.14,0.2,0,21.83,0,8.12,335,0.12,0,28.76,4.86,2.58,766.71,184.58
2024-12-13T02:45:00Z,-11.07,0,0,34.4,4486.38,46.2,0,746.97,98.65,50.4,0,64.83,533.82,0.2,0,21.75,0,2.48,333.39,0.11,0,28.55,4.77,2.58,746.02,181.03
2024-12-13T02:50:00Z,-8.56,0,0,44.5,4506.66,48.6,0,753.4,101.53,49,6.22,64.78,533.4,0.2,0,21.67,0,3.21,334.85,0.11,0,28.78,4.91,2.5,747.41,205.59
2024-12-13T02:55:00Z,-11.86,0,0,73.7,4452.15,48.8,0,736.45,98.48,50.37,0,64.36,525.49,0.2,0,21.58,0,5.33,330.9,0.12,0,28.21,4.76,2.57,757.57,178.95
2024-12-13T03:00:00Z,-28.2,0,0,54.9,4482.36,51.7,0,745.06,101.77,49.98,1.51,64.47,527.61,7,0,21.5,0,3.96,333.09,0.12,0,28.5,4.92,2.55,752.79,188.45
2024-12-13T03:05:00Z,-10.02,0,0,130,4490.41,51.1,0,740.31,100.87,50.49,0,64.65,518.9,0.2,0,21.48,0,9.41,333.68,0.12,0,28.25,4.88,2.58,773.7,225.75
2024-12-13T03:10:00Z,-9.49,0,0,33.8,4521.96,50.5,0,733.97,100.47,50.02,4.87,64.42,516.87,0.2,0,21.47,0,2.44,335.92,0.12,0,28.02,4.86,2.56,747.84,225.75
2024-12-13T03:15:00Z,-12.44,0,0,58.9,4502.92,50.3,0,731.33,99.63,49.27,0,64.09,509.02,0.2,0,21.45,0,4.26,334.52,0.12,0,27.94,4.82,2.52,756.49,178.95
2024-12-13T03:20:00Z,-5.1,0,0,66.8,4520.22,44.6,0,748.35,99.86,50.85,2.84,64.7,505.09,0.2,0,21.43,0,4.83,336.01,0.11,0,28.52,4.83,2.6,758.25,190.16
2024-12-13T03:25:00Z,-33.16,0,0,95.6,4545.82,37.4,0,738.92,98.45,50.56,0,64.56,504.81,0.2,0,21.42,0,6.93,338.28,0.1,0,28.19,4.76,2.59,773.03,180.96
2024-12-13T03:30:00Z,-12.32,0,0,58.9,4564.61,35.2,0,735.23,100.78,50.24,0,64.43,490.55,0.2,0,21.4,0,4.27,339.86,0.09,0,28.05,4.88,2.57,763.26,204.71
2024-12-13T03:35:00Z,-10.26,0,0,43.1,4571.17,27.8,0,737.78,101.48,47.34,0.05,64.56,494.32,0.2,0,21.45,0,3.13,340.32,0.08,0,28.15,4.91,2.41,759.1,182.51
2024-12-13T03:40:00Z,-22.37,0,0,23.3,4578.15,28.4,0,749.68,98.57,51.71,0.01,64.69,481.05,0.2,0,21.5,0,1.69,340.87,0.08,0,28.58,4.77,2.65,756.43,190.76
2024-12-13T03:45:00Z,-13.42,0,0,36.8,4587.42,29.2,0,748.05,98.54,49.63,0,64.43,467.67,0.2,0,21.55,0,2.68,341.6,0.08,0,28.52,4.77,2.54,761.02,219.61
2024-12-13T03:50:00Z,-13.31,0,0,94.1,4571.15,29.5,0,742.5,100.08,53.35,0,64.45,473.37,15.7,0,21.6,0,6.86,340.43,0.08,0,28.33,4.84,2.73,773.96,194.33
2024-12-13T03:55:00Z,-7.43,0,0,66.7,4605.78,29,0,748.43,101.5,51.61,4.27,64.64,469.36,0,0,21.65,0,4.86,343.18,0.08,0,28.54,4.91,2.64,768.37,225.03
2024-12-13T04:00:00Z,-12.61,0,0,3,4624.38,29.2,0,744.07,101.04,53.01,0.11,64.39,464.98,16.3,0,21.7,0,0.22,344.6,0.08,0,28.39,4.89,2.72,751.54,222.69
2024-12-13T04:05:00Z,-12.41,0,0,46.9,4626.43,29,0,751.54,101.51,51.49,0,64.43,439.89,0,0,21.67,0,3.41,344.85,0.08,0,28.67,4.91,2.63,768.5,185.03
2024-12-13T04:10:00Z,0,0,-10.3,0,4631.9,29.3,0,773.66,147.07,51.22,16.81,64.77,418.47,0,0,21.63,0.65,0,345.31,0.08,0,29.43,7.12,2.62,752.42,258.12
2024-12-13T04:15:00Z,0,0,-80.9,0,4695.17,29.2,0,766.91,158.4,51.64,0.67,64.77,387.44,0,0,21.6,5.12,0,349.84,0.08,0,29.2,7.66,2.64,759.33,225.75
2024-12-13T04:20:00Z,-0.02,0,-26,0,4711.48,28.4,0,773.7,158.41,51.39,1.09,64.6,368.07,0,0,21.57,1.65,0,351.04,0.08,0,29.46,7.66,2.63,761.81,236.01
2024-12-13T04:25:00Z,-0.91,0,0,1.9,4712.39,29.2,0,786.75,157.99,50.86,5.62,64.58,349.2,0,0,21.53,0,0.14,351.16,0.08,0,29.93,7.64,2.59,763.51,225.75
2024-12-13T04:30:00Z,0,0,0,71.6,4679.71,30.2,0,793.66,158.37,52.59,4.54,64.72,324.28,0,0,21.5,0,5.18,348.85,0.08,0,30.17,7.66,2.67,784.47,225.75
2024-12-13T04:35:00Z,-2.85,0,0,81.6,4672.93,29.7,0,790.13,157.57,52.54,0.95,64.23,304.1,0,0.8,21.48,0,5.83,348.33,0.08,0,30.05,7.62,2.67,790.71,187.03
2024-12-13T04:40:00Z,-22.42,0,0,121.6,4635.47,28.7,0,807.87,157.27,51.32,3.12,64.57,294.48,0,1.59,21.47,0,8.68,345.69,0.08,0,30.68,7.61,2.62,804.07,197.47
2024-12-13T04:45:00Z,-31.21,0,0,101.3,4646.46,30.7,0,815.35,159.07,50.19,6.69,64.73,287.15,0,2.39,21.45,0,7.19,346.49,0.09,0,30.96,7.7,2.56,799.26,225.75
2024-12-13T04:50:00Z,-0.3,0,0,115.2,4678.25,29.7,0,813.36,157.37,50.1,2.96,64.36,279.94,0,3.19,21.43,0,8.16,348.73,0.08,0,30.89,7.61,2.55,800.89,193.19
2024-12-13T04:55:00Z,-0.03,0,0,139.3,4643.1,30,0,824.93,157.34,51.5,2.04,64.23,263.22,0.1,3.99,21.42,0,9.84,346.24,0.08,0,31.31,7.61,2.62,808.75,264.29
2024-12-13T05:00:00Z,-0.19,0,0,89.1,4690.57,28.6,0,823.35,158.53,49.64,0.27,64.06,254.37,0.5,4.78,21.4,0,6.27,349.61,0.08,0,31.27,7.67,2.53,796.8,261.45
2024-12-13T05:05:00Z,0,0,0,68.4,4731.92,28.6,0,839.61,158.51,49.48,2.64,64.44,247.73,3.15,20.94,21.47,0,4.81,352.56,0.08,0,31.84,7.67,2.52,788.63,225.75
2024-12-13T05:10:00Z,-0.17,0,0,188.4,4682.55,26.2,0,838.46,158.37,50.19,0.23,64.71,234.32,6.37,37.09,21.53,0,13.15,349.08,0.08,0,31.82,7.66,2.55,821.02,268.71
